depreg;mupreg;mesreg;añoreg;diaocu;mesocu;añoocu;depocu;mupocu;edadhom;edadmuj;grethom;gretmuj;nachom;nacmuj;escohom;escomuj;ocupahom;ocupamuj
1.0;0101;8.0;2010.0;4.0;5.0;2010.0;1.0;0101;41.0;35.0;9.0;9.0;320.0;320.0;9.0;9.0;1120.0;1120.0
1.0;0101;11.0;2010.0;6.0;10.0;2010.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;2161.0;1219.0
1.0;0101;3.0;2010.0;16.0;2.0;2010.0;1.0;0101;42.0;31.0;9.0;9.0;320.0;320.0;4.0;9.0;2166.0;1219.0
1.0;0101;10.0;2010.0;25.0;8.0;2010.0;1.0;0101;47.0;36.0;9.0;9.0;320.0;320.0;1.0;1.0;5221.0;1219.0
1.0;0101;8.0;2010.0;20.0;5.0;2010.0;1.0;0101;999.0;999.0;9.0;9.0;840.0;484.0;9.0;9.0;9712.0;1219.0
16.0;1601;3.0;2010.0;28.0;1.0;2010.0;16.0;1601;23.0;37.0;2.0;2.0;320.0;320.0;9.0;3.0;9712.0;1221.0
1.0;0101;10.0;2010.0;23.0;6.0;2010.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;5249.0;1346.0
1.0;0101;11.0;2010.0;24.0;8.0;2010.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;1219.0;1411.0
1.0;0101;9.0;2010.0;15.0;7.0;2010.0;1.0;0101;999.0;999.0;2.0;2.0;320.0;320.0;5.0;5.0;2113.0;2131.0
1.0;0101;11.0;2010.0;8.0;9.0;2010.0;1.0;0101;33.0;33.0;9.0;9.0;320.0;320.0;9.0;9.0;2611.0;2141.0
16.0;1601;4.0;2011.0;26.0;10.0;2010.0;16.0;1601;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9712.0;2141.0
1.0;0101;10.0;2010.0;9.0;9.0;2010.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;2142.0;2142.0
1.0;0108;3.0;2010.0;8.0;2.0;2010.0;1.0;0101;32.0;30.0;9.0;9.0;320.0;320.0;5.0;5.0;2141.0;2145.0
1.0;0101;10.0;2010.0;25.0;3.0;2010.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9712.0;2145.0
1.0;0101;7.0;2010.0;4.0;5.0;2010.0;1.0;0101;33.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999.0;2149.0
1.0;0101;9.0;2010.0;26.0;5.0;2010.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;840.0;9.0;9.0;2161.0;2161.0
1.0;0101;10.0;2010.0;3.0;9.0;2010.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9712.0;2161.0
1.0;0101;1.0;2011.0;12.0;10.0;2010.0;1.0;0101;32.0;32.0;2.0;9.0;320.0;320.0;5.0;4.0;2421.0;2166.0
9.0;0901;2.0;2011.0;10.0;6.0;2010.0;9.0;0901;32.0;28.0;9.0;9.0;320.0;320.0;4.0;9.0;4311.0;2166.0
1.0;0101;10.0;2010.0;28.0;5.0;2010.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;5221.0;2166.0
1.0;0101;5.0;2011.0;29.0;3.0;2010.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9712.0;2166.0
1.0;0101;4.0;2010.0;22.0;2.0;2010.0;1.0;0101;27.0;27.0;9.0;9.0;320.0;320.0;1.0;1.0;2211.0;2211.0
1.0;0101;1.0;2011.0;14.0;9.0;2010.0;20.0;2001;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;2211.0;2211.0
1.0;0101;1.0;2011.0;25.0;5.0;2010.0;1.0;0101;32.0;33.0;9.0;9.0;320.0;320.0;5.0;5.0;2211.0;2211.0
1.0;0101;3.0;2011.0;28.0;12.0;2010.0;1.0;0115;37.0;34.0;2.0;2.0;320.0;320.0;5.0;5.0;9999.0;2211.0
1.0;0101;10.0;2010.0;9.0;9.0;2010.0;1.0;0101;34.0;33.0;9.0;9.0;320.0;320.0;1.0;4.0;2166.0;2212.0
16.0;1612;9.0;2010.0;2.0;6.0;2010.0;16.0;1601;999.0;999.0;9.0;9.0;320.0;320.0;9.0;1.0;7231.0;2212.0
1.0;0101;6.0;2010.0;6.0;5.0;2010.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;1.0;9.0;2211.0;2221.0
3.0;0308;6.0;2010.0;29.0;4.0;2010.0;1.0;0101;40.0;32.0;9.0;9.0;320.0;320.0;1.0;1.0;2211.0;2221.0
5.0;0506;12.0;2010.0;12.0;10.0;2010.0;10.0;1001;49.0;44.0;2.0;2.0;320.0;320.0;5.0;5.0;2320.0;2221.0
14.0;1401;3.0;2011.0;3.0;8.0;2010.0;14.0;1401;44.0;47.0;2.0;9.0;320.0;320.0;9.0;9.0;2634.0;2221.0
9.0;0920;12.0;2010.0;5.0;11.0;2010.0;9.0;0920;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;6111.0;2221.0
1.0;0101;9.0;2010.0;31.0;8.0;2010.0;3.0;0301;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;6111.0;2221.0
3.0;0315;2.0;2011.0;1.0;9.0;2010.0;3.0;0301;29.0;28.0;1.0;2.0;320.0;320.0;3.0;2.0;7112.0;2221.0
1.0;0101;11.0;2010.0;23.0;6.0;2010.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;1.0;1.0;9712.0;2221.0
1.0;0101;7.0;2010.0;23.0;4.0;2010.0;1.0;0101;999.0;65.0;2.0;2.0;320.0;320.0;1.0;3.0;9999.0;2221.0
9.0;0901;10.0;2010.0;25.0;8.0;2010.0;9.0;0901;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;5221.0;2261.0
1.0;0108;12.0;2010.0;8.0;10.0;2010.0;22.0;2201;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;5221.0;2261.0
21.0;2101;7.0;2010.0;21.0;6.0;2010.0;21.0;2101;22.0;27.0;9.0;9.0;320.0;320.0;9.0;1.0;9712.0;2261.0
1.0;0101;12.0;2010.0;30.0;9.0;2010.0;1.0;0101;999.0;999.0;2.0;2.0;320.0;320.0;9.0;9.0;7212.0;2262.0
12.0;1228;9.0;2010.0;19.0;5.0;2010.0;1.0;0101;38.0;36.0;2.0;9.0;320.0;320.0;2.0;4.0;8322.0;2262.0
9.0;0901;7.0;2010.0;5.0;4.0;2010.0;9.0;0901;31.0;999.0;9.0;9.0;320.0;320.0;4.0;4.0;5221.0;2264.0
1.0;0101;11.0;2010.0;28.0;9.0;2010.0;1.0;0101;33.0;33.0;9.0;9.0;320.0;320.0;1.0;1.0;2211.0;2265.0
1.0;0101;11.0;2010.0;21.0;10.0;2010.0;1.0;0101;31.0;32.0;2.0;9.0;320.0;320.0;5.0;5.0;5221.0;2265.0
1.0;0101;10.0;2010.0;23.0;9.0;2010.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;2120.0;2267.0
14.0;1401;1.0;2011.0;21.0;10.0;2010.0;14.0;1401;43.0;35.0;9.0;1.0;320.0;320.0;9.0;5.0;9999.0;2320.0
10.0;1014;5.0;2010.0;18.0;3.0;2010.0;1.0;0114;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;310.0;2341.0
12.0;1201;5.0;2010.0;28.0;4.0;2010.0;12.0;1201;32.0;27.0;2.0;2.0;320.0;320.0;5.0;4.0;2133.0;2341.0
1.0;0101;10.0;2010.0;9.0;9.0;2010.0;1.0;0101;56.0;45.0;9.0;2.0;222.0;320.0;9.0;4.0;2133.0;2341.0
1.0;0101;6.0;2010.0;11.0;2.0;2010.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;2142.0;2341.0
1.0;0101;10.0;2010.0;19.0;8.0;2010.0;1.0;0101;40.0;32.0;9.0;9.0;320.0;320.0;1.0;1.0;2166.0;2341.0
1.0;0101;9.0;2010.0;29.0;7.0;2010.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;2211.0;2341.0
9.0;0902;11.0;2010.0;26.0;10.0;2010.0;9.0;0901;999.0;36.0;2.0;2.0;320.0;320.0;5.0;4.0;2211.0;2341.0
1.0;0101;10.0;2010.0;20.0;7.0;2010.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;1.0;1.0;2211.0;2341.0
10.0;1010;5.0;2010.0;18.0;1.0;2010.0;10.0;1010;999.0;999.0;9.0;9.0;320.0;320.0;1.0;9.0;2320.0;2341.0
10.0;1010;8.0;2010.0;15.0;2.0;2010.0;10.0;1010;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;2341.0;2341.0
12.0;1211;9.0;2010.0;10.0;5.0;2010.0;12.0;1215;23.0;28.0;2.0;2.0;320.0;320.0;4.0;4.0;2341.0;2341.0
17.0;1708;12.0;2010.0;15.0;11.0;2010.0;17.0;1712;28.0;28.0;2.0;2.0;320.0;320.0;4.0;4.0;2341.0;2341.0
1.0;0115;9.0;2010.0;5.0;4.0;2010.0;1.0;0115;999.0;999.0;9.0;9.0;320.0;320.0;1.0;1.0;2341.0;2341.0
9.0;0920;12.0;2010.0;12.0;4.0;2010.0;9.0;0920;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;2341.0;2341.0
15.0;1504;12.0;2010.0;9.0;9.0;2010.0;15.0;1504;999.0;999.0;9.0;2.0;320.0;320.0;1.0;4.0;2341.0;2341.0
12.0;1211;9.0;2010.0;10.0;5.0;2010.0;12.0;1215;23.0;28.0;2.0;2.0;320.0;320.0;4.0;4.0;2341.0;2341.0
1.0;0101;9.0;2010.0;15.0;7.0;2010.0;1.0;0101;55.0;51.0;9.0;9.0;320.0;320.0;4.0;4.0;2341.0;2341.0
16.0;1601;4.0;2011.0;29.0;11.0;2010.0;16.0;1601;35.0;34.0;1.0;1.0;320.0;320.0;4.0;5.0;2341.0;2341.0
15.0;1506;1.0;2011.0;23.0;11.0;2010.0;15.0;1501;999.0;999.0;1.0;2.0;320.0;320.0;4.0;4.0;2341.0;2341.0
1.0;0101;8.0;2010.0;14.0;6.0;2010.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;2354.0;2341.0
1.0;0101;8.0;2010.0;26.0;7.0;2010.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;2411.0;2341.0
1.0;0108;8.0;2010.0;9.0;7.0;2010.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;2611.0;2341.0
1.0;0101;11.0;2010.0;3.0;9.0;2010.0;1.0;0101;48.0;999.0;9.0;9.0;320.0;320.0;5.0;9.0;2611.0;2341.0
1.0;0101;9.0;2010.0;31.0;8.0;2010.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;2634.0;2341.0
10.0;1019;8.0;2010.0;27.0;5.0;2010.0;10.0;1001;30.0;30.0;2.0;2.0;320.0;320.0;4.0;4.0;3118.0;2341.0
10.0;1019;1.0;2011.0;26.0;10.0;2010.0;10.0;1001;30.0;30.0;2.0;2.0;320.0;320.0;4.0;4.0;3118.0;2341.0
5.0;0501;4.0;2010.0;14.0;1.0;2010.0;5.0;0501;41.0;36.0;2.0;2.0;320.0;320.0;9.0;9.0;3314.0;2341.0
1.0;0101;9.0;2010.0;7.0;5.0;2010.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;3412.0;2341.0
1.0;0101;7.0;2010.0;3.0;5.0;2010.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;3412.0;2341.0
21.0;2101;6.0;2010.0;19.0;3.0;2010.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;1.0;9.0;3412.0;2341.0
1.0;0101;10.0;2010.0;20.0;9.0;2010.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;3412.0;2341.0
1.0;0101;12.0;2010.0;22.0;4.0;2010.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;840.0;9.0;9.0;3412.0;2341.0
1.0;0101;8.0;2010.0;22.0;7.0;2010.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;3412.0;2341.0
6.0;0602;10.0;2010.0;2.0;8.0;2010.0;6.0;0601;999.0;25.0;2.0;2.0;320.0;320.0;4.0;4.0;3412.0;2341.0
1.0;0101;3.0;2011.0;4.0;11.0;2010.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;1.0;1.0;3412.0;2341.0
1.0;0101;9.0;2010.0;30.0;7.0;2010.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;3513.0;2341.0
1.0;0101;12.0;2010.0;18.0;10.0;2010.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;3513.0;2341.0
9.0;0902;7.0;2010.0;15.0;3.0;2010.0;9.0;0901;33.0;37.0;2.0;2.0;320.0;320.0;9.0;9.0;3522.0;2341.0
6.0;0608;9.0;2010.0;28.0;5.0;2010.0;6.0;0601;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;4311.0;2341.0
1.0;0101;11.0;2010.0;23.0;9.0;2010.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;5141.0;2341.0
1.0;0101;8.0;2010.0;15.0;3.0;2010.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;222.0;9.0;9.0;5221.0;2341.0
1.0;0101;5.0;2010.0;18.0;2.0;2010.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;1.0;5221.0;2341.0
9.0;0901;2.0;2011.0;5.0;11.0;2010.0;9.0;0901;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;5242.0;2341.0
10.0;1002;7.0;2010.0;15.0;4.0;2010.0;10.0;1002;36.0;999.0;2.0;9.0;320.0;320.0;2.0;9.0;6111.0;2341.0
3.0;0310;5.0;2010.0;25.0;1.0;2010.0;1.0;0101;999.0;67.0;9.0;9.0;320.0;320.0;9.0;1.0;6111.0;2341.0
3.0;0306;12.0;2010.0;16.0;9.0;2010.0;3.0;0301;22.0;26.0;1.0;1.0;320.0;320.0;1.0;4.0;6111.0;2341.0
9.0;0901;8.0;2010.0;28.0;6.0;2010.0;9.0;0901;54.0;64.0;9.0;2.0;320.0;320.0;1.0;4.0;6111.0;2341.0
9.0;0901;2.0;2011.0;16.0;12.0;2010.0;9.0;0901;41.0;999.0;2.0;9.0;320.0;320.0;9.0;9.0;6111.0;2341.0
9.0;0902;9.0;2010.0;27.0;7.0;2010.0;9.0;0901;31.0;34.0;2.0;2.0;320.0;320.0;9.0;4.0;7231.0;2341.0
21.0;2101;12.0;2010.0;20.0;9.0;2010.0;21.0;2101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9313.0;2341.0
1.0;0101;8.0;2010.0;26.0;7.0;2010.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9712.0;2341.0
1.0;0101;11.0;2010.0;6.0;8.0;2010.0;1.0;0101;40.0;999.0;9.0;9.0;320.0;320.0;1.0;9.0;9712.0;2341.0
19.0;1901;4.0;2010.0;19.0;3.0;2010.0;19.0;1901;999.0;999.0;9.0;9.0;840.0;320.0;9.0;1.0;9712.0;2341.0
1.0;0101;9.0;2010.0;12.0;8.0;2010.0;1.0;0101;999.0;36.0;9.0;9.0;320.0;192.0;9.0;1.0;9712.0;2341.0
22.0;2201;10.0;2010.0;23.0;8.0;2010.0;22.0;2201;22.0;21.0;9.0;9.0;320.0;320.0;1.0;1.0;9712.0;2341.0
17.0;1711;11.0;2010.0;7.0;9.0;2010.0;17.0;1703;999.0;999.0;9.0;9.0;320.0;320.0;9.0;1.0;9712.0;2341.0
12.0;1201;1.0;2010.0;4.0;1.0;2010.0;12.0;1201;999.0;999.0;2.0;2.0;320.0;320.0;4.0;4.0;9712.0;2341.0
9.0;0901;2.0;2010.0;4.0;1.0;2010.0;9.0;0901;999.0;51.0;9.0;9.0;320.0;320.0;9.0;4.0;9712.0;2341.0
21.0;2101;5.0;2010.0;24.0;2.0;2010.0;21.0;2101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9712.0;2341.0
16.0;1604;7.0;2010.0;18.0;6.0;2010.0;16.0;1601;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9712.0;2341.0
1.0;0101;9.0;2010.0;29.0;7.0;2010.0;1.0;0101;27.0;21.0;9.0;9.0;320.0;320.0;1.0;9.0;9712.0;2341.0
14.0;1414;4.0;2010.0;4.0;1.0;2010.0;14.0;1401;999.0;999.0;2.0;2.0;320.0;320.0;3.0;4.0;9712.0;2341.0
5.0;0502;8.0;2010.0;4.0;3.0;2010.0;5.0;0502;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9712.0;2341.0
9.0;0901;8.0;2010.0;16.0;7.0;2010.0;9.0;0901;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9712.0;2341.0
4.0;0413;5.0;2010.0;13.0;4.0;2010.0;4.0;0401;30.0;24.0;2.0;2.0;320.0;320.0;2.0;4.0;9712.0;2341.0
9.0;0901;7.0;2010.0;1.0;6.0;2010.0;9.0;0901;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9712.0;2341.0
16.0;1601;11.0;2010.0;29.0;10.0;2010.0;16.0;1601;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9712.0;2341.0
11.0;1107;9.0;2010.0;18.0;8.0;2010.0;11.0;1101;37.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9712.0;2341.0
1.0;0115;10.0;2010.0;1.0;7.0;2010.0;1.0;0115;999.0;999.0;9.0;9.0;320.0;320.0;1.0;1.0;9712.0;2341.0
1.0;0115;1.0;2011.0;20.0;7.0;2010.0;1.0;0115;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9712.0;2341.0
1.0;0101;1.0;2011.0;14.0;12.0;2010.0;1.0;0101;999.0;999.0;9.0;9.0;222.0;320.0;9.0;9.0;9712.0;2341.0
16.0;1601;1.0;2011.0;30.0;9.0;2010.0;16.0;1601;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9712.0;2341.0
11.0;1101;3.0;2011.0;23.0;8.0;2010.0;11.0;1101;31.0;28.0;9.0;9.0;320.0;320.0;1.0;1.0;9712.0;2341.0
17.0;1704;6.0;2011.0;9.0;9.0;2010.0;17.0;1703;31.0;26.0;2.0;2.0;320.0;320.0;1.0;4.0;9712.0;2341.0
5.0;0510;1.0;2011.0;1.0;10.0;2010.0;5.0;0510;24.0;21.0;9.0;9.0;320.0;320.0;1.0;1.0;9712.0;2341.0
16.0;1601;2.0;2011.0;21.0;12.0;2010.0;16.0;1601;31.0;30.0;9.0;9.0;320.0;320.0;9.0;4.0;9712.0;2341.0
19.0;1902;3.0;2011.0;9.0;12.0;2010.0;19.0;1902;27.0;27.0;2.0;2.0;320.0;320.0;9.0;4.0;9712.0;2341.0
1.0;0101;10.0;2010.0;2.0;9.0;2010.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9998.0;2341.0
1.0;0101;11.0;2010.0;27.0;9.0;2010.0;1.0;0101;34.0;33.0;2.0;9.0;320.0;320.0;4.0;1.0;9998.0;2341.0
1.0;0115;4.0;2010.0;2.0;3.0;2010.0;1.0;0115;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999.0;2341.0
1.0;0101;11.0;2010.0;9.0;9.0;2010.0;1.0;0101;43.0;43.0;9.0;2.0;320.0;320.0;9.0;4.0;9999.0;2341.0
1.0;0101;6.0;2010.0;19.0;4.0;2010.0;1.0;0108;26.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999.0;2341.0
18.0;1804;6.0;2010.0;28.0;5.0;2010.0;18.0;1801;999.0;32.0;9.0;2.0;320.0;320.0;9.0;4.0;9999.0;2341.0
22.0;2212;9.0;2010.0;31.0;8.0;2010.0;22.0;2201;45.0;31.0;9.0;2.0;320.0;320.0;9.0;4.0;9999.0;2341.0
1.0;0111;9.0;2010.0;26.0;7.0;2010.0;1.0;0101;34.0;35.0;9.0;2.0;320.0;320.0;1.0;4.0;9999.0;2341.0
22.0;2212;9.0;2010.0;31.0;8.0;2010.0;22.0;2201;45.0;31.0;9.0;2.0;320.0;320.0;9.0;4.0;9999.0;2341.0
1.0;0101;3.0;2011.0;13.0;10.0;2010.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;1.0;9999.0;2341.0
21.0;2101;5.0;2010.0;24.0;3.0;2010.0;21.0;2101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;2421.0;2342.0
1.0;0101;8.0;2010.0;20.0;7.0;2010.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;2422.0;2342.0
1.0;0101;3.0;2011.0;23.0;8.0;2010.0;1.0;0101;22.0;22.0;9.0;9.0;320.0;320.0;1.0;1.0;3153.0;2342.0
20.0;2011;7.0;2010.0;12.0;7.0;2010.0;20.0;2001;28.0;25.0;2.0;2.0;320.0;320.0;4.0;4.0;3314.0;2342.0
1.0;0101;3.0;2010.0;15.0;1.0;2010.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;3412.0;2342.0
17.0;1709;10.0;2010.0;12.0;7.0;2010.0;17.0;1712;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;4311.0;2342.0
13.0;1301;11.0;2010.0;24.0;8.0;2010.0;13.0;1301;40.0;34.0;2.0;2.0;320.0;320.0;3.0;4.0;9712.0;2342.0
19.0;1901;4.0;2011.0;10.0;8.0;2010.0;19.0;1901;33.0;31.0;2.0;2.0;320.0;320.0;9.0;4.0;9712.0;2342.0
1.0;0101;11.0;2010.0;29.0;9.0;2010.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9998.0;2342.0
9.0;0901;3.0;2011.0;24.0;6.0;2010.0;9.0;0901;43.0;41.0;9.0;2.0;320.0;320.0;9.0;5.0;9999.0;2351.0
1.0;0101;7.0;2010.0;3.0;6.0;2010.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;2161.0;2359.0
9.0;0901;4.0;2010.0;25.0;3.0;2010.0;9.0;0901;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;2211.0;2359.0
1.0;0101;5.0;2010.0;27.0;4.0;2010.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;1.0;1.0;2611.0;2359.0
1.0;0101;8.0;2010.0;26.0;3.0;2010.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;1.0;3119.0;2359.0
1.0;0101;10.0;2010.0;27.0;7.0;2010.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;3142.0;2359.0
1.0;0101;11.0;2010.0;26.0;5.0;2010.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;4311.0;2359.0
9.0;0921;3.0;2011.0;22.0;12.0;2010.0;11.0;1101;30.0;24.0;2.0;2.0;320.0;320.0;4.0;4.0;4311.0;2359.0
16.0;1601;8.0;2010.0;18.0;6.0;2010.0;16.0;1601;999.0;999.0;9.0;9.0;721.0;320.0;9.0;9.0;5221.0;2359.0
1.0;0101;11.0;2010.0;8.0;9.0;2010.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;5221.0;2359.0
12.0;1223;1.0;2011.0;14.0;9.0;2010.0;12.0;1223;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;6111.0;2359.0
19.0;1901;5.0;2010.0;9.0;4.0;2010.0;19.0;1901;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;7231.0;2359.0
1.0;0101;4.0;2011.0;15.0;12.0;2010.0;1.0;0101;46.0;44.0;9.0;9.0;320.0;320.0;1.0;1.0;7231.0;2359.0
1.0;0101;7.0;2010.0;20.0;4.0;2010.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9712.0;2359.0
16.0;1601;8.0;2010.0;8.0;3.0;2010.0;16.0;1601;999.0;999.0;9.0;9.0;320.0;320.0;1.0;9.0;9712.0;2359.0
1.0;0101;10.0;2010.0;30.0;9.0;2010.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9712.0;2359.0
9.0;0920;3.0;2011.0;23.0;6.0;2010.0;9.0;0920;999.0;31.0;9.0;2.0;320.0;320.0;9.0;4.0;9712.0;2359.0
9.0;0901;3.0;2011.0;6.0;8.0;2010.0;9.0;0901;999.0;29.0;9.0;2.0;320.0;320.0;9.0;4.0;9712.0;2359.0
9.0;0920;9.0;2010.0;19.0;4.0;2010.0;9.0;0920;999.0;999.0;9.0;9.0;320.0;320.0;9.0;1.0;9998.0;2359.0
14.0;1415;1.0;2011.0;30.0;3.0;2010.0;14.0;1415;34.0;31.0;2.0;2.0;320.0;320.0;9.0;4.0;9999.0;2359.0
1.0;0108;7.0;2010.0;22.0;4.0;2010.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;1.0;1.0;2511.0;2411.0
1.0;0102;2.0;2011.0;10.0;12.0;2010.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;2421.0;2421.0
1.0;0101;4.0;2010.0;8.0;2.0;2010.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;2132.0;2422.0
1.0;0101;1.0;2011.0;20.0;5.0;2010.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;2144.0;2422.0
1.0;0101;3.0;2010.0;5.0;1.0;2010.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9998.0;2422.0
1.0;0102;11.0;2010.0;24.0;9.0;2010.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9998.0;2422.0
1.0;0101;9.0;2010.0;2.0;9.0;2010.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;1026.0;9.0;9.0;9712.0;2431.0
1.0;0101;8.0;2010.0;12.0;1.0;2010.0;1.0;0101;999.0;45.0;9.0;9.0;320.0;320.0;9.0;1.0;9712.0;2431.0
1.0;0101;9.0;2010.0;20.0;4.0;2010.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;2211.0;2433.0
1.0;0101;9.0;2010.0;28.0;4.0;2010.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;3114.0;2433.0
1.0;0101;4.0;2010.0;4.0;2.0;2010.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;1.0;1.0;3153.0;2511.0
9.0;0901;5.0;2010.0;17.0;3.0;2010.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;5221.0;2514.0
1.0;0101;12.0;2010.0;10.0;11.0;2010.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;2149.0;2529.0
9.0;0920;4.0;2011.0;30.0;3.0;2010.0;9.0;0920;33.0;32.0;9.0;9.0;320.0;320.0;1.0;1.0;2611.0;2611.0
1.0;0101;1.0;2011.0;6.0;12.0;2010.0;1.0;0101;34.0;27.0;2.0;9.0;320.0;320.0;5.0;1.0;2611.0;2611.0
1.0;0115;5.0;2010.0;8.0;1.0;2010.0;1.0;0115;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;6111.0;2611.0
