DEPREG;MUPREG;MESREG;AÑOREG;DIAOCU;MESOCU;AÑOOCU;DEPOCU;MUPOCU;EDADHOM;EDADMUJ;PPERHOM;PPERMUJ;NACHOM;NACMUJ;ESCHOM;ESCMUJ;CIUOHOM;CIUOMUJ
2.0;0201;11.0;2021.0;19.0;10.0;2021.0;2.0;0203;32.0;35.0;4.0;4.0;320.0;320.0;5.0;5.0;03;03
1.0;0101;6.0;2021.0;24.0;5.0;2021.0;1.0;0106;59.0;50.0;4.0;4.0;320.0;320.0;9.0;4.0;03;42
1.0;0101;9.0;2021.0;14.0;9.0;2021.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;1.0;03;97
5.0;0504;12.0;2021.0;23.0;4.0;2021.0;16.0;1601;999.0;50.0;9.0;4.0;320.0;320.0;9.0;4.0;03;41
18.0;1804;12.0;2021.0;10.0;8.0;2021.0;18.0;1801;26.0;22.0;4.0;4.0;320.0;320.0;9.0;4.0;03;97
1.0;0101;2.0;2021.0;14.0;1.0;2021.0;1.0;0101;63.0;53.0;9.0;4.0;320.0;320.0;9.0;4.0;11;97
1.0;0101;11.0;2021.0;21.0;6.0;2021.0;3.0;0301;63.0;48.0;9.0;4.0;484.0;320.0;9.0;5.0;11;24
1.0;0106;11.0;2021.0;19.0;10.0;2021.0;1.0;0111;42.0;28.0;4.0;4.0;320.0;320.0;5.0;3.0;11;97
1.0;0101;7.0;2021.0;31.0;5.0;2021.0;6.0;0608;37.0;37.0;4.0;9.0;320.0;320.0;5.0;9.0;11;97
13.0;1324;10.0;2021.0;13.0;8.0;2021.0;13.0;1307;36.0;37.0;1.0;1.0;320.0;320.0;6.0;5.0;11;24
1.0;0101;11.0;2021.0;31.0;5.0;2021.0;1.0;0101;61.0;64.0;4.0;4.0;320.0;320.0;5.0;4.0;12;99
9.0;0901;7.0;2021.0;9.0;7.0;2021.0;9.0;0901;41.0;40.0;4.0;4.0;320.0;320.0;5.0;5.0;12;52
5.0;0512;10.0;2021.0;18.0;8.0;2021.0;5.0;0512;47.0;33.0;4.0;4.0;320.0;320.0;5.0;4.0;12;41
1.0;0101;11.0;2021.0;13.0;7.0;2021.0;1.0;0101;33.0;36.0;4.0;4.0;320.0;320.0;5.0;4.0;12;51
1.0;0101;1.0;2022.0;19.0;11.0;2021.0;1.0;0101;51.0;49.0;4.0;4.0;320.0;320.0;5.0;4.0;12;97
1.0;0101;10.0;2021.0;23.0;8.0;2021.0;1.0;0101;46.0;46.0;4.0;4.0;320.0;320.0;5.0;4.0;12;41
20.0;2007;9.0;2021.0;28.0;1.0;2021.0;20.0;2007;32.0;32.0;4.0;4.0;320.0;320.0;5.0;4.0;12;43
1.0;0101;1.0;2022.0;26.0;11.0;2021.0;1.0;0101;43.0;37.0;4.0;4.0;320.0;320.0;5.0;5.0;12;14
9.0;0901;3.0;2022.0;3.0;12.0;2021.0;9.0;0903;50.0;31.0;1.0;4.0;320.0;320.0;5.0;2.0;12;97
1.0;0101;3.0;2021.0;22.0;2.0;2021.0;14.0;1421;44.0;26.0;4.0;4.0;320.0;320.0;5.0;4.0;12;43
9.0;0901;9.0;2021.0;31.0;8.0;2021.0;1.0;0101;40.0;36.0;4.0;4.0;320.0;320.0;5.0;4.0;12;97
1.0;0111;12.0;2021.0;4.0;10.0;2021.0;1.0;0110;50.0;51.0;4.0;4.0;320.0;320.0;5.0;5.0;12;11
1.0;0101;5.0;2021.0;5.0;4.0;2021.0;1.0;0108;49.0;43.0;9.0;4.0;320.0;320.0;5.0;5.0;12;12
18.0;1801;5.0;2021.0;1.0;2.0;2021.0;18.0;1801;47.0;31.0;4.0;4.0;320.0;320.0;5.0;5.0;12;26
1.0;0101;12.0;2021.0;8.0;11.0;2021.0;1.0;0101;37.0;33.0;4.0;4.0;320.0;320.0;5.0;9.0;12;24
1.0;0101;7.0;2021.0;18.0;3.0;2021.0;1.0;0101;31.0;28.0;4.0;4.0;320.0;320.0;5.0;4.0;12;23
1.0;0101;7.0;2021.0;5.0;4.0;2021.0;1.0;0102;38.0;40.0;4.0;4.0;320.0;320.0;5.0;4.0;12;99
13.0;1312;6.0;2021.0;11.0;2.0;2021.0;13.0;1312;32.0;28.0;4.0;4.0;320.0;320.0;5.0;4.0;12;23
9.0;0901;6.0;2021.0;24.0;5.0;2021.0;10.0;1010;25.0;23.0;4.0;9.0;320.0;320.0;5.0;4.0;12;43
1.0;0101;4.0;2021.0;12.0;3.0;2021.0;1.0;0101;30.0;28.0;4.0;4.0;320.0;320.0;6.0;4.0;12;41
1.0;0101;4.0;2021.0;16.0;2.0;2021.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;12;12
1.0;0101;12.0;2021.0;1.0;12.0;2021.0;3.0;0301;43.0;42.0;4.0;5.0;320.0;222.0;9.0;9.0;12;12
1.0;0101;4.0;2021.0;12.0;3.0;2021.0;1.0;0101;46.0;999.0;4.0;9.0;320.0;320.0;5.0;1.0;12;97
1.0;0106;6.0;2021.0;19.0;4.0;2021.0;1.0;0101;44.0;41.0;4.0;4.0;320.0;320.0;5.0;5.0;12;22
9.0;0901;5.0;2021.0;16.0;4.0;2021.0;12.0;1201;40.0;40.0;4.0;4.0;320.0;320.0;5.0;5.0;13;99
1.0;0114;3.0;2021.0;18.0;2.0;2021.0;1.0;0114;33.0;34.0;4.0;4.0;320.0;320.0;5.0;4.0;13;99
2.0;0201;1.0;2022.0;21.0;12.0;2021.0;16.0;1601;48.0;35.0;4.0;4.0;320.0;320.0;5.0;5.0;13;26
1.0;0101;5.0;2021.0;19.0;3.0;2021.0;1.0;0101;47.0;999.0;9.0;9.0;320.0;320.0;5.0;9.0;13;97
1.0;0101;7.0;2021.0;16.0;6.0;2021.0;1.0;0101;999.0;74.0;9.0;4.0;320.0;320.0;9.0;4.0;14;97
1.0;0101;5.0;2021.0;26.0;2.0;2021.0;1.0;0101;67.0;65.0;5.0;4.0;320.0;320.0;5.0;5.0;21;12
1.0;0101;4.0;2021.0;5.0;4.0;2021.0;1.0;0101;43.0;37.0;4.0;4.0;320.0;320.0;5.0;5.0;21;21
1.0;0101;3.0;2021.0;3.0;3.0;2021.0;1.0;0101;29.0;29.0;4.0;9.0;320.0;320.0;5.0;4.0;21;97
1.0;0101;10.0;2021.0;22.0;9.0;2021.0;1.0;0101;49.0;40.0;5.0;4.0;840.0;320.0;5.0;4.0;21;97
2.0;0201;7.0;2021.0;21.0;6.0;2021.0;16.0;1610;45.0;27.0;4.0;4.0;320.0;320.0;5.0;4.0;21;97
21.0;2101;6.0;2021.0;9.0;3.0;2021.0;21.0;2101;32.0;29.0;4.0;4.0;320.0;320.0;5.0;4.0;21;97
1.0;0101;11.0;2021.0;14.0;7.0;2021.0;1.0;0101;999.0;53.0;9.0;4.0;170.0;320.0;9.0;6.0;21;21
1.0;0101;11.0;2021.0;25.0;8.0;2021.0;1.0;0103;45.0;46.0;4.0;4.0;320.0;320.0;9.0;5.0;21;21
12.0;1202;10.0;2021.0;21.0;4.0;2021.0;12.0;1202;47.0;40.0;4.0;4.0;320.0;320.0;5.0;4.0;21;97
3.0;0301;9.0;2021.0;2.0;9.0;2021.0;7.0;0701;58.0;44.0;1.0;4.0;320.0;320.0;5.0;5.0;21;97
1.0;0101;5.0;2021.0;6.0;4.0;2021.0;1.0;0101;999.0;56.0;9.0;9.0;320.0;276.0;5.0;1.0;21;97
1.0;0101;4.0;2021.0;5.0;4.0;2021.0;16.0;1601;45.0;40.0;4.0;4.0;320.0;320.0;5.0;4.0;21;35
1.0;0101;12.0;2021.0;15.0;11.0;2021.0;17.0;1712;63.0;55.0;9.0;4.0;718.0;320.0;5.0;4.0;21;97
1.0;0101;6.0;2021.0;3.0;5.0;2021.0;5.0;0502;35.0;33.0;4.0;4.0;320.0;320.0;5.0;4.0;21;97
4.0;0401;1.0;2022.0;13.0;12.0;2021.0;4.0;0401;39.0;31.0;4.0;4.0;320.0;320.0;5.0;4.0;21;97
6.0;0614;2.0;2021.0;19.0;1.0;2021.0;1.0;0101;48.0;42.0;4.0;4.0;320.0;320.0;5.0;4.0;21;99
14.0;1401;1.0;2022.0;28.0;10.0;2021.0;9.0;0902;56.0;52.0;4.0;4.0;320.0;320.0;5.0;4.0;21;99
1.0;0101;3.0;2022.0;19.0;11.0;2021.0;1.0;0115;42.0;30.0;4.0;4.0;320.0;320.0;5.0;5.0;21;21
9.0;0901;11.0;2021.0;20.0;9.0;2021.0;9.0;0923;28.0;41.0;4.0;4.0;320.0;320.0;5.0;5.0;21;21
1.0;0101;5.0;2021.0;9.0;3.0;2021.0;1.0;0101;35.0;36.0;4.0;4.0;320.0;320.0;5.0;5.0;21;22
1.0;0101;9.0;2021.0;21.0;6.0;2021.0;1.0;0115;45.0;44.0;4.0;4.0;320.0;320.0;5.0;5.0;21;22
13.0;1301;11.0;2021.0;2.0;7.0;2021.0;13.0;1301;48.0;35.0;4.0;4.0;320.0;320.0;5.0;5.0;21;23
5.0;0504;7.0;2021.0;18.0;6.0;2021.0;5.0;0502;46.0;38.0;4.0;4.0;320.0;320.0;5.0;5.0;21;24
21.0;2101;4.0;2021.0;24.0;2.0;2021.0;21.0;2101;34.0;42.0;4.0;4.0;320.0;320.0;5.0;5.0;21;26
1.0;0101;8.0;2021.0;27.0;7.0;2021.0;1.0;0101;31.0;30.0;4.0;4.0;320.0;320.0;5.0;5.0;21;26
1.0;0101;7.0;2021.0;7.0;6.0;2021.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;5.0;9.0;21;23
1.0;0111;7.0;2021.0;21.0;6.0;2021.0;18.0;1805;40.0;38.0;9.0;9.0;320.0;222.0;5.0;9.0;21;97
7.0;0701;2.0;2022.0;27.0;9.0;2021.0;7.0;0701;30.0;30.0;4.0;4.0;320.0;320.0;5.0;4.0;21;31
4.0;0410;6.0;2021.0;13.0;5.0;2021.0;1.0;0101;37.0;30.0;4.0;4.0;320.0;320.0;5.0;4.0;21;33
2.0;0201;2.0;2021.0;27.0;1.0;2021.0;1.0;0101;38.0;30.0;4.0;4.0;320.0;320.0;5.0;4.0;21;41
5.0;0504;9.0;2021.0;21.0;5.0;2021.0;5.0;0504;37.0;27.0;4.0;4.0;320.0;320.0;5.0;4.0;21;97
1.0;0101;8.0;2021.0;1.0;7.0;2021.0;1.0;0101;31.0;30.0;4.0;4.0;320.0;320.0;5.0;5.0;21;26
1.0;0101;6.0;2021.0;15.0;4.0;2021.0;1.0;0101;38.0;999.0;9.0;9.0;188.0;320.0;5.0;9.0;21;21
5.0;0506;10.0;2021.0;1.0;9.0;2021.0;5.0;0506;30.0;28.0;4.0;4.0;320.0;320.0;9.0;4.0;21;97
1.0;0101;3.0;2021.0;26.0;1.0;2021.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;21;21
1.0;0101;6.0;2021.0;23.0;4.0;2021.0;1.0;0102;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;21;34
1.0;0101;4.0;2021.0;19.0;3.0;2021.0;18.0;1801;59.0;54.0;9.0;9.0;320.0;320.0;9.0;4.0;21;43
3.0;0308;5.0;2021.0;19.0;4.0;2021.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;21;26
11.0;1101;11.0;2021.0;28.0;9.0;2021.0;11.0;1101;30.0;24.0;4.0;4.0;320.0;320.0;9.0;4.0;21;34
1.0;0101;6.0;2021.0;18.0;5.0;2021.0;1.0;0101;49.0;35.0;4.0;4.0;320.0;320.0;5.0;4.0;21;99
17.0;1712;1.0;2022.0;19.0;10.0;2021.0;17.0;1712;60.0;41.0;4.0;4.0;320.0;320.0;5.0;5.0;21;26
1.0;0101;6.0;2021.0;3.0;5.0;2021.0;1.0;0101;49.0;999.0;4.0;9.0;320.0;320.0;5.0;9.0;21;41
1.0;0114;1.0;2022.0;30.0;12.0;2021.0;5.0;0511;31.0;23.0;4.0;9.0;320.0;320.0;5.0;1.0;21;97
1.0;0101;1.0;2022.0;24.0;11.0;2021.0;1.0;0101;43.0;39.0;4.0;4.0;320.0;320.0;5.0;5.0;21;26
1.0;0101;9.0;2021.0;10.0;8.0;2021.0;1.0;0108;999.0;999.0;9.0;9.0;320.0;320.0;5.0;1.0;21;97
1.0;0101;9.0;2021.0;18.0;8.0;2021.0;1.0;0101;37.0;30.0;4.0;9.0;320.0;484.0;5.0;1.0;21;97
11.0;1101;9.0;2021.0;8.0;4.0;2021.0;11.0;1101;28.0;29.0;4.0;9.0;320.0;320.0;5.0;4.0;21;23
1.0;0101;7.0;2021.0;18.0;3.0;2021.0;1.0;0101;31.0;31.0;4.0;4.0;320.0;320.0;5.0;4.0;21;23
1.0;0101;8.0;2021.0;27.0;7.0;2021.0;1.0;0101;35.0;29.0;4.0;4.0;320.0;320.0;5.0;4.0;21;34
4.0;0401;6.0;2021.0;8.0;6.0;2021.0;1.0;0101;26.0;22.0;4.0;4.0;320.0;320.0;5.0;4.0;21;97
1.0;0101;6.0;2021.0;11.0;5.0;2021.0;1.0;0101;38.0;29.0;4.0;4.0;320.0;320.0;5.0;4.0;21;99
1.0;0115;7.0;2021.0;17.0;6.0;2021.0;1.0;0108;35.0;31.0;4.0;4.0;320.0;320.0;5.0;4.0;21;99
1.0;0113;9.0;2021.0;30.0;8.0;2021.0;1.0;0101;28.0;30.0;4.0;4.0;320.0;320.0;5.0;5.0;21;21
1.0;0101;12.0;2021.0;16.0;11.0;2021.0;12.0;1202;35.0;36.0;4.0;4.0;320.0;320.0;5.0;5.0;21;21
1.0;0101;7.0;2021.0;30.0;6.0;2021.0;1.0;0101;38.0;26.0;4.0;4.0;320.0;320.0;5.0;5.0;21;21
1.0;0101;5.0;2021.0;15.0;3.0;2021.0;1.0;0101;33.0;32.0;4.0;4.0;320.0;320.0;5.0;5.0;21;22
1.0;0101;6.0;2021.0;18.0;5.0;2021.0;1.0;0101;38.0;35.0;4.0;4.0;320.0;320.0;5.0;5.0;21;24
1.0;0101;5.0;2021.0;26.0;1.0;2021.0;1.0;0101;47.0;40.0;4.0;4.0;320.0;320.0;5.0;5.0;21;43
1.0;0101;6.0;2021.0;5.0;5.0;2021.0;1.0;0101;48.0;50.0;4.0;4.0;320.0;320.0;5.0;5.0;21;97
1.0;0101;10.0;2021.0;19.0;10.0;2021.0;1.0;0101;52.0;52.0;4.0;4.0;320.0;320.0;5.0;5.0;21;97
9.0;0901;12.0;2021.0;14.0;7.0;2021.0;9.0;0901;39.0;35.0;4.0;4.0;320.0;320.0;5.0;5.0;21;97
1.0;0101;12.0;2021.0;11.0;11.0;2021.0;1.0;0101;37.0;36.0;4.0;4.0;320.0;320.0;5.0;5.0;21;99
1.0;0101;9.0;2021.0;23.0;8.0;2021.0;1.0;0101;33.0;34.0;4.0;4.0;320.0;320.0;6.0;4.0;21;97
21.0;2101;11.0;2021.0;14.0;7.0;2021.0;1.0;0101;54.0;45.0;9.0;9.0;320.0;320.0;9.0;1.0;21;99
1.0;0101;5.0;2021.0;21.0;4.0;2021.0;1.0;0101;44.0;46.0;9.0;9.0;320.0;840.0;5.0;1.0;21;99
17.0;1702;11.0;2021.0;21.0;9.0;2021.0;17.0;1703;47.0;22.0;4.0;4.0;320.0;320.0;5.0;3.0;21;97
10.0;1008;7.0;2021.0;12.0;7.0;2021.0;10.0;1008;35.0;33.0;4.0;4.0;320.0;320.0;5.0;4.0;21;23
1.0;0101;8.0;2021.0;18.0;6.0;2021.0;1.0;0101;33.0;32.0;4.0;4.0;320.0;320.0;5.0;4.0;21;41
1.0;0101;1.0;2022.0;1.0;9.0;2021.0;1.0;0116;24.0;30.0;4.0;4.0;320.0;320.0;5.0;4.0;21;43
1.0;0101;4.0;2021.0;1.0;3.0;2021.0;1.0;0108;54.0;53.0;4.0;4.0;320.0;320.0;5.0;4.0;21;52
1.0;0101;1.0;2022.0;19.0;11.0;2021.0;1.0;0101;53.0;46.0;4.0;5.0;320.0;840.0;5.0;4.0;21;97
1.0;0101;5.0;2021.0;26.0;4.0;2021.0;6.0;0609;35.0;31.0;4.0;4.0;320.0;320.0;5.0;4.0;21;97
14.0;1413;2.0;2022.0;29.0;12.0;2021.0;4.0;0416;36.0;33.0;4.0;4.0;320.0;320.0;5.0;4.0;21;97
1.0;0101;4.0;2022.0;25.0;5.0;2021.0;1.0;0101;33.0;34.0;4.0;9.0;320.0;320.0;5.0;4.0;21;97
9.0;0901;8.0;2021.0;16.0;7.0;2021.0;12.0;1202;29.0;31.0;4.0;9.0;320.0;320.0;5.0;5.0;21;22
1.0;0101;4.0;2021.0;11.0;3.0;2021.0;1.0;0101;41.0;40.0;9.0;4.0;320.0;320.0;5.0;5.0;21;26
1.0;0101;3.0;2022.0;8.0;12.0;2021.0;1.0;0101;43.0;45.0;4.0;4.0;320.0;320.0;5.0;5.0;21;97
1.0;0101;9.0;2021.0;29.0;7.0;2021.0;1.0;0101;39.0;33.0;4.0;4.0;320.0;320.0;5.0;5.0;21;97
1.0;0101;9.0;2021.0;11.0;8.0;2021.0;1.0;0101;999.0;999.0;9.0;9.0;76.0;320.0;5.0;9.0;21;21
4.0;0403;10.0;2021.0;7.0;7.0;2021.0;1.0;0101;33.0;28.0;4.0;4.0;320.0;320.0;9.0;9.0;21;21
9.0;0901;11.0;2021.0;17.0;9.0;2021.0;8.0;0801;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;21;23
10.0;1001;10.0;2021.0;6.0;7.0;2021.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;21;97
5.0;0506;2.0;2022.0;6.0;12.0;2021.0;10.0;1020;35.0;39.0;4.0;4.0;320.0;320.0;5.0;2.0;21;97
9.0;0901;3.0;2021.0;11.0;3.0;2021.0;12.0;1223;39.0;55.0;9.0;4.0;192.0;320.0;5.0;2.0;21;97
1.0;0101;6.0;2021.0;3.0;5.0;2021.0;3.0;0301;46.0;37.0;4.0;4.0;320.0;320.0;5.0;4.0;21;34
9.0;0916;8.0;2021.0;10.0;8.0;2021.0;9.0;0916;44.0;42.0;4.0;4.0;320.0;320.0;5.0;5.0;21;99
1.0;0101;6.0;2021.0;23.0;4.0;2021.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;5.0;9.0;21;21
1.0;0101;2.0;2021.0;4.0;1.0;2021.0;1.0;0101;40.0;37.0;4.0;4.0;320.0;320.0;5.0;5.0;21;21
9.0;0901;2.0;2022.0;8.0;11.0;2021.0;1.0;0101;67.0;67.0;4.0;4.0;320.0;320.0;5.0;5.0;21;23
1.0;0101;7.0;2021.0;1.0;6.0;2021.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;5.0;9.0;21;24
3.0;0308;12.0;2021.0;21.0;9.0;2021.0;1.0;0103;36.0;36.0;4.0;4.0;320.0;320.0;5.0;4.0;21;43
4.0;0406;8.0;2021.0;28.0;5.0;2021.0;4.0;0406;42.0;34.0;4.0;1.0;320.0;320.0;5.0;4.0;21;97
1.0;0101;12.0;2021.0;27.0;10.0;2021.0;1.0;0101;32.0;26.0;4.0;4.0;320.0;320.0;9.0;4.0;21;44
1.0;0101;4.0;2022.0;8.0;10.0;2021.0;1.0;0101;43.0;41.0;4.0;4.0;320.0;320.0;9.0;9.0;21;12
1.0;0102;4.0;2021.0;18.0;3.0;2021.0;1.0;0101;62.0;58.0;4.0;4.0;320.0;320.0;5.0;4.0;21;33
1.0;0101;11.0;2021.0;25.0;8.0;2021.0;1.0;0101;44.0;42.0;4.0;4.0;320.0;320.0;5.0;4.0;21;34
1.0;0101;6.0;2021.0;6.0;4.0;2021.0;1.0;0101;69.0;37.0;4.0;4.0;320.0;320.0;5.0;5.0;21;22
1.0;0101;5.0;2021.0;13.0;5.0;2021.0;3.0;0314;48.0;40.0;9.0;4.0;320.0;320.0;5.0;5.0;21;23
1.0;0106;2.0;2021.0;20.0;1.0;2021.0;1.0;0101;37.0;32.0;4.0;4.0;320.0;320.0;5.0;5.0;21;26
1.0;0101;7.0;2021.0;28.0;5.0;2021.0;1.0;0103;54.0;34.0;4.0;4.0;320.0;320.0;5.0;5.0;21;97
1.0;0101;3.0;2021.0;12.0;3.0;2021.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;5.0;9.0;21;23
1.0;0101;1.0;2022.0;23.0;11.0;2021.0;1.0;0101;999.0;999.0;9.0;9.0;9999.0;9999.0;9.0;9.0;21;26
12.0;1222;5.0;2021.0;24.0;3.0;2021.0;12.0;1222;34.0;21.0;4.0;4.0;320.0;320.0;5.0;4.0;21;31
1.0;0101;8.0;2021.0;22.0;7.0;2021.0;3.0;0301;46.0;44.0;4.0;4.0;320.0;320.0;5.0;4.0;21;33
22.0;2201;4.0;2021.0;19.0;3.0;2021.0;1.0;0111;35.0;22.0;4.0;9.0;320.0;320.0;5.0;4.0;21;41
21.0;2101;6.0;2021.0;29.0;4.0;2021.0;21.0;2101;59.0;33.0;4.0;4.0;320.0;320.0;5.0;4.0;21;41
1.0;0101;4.0;2021.0;2.0;2.0;2021.0;1.0;0101;38.0;49.0;4.0;4.0;320.0;320.0;5.0;4.0;21;52
1.0;0101;3.0;2021.0;8.0;3.0;2021.0;1.0;0101;44.0;27.0;4.0;4.0;320.0;320.0;5.0;4.0;21;97
17.0;1701;5.0;2021.0;8.0;4.0;2021.0;17.0;1703;32.0;24.0;4.0;4.0;320.0;320.0;5.0;4.0;21;97
1.0;0111;10.0;2021.0;7.0;9.0;2021.0;1.0;0111;39.0;26.0;4.0;4.0;320.0;320.0;5.0;4.0;21;97
1.0;0101;5.0;2021.0;7.0;4.0;2021.0;1.0;0101;35.0;35.0;4.0;4.0;320.0;320.0;5.0;5.0;21;12
1.0;0101;3.0;2022.0;21.0;7.0;2021.0;1.0;0101;38.0;30.0;4.0;4.0;320.0;320.0;5.0;5.0;21;21
1.0;0101;3.0;2022.0;29.0;10.0;2021.0;1.0;0101;34.0;33.0;4.0;4.0;320.0;320.0;5.0;5.0;21;21
3.0;0309;6.0;2021.0;20.0;4.0;2021.0;1.0;0101;32.0;32.0;4.0;4.0;320.0;320.0;5.0;5.0;21;22
1.0;0115;3.0;2021.0;3.0;2.0;2021.0;9.0;0910;39.0;35.0;4.0;4.0;320.0;320.0;5.0;5.0;21;26
1.0;0101;3.0;2021.0;3.0;2.0;2021.0;1.0;0101;35.0;34.0;4.0;4.0;320.0;320.0;5.0;5.0;21;26
16.0;1601;9.0;2021.0;23.0;4.0;2021.0;16.0;1609;37.0;29.0;4.0;4.0;320.0;320.0;5.0;5.0;21;26
1.0;0101;10.0;2021.0;29.0;6.0;2021.0;1.0;0101;40.0;35.0;4.0;4.0;320.0;320.0;5.0;5.0;21;34
1.0;0101;2.0;2021.0;3.0;2.0;2021.0;1.0;0115;32.0;26.0;4.0;4.0;320.0;320.0;5.0;5.0;21;97
3.0;0301;5.0;2021.0;5.0;5.0;2021.0;1.0;0108;46.0;52.0;4.0;4.0;320.0;320.0;5.0;5.0;21;99
1.0;0101;12.0;2021.0;17.0;11.0;2021.0;1.0;0101;36.0;38.0;4.0;4.0;320.0;320.0;5.0;9.0;21;21
1.0;0101;2.0;2022.0;8.0;9.0;2021.0;1.0;0101;41.0;38.0;5.0;4.0;340.0;320.0;5.0;9.0;21;24
1.0;0101;3.0;2021.0;2.0;3.0;2021.0;1.0;0108;999.0;999.0;9.0;9.0;320.0;320.0;9.0;1.0;21;97
7.0;0717;10.0;2021.0;13.0;7.0;2021.0;7.0;0717;30.0;31.0;4.0;1.0;320.0;320.0;9.0;4.0;21;41
1.0;0101;1.0;2022.0;26.0;2.0;2021.0;1.0;0101;31.0;29.0;4.0;4.0;320.0;320.0;9.0;5.0;21;21
1.0;0101;6.0;2021.0;7.0;4.0;2021.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;21;41
1.0;0101;8.0;2021.0;30.0;7.0;2021.0;1.0;0108;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;21;97
1.0;0101;8.0;2021.0;19.0;7.0;2021.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;21;99
3.0;0301;2.0;2022.0;2.0;12.0;2021.0;3.0;0301;999.0;999.0;5.0;5.0;320.0;320.0;9.0;9.0;21;99
1.0;0101;5.0;2021.0;9.0;4.0;2021.0;1.0;0101;41.0;33.0;4.0;4.0;320.0;320.0;5.0;4.0;21;34
10.0;1006;1.0;2022.0;21.0;12.0;2021.0;14.0;1412;37.0;38.0;4.0;4.0;320.0;320.0;5.0;4.0;21;41
1.0;0101;10.0;2021.0;13.0;10.0;2021.0;1.0;0101;44.0;44.0;4.0;4.0;320.0;320.0;5.0;5.0;21;26
11.0;1101;4.0;2021.0;1.0;3.0;2021.0;11.0;1101;32.0;30.0;4.0;4.0;320.0;320.0;5.0;4.0;21;97
1.0;0101;7.0;2021.0;26.0;2.0;2021.0;1.0;0101;35.0;34.0;4.0;4.0;320.0;320.0;5.0;4.0;21;99
