depreg;mupreg;mesreg;añoreg;diaocu;mesocu;añoocu;depocu;mupocu;edadhom;edadmuj;grethom;gretmuj;nachom;nacmuj;escohom;escomuj;ocupahom;ocupamuj
1.0;0101;3.0;2012.0;17.0;11.0;2011.0;1.0;0101;999.0;27.0;9.0;2.0;320.0;320.0;9.0;9.0;9999.0;9711.0
19.0;1901;9.0;2011.0;29.0;7.0;2011.0;19.0;1901;999.0;21.0;9.0;9.0;320.0;320.0;9.0;9.0;9999.0;9711.0
1.0;0101;11.0;2011.0;17.0;8.0;2011.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;7221.0;9711.0
1.0;0101;1.0;2012.0;18.0;11.0;2011.0;1.0;0101;999.0;34.0;9.0;2.0;320.0;320.0;9.0;9.0;7221.0;9711.0
11.0;1102;9.0;2011.0;23.0;6.0;2011.0;11.0;1102;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9211.0;9711.0
1.0;0115;3.0;2012.0;24.0;11.0;2011.0;1.0;0115;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9211.0;9711.0
1.0;0101;1.0;2012.0;25.0;11.0;2011.0;1.0;0101;999.0;999.0;2.0;2.0;320.0;320.0;1.0;1.0;9211.0;9711.0
10.0;1015;11.0;2011.0;4.0;10.0;2011.0;10.0;1015;999.0;21.0;9.0;2.0;320.0;320.0;9.0;2.0;9211.0;9711.0
16.0;1610;11.0;2011.0;22.0;8.0;2011.0;16.0;1601;38.0;19.0;1.0;1.0;320.0;320.0;1.0;2.0;9211.0;9711.0
9.0;0914;11.0;2011.0;10.0;10.0;2011.0;9.0;0901;45.0;44.0;1.0;1.0;320.0;320.0;2.0;2.0;9211.0;9711.0
7.0;0713;10.0;2011.0;15.0;7.0;2011.0;7.0;0719;33.0;30.0;1.0;1.0;320.0;320.0;2.0;2.0;9211.0;9711.0
6.0;0611;3.0;2012.0;7.0;11.0;2011.0;6.0;0601;41.0;36.0;2.0;2.0;320.0;320.0;2.0;2.0;9211.0;9711.0
22.0;2216;9.0;2011.0;23.0;8.0;2011.0;22.0;2201;26.0;18.0;1.0;2.0;320.0;320.0;2.0;2.0;9211.0;9711.0
6.0;0601;11.0;2011.0;7.0;9.0;2011.0;6.0;0601;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9211.0;9711.0
19.0;1901;4.0;2011.0;19.0;1.0;2011.0;19.0;1901;999.0;59.0;9.0;2.0;320.0;320.0;9.0;1.0;9211.0;9711.0
20.0;2010;9.0;2011.0;14.0;2.0;2011.0;18.0;1801;999.0;24.0;9.0;2.0;320.0;320.0;9.0;1.0;9211.0;9711.0
22.0;2211;9.0;2011.0;17.0;8.0;2011.0;22.0;2201;49.0;38.0;2.0;2.0;320.0;320.0;1.0;2.0;9211.0;9711.0
1.0;0101;9.0;2011.0;30.0;5.0;2011.0;1.0;0101;31.0;24.0;2.0;2.0;320.0;320.0;5.0;4.0;2422.0;9711.0
2.0;0207;8.0;2011.0;20.0;6.0;2011.0;2.0;0201;999.0;999.0;9.0;9.0;320.0;320.0;1.0;9.0;2359.0;9711.0
16.0;1601;1.0;2012.0;18.0;7.0;2011.0;16.0;1601;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;2341.0;9711.0
8.0;0805;5.0;2011.0;4.0;2.0;2011.0;8.0;0805;29.0;999.0;1.0;9.0;320.0;320.0;4.0;9.0;2341.0;9711.0
3.0;0301;7.0;2011.0;15.0;6.0;2011.0;3.0;0301;27.0;27.0;2.0;2.0;320.0;320.0;4.0;2.0;2341.0;9711.0
16.0;1604;8.0;2011.0;14.0;5.0;2011.0;16.0;1601;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;2341.0;9711.0
5.0;0512;6.0;2011.0;18.0;4.0;2011.0;5.0;0512;999.0;999.0;9.0;9.0;320.0;320.0;1.0;9.0;2341.0;9711.0
17.0;1701;4.0;2011.0;25.0;2.0;2011.0;17.0;1701;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;2359.0;9711.0
22.0;2211;2.0;2011.0;3.0;2.0;2011.0;22.0;2201;42.0;999.0;2.0;9.0;320.0;320.0;4.0;9.0;2341.0;9711.0
1.0;0101;10.0;2011.0;1.0;6.0;2011.0;1.0;0114;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;3123.0;9711.0
1.0;0102;7.0;2011.0;20.0;5.0;2011.0;1.0;0101;38.0;38.0;2.0;2.0;320.0;320.0;3.0;2.0;3123.0;9711.0
5.0;0501;10.0;2011.0;8.0;9.0;2011.0;1.0;0101;59.0;999.0;2.0;9.0;320.0;320.0;2.0;9.0;9111.0;9711.0
1.0;0101;2.0;2012.0;28.0;11.0;2011.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;7231.0;9711.0
1.0;0101;7.0;2011.0;1.0;4.0;2011.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;7231.0;9711.0
1.0;0115;6.0;2011.0;12.0;5.0;2011.0;1.0;0115;33.0;45.0;9.0;9.0;320.0;320.0;9.0;9.0;7231.0;9711.0
5.0;0509;2.0;2012.0;26.0;10.0;2011.0;5.0;0501;999.0;999.0;9.0;9.0;320.0;320.0;9.0;1.0;7231.0;9711.0
13.0;1301;10.0;2011.0;19.0;7.0;2011.0;13.0;1301;999.0;41.0;9.0;9.0;320.0;320.0;9.0;1.0;7231.0;9711.0
14.0;1401;9.0;2011.0;12.0;8.0;2011.0;14.0;1401;19.0;16.0;2.0;1.0;320.0;320.0;3.0;1.0;7231.0;9711.0
1.0;0114;12.0;2011.0;6.0;10.0;2011.0;1.0;0114;63.0;54.0;2.0;2.0;320.0;320.0;2.0;2.0;7231.0;9711.0
1.0;0101;9.0;2011.0;8.0;6.0;2011.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;2211.0;9711.0
1.0;0101;3.0;2011.0;24.0;1.0;2011.0;1.0;0101;58.0;41.0;2.0;9.0;320.0;320.0;5.0;1.0;2211.0;9711.0
1.0;0101;11.0;2011.0;8.0;9.0;2011.0;1.0;0101;43.0;36.0;2.0;2.0;320.0;320.0;5.0;4.0;2211.0;9711.0
11.0;1101;2.0;2011.0;2.0;2.0;2011.0;11.0;1101;39.0;39.0;2.0;2.0;320.0;320.0;2.0;1.0;5221.0;9711.0
1.0;0101;11.0;2011.0;19.0;5.0;2011.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999.0;9711.0
20.0;2008;3.0;2011.0;17.0;2.0;2011.0;20.0;2001;999.0;43.0;9.0;2.0;320.0;320.0;2.0;1.0;9999.0;9711.0
10.0;1001;12.0;2011.0;27.0;7.0;2011.0;18.0;1801;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999.0;9711.0
1.0;0101;5.0;2011.0;24.0;2.0;2011.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999.0;9711.0
1.0;0101;10.0;2011.0;11.0;7.0;2011.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999.0;9711.0
13.0;1302;8.0;2011.0;4.0;7.0;2011.0;13.0;1301;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999.0;9711.0
10.0;1002;8.0;2011.0;28.0;6.0;2011.0;10.0;1001;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999.0;9711.0
1.0;0101;6.0;2011.0;16.0;5.0;2011.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;1.0;9.0;9999.0;9711.0
18.0;1801;11.0;2011.0;25.0;10.0;2011.0;18.0;1801;999.0;999.0;2.0;9.0;320.0;320.0;9.0;9.0;9999.0;9711.0
1.0;0101;4.0;2012.0;12.0;12.0;2011.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;1.0;9999.0;9711.0
14.0;1412;4.0;2011.0;8.0;4.0;2011.0;14.0;1412;999.0;23.0;9.0;1.0;320.0;320.0;9.0;1.0;9999.0;9711.0
13.0;1301;7.0;2011.0;14.0;6.0;2011.0;13.0;1301;999.0;18.0;9.0;2.0;320.0;320.0;1.0;1.0;9999.0;9711.0
1.0;0101;3.0;2012.0;28.0;12.0;2011.0;1.0;0101;999.0;59.0;9.0;2.0;320.0;320.0;9.0;2.0;9999.0;9711.0
5.0;0507;6.0;2011.0;30.0;3.0;2011.0;2.0;0201;999.0;49.0;9.0;9.0;320.0;320.0;9.0;2.0;9999.0;9711.0
6.0;0614;3.0;2012.0;7.0;10.0;2011.0;6.0;0601;999.0;46.0;9.0;2.0;320.0;320.0;9.0;2.0;9999.0;9711.0
13.0;1302;11.0;2011.0;15.0;6.0;2011.0;13.0;1301;999.0;45.0;9.0;2.0;320.0;320.0;9.0;2.0;9999.0;9711.0
6.0;0611;9.0;2011.0;28.0;6.0;2011.0;6.0;0601;999.0;44.0;9.0;2.0;320.0;320.0;9.0;2.0;9999.0;9711.0
12.0;1217;7.0;2011.0;13.0;6.0;2011.0;9.0;0920;999.0;33.0;9.0;2.0;320.0;320.0;9.0;2.0;9999.0;9711.0
12.0;1219;8.0;2011.0;30.0;6.0;2011.0;12.0;1201;999.0;31.0;9.0;2.0;320.0;320.0;9.0;2.0;9999.0;9711.0
13.0;1301;2.0;2012.0;8.0;11.0;2011.0;13.0;1301;999.0;25.0;9.0;2.0;320.0;320.0;9.0;2.0;9999.0;9711.0
11.0;1103;8.0;2011.0;8.0;8.0;2011.0;11.0;1101;48.0;42.0;2.0;2.0;320.0;320.0;4.0;2.0;9999.0;9711.0
1.0;0102;3.0;2012.0;14.0;6.0;2011.0;1.0;0101;33.0;35.0;2.0;2.0;320.0;320.0;9.0;2.0;9999.0;9711.0
6.0;0601;12.0;2011.0;7.0;9.0;2011.0;6.0;0601;999.0;55.0;9.0;2.0;320.0;320.0;9.0;3.0;9999.0;9711.0
1.0;0101;5.0;2011.0;25.0;3.0;2011.0;1.0;0101;999.0;40.0;9.0;2.0;320.0;320.0;9.0;9.0;9999.0;9711.0
21.0;2101;7.0;2011.0;12.0;7.0;2011.0;21.0;2101;999.0;36.0;9.0;9.0;320.0;320.0;9.0;9.0;9999.0;9711.0
13.0;1301;1.0;2012.0;20.0;12.0;2011.0;13.0;1301;999.0;36.0;9.0;9.0;320.0;320.0;1.0;9.0;9999.0;9711.0
10.0;1001;5.0;2011.0;29.0;3.0;2011.0;10.0;1001;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999.0;9711.0
1.0;0101;7.0;2011.0;28.0;6.0;2011.0;1.0;0101;48.0;999.0;2.0;9.0;320.0;320.0;1.0;9.0;9999.0;9711.0
9.0;0901;12.0;2011.0;22.0;6.0;2011.0;9.0;0901;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9998.0;9711.0
1.0;0101;6.0;2012.0;7.0;10.0;2011.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;4131.0;9711.0
11.0;1101;12.0;2011.0;8.0;6.0;2011.0;11.0;1101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;4131.0;9711.0
1.0;0101;7.0;2011.0;14.0;4.0;2011.0;1.0;0101;999.0;36.0;9.0;2.0;320.0;320.0;1.0;2.0;8189.0;9711.0
1.0;0115;11.0;2011.0;12.0;7.0;2011.0;1.0;0115;999.0;999.0;9.0;9.0;320.0;320.0;9.0;1.0;8189.0;9711.0
1.0;0101;4.0;2011.0;1.0;3.0;2011.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;7512.0;9711.0
6.0;0601;10.0;2011.0;10.0;8.0;2011.0;6.0;0601;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;7512.0;9711.0
1.0;0101;11.0;2011.0;13.0;10.0;2011.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;4311.0;9711.0
1.0;0109;3.0;2012.0;21.0;7.0;2011.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;4311.0;9711.0
22.0;2204;2.0;2011.0;9.0;2.0;2011.0;22.0;2204;49.0;37.0;2.0;2.0;320.0;320.0;4.0;1.0;4311.0;9711.0
6.0;0614;3.0;2012.0;8.0;12.0;2011.0;6.0;0601;39.0;26.0;9.0;2.0;320.0;320.0;9.0;2.0;4311.0;9711.0
6.0;0611;12.0;2011.0;10.0;10.0;2011.0;6.0;0601;999.0;30.0;9.0;9.0;320.0;320.0;9.0;4.0;4311.0;9711.0
1.0;0101;3.0;2012.0;18.0;3.0;2011.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;4311.0;9711.0
10.0;1001;2.0;2012.0;7.0;12.0;2011.0;10.0;1001;34.0;30.0;9.0;9.0;320.0;320.0;9.0;9.0;4311.0;9711.0
16.0;1601;3.0;2012.0;21.0;9.0;2011.0;16.0;1601;56.0;999.0;2.0;9.0;320.0;320.0;1.0;9.0;8322.0;9711.0
1.0;0101;1.0;2012.0;9.0;8.0;2011.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;8322.0;9711.0
1.0;0101;2.0;2012.0;9.0;12.0;2011.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;8322.0;9711.0
1.0;0101;4.0;2012.0;9.0;6.0;2011.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;8322.0;9711.0
16.0;1604;9.0;2011.0;19.0;5.0;2011.0;16.0;1601;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;8322.0;9711.0
1.0;0101;9.0;2011.0;16.0;2.0;2011.0;1.0;0108;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;8322.0;9711.0
1.0;0101;8.0;2011.0;14.0;7.0;2011.0;1.0;0101;49.0;999.0;9.0;9.0;320.0;320.0;1.0;9.0;8322.0;9711.0
1.0;0101;6.0;2011.0;4.0;4.0;2011.0;1.0;0101;65.0;65.0;2.0;2.0;320.0;320.0;2.0;4.0;8322.0;9711.0
5.0;0501;1.0;2012.0;27.0;10.0;2011.0;5.0;0501;51.0;54.0;2.0;2.0;320.0;320.0;2.0;1.0;8332.0;9711.0
1.0;0101;7.0;2011.0;9.0;6.0;2011.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;7131.0;9711.0
1.0;0101;9.0;2011.0;23.0;2.0;2011.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;7131.0;9711.0
22.0;2216;8.0;2011.0;21.0;6.0;2011.0;22.0;2201;27.0;23.0;2.0;2.0;320.0;320.0;4.0;2.0;5412.0;9711.0
20.0;2001;3.0;2011.0;21.0;2.0;2011.0;20.0;2001;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9998.0;9711.0
20.0;2001;9.0;2011.0;28.0;3.0;2011.0;20.0;2001;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9998.0;9711.0
18.0;1801;3.0;2011.0;1.0;2.0;2011.0;18.0;1801;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;7531.0;9711.0
22.0;2216;10.0;2011.0;31.0;8.0;2011.0;22.0;2201;31.0;25.0;2.0;2.0;320.0;320.0;2.0;2.0;5412.0;9711.0
5.0;0501;1.0;2012.0;12.0;8.0;2011.0;5.0;0501;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;7212.0;9711.0
1.0;0101;10.0;2011.0;19.0;7.0;2011.0;1.0;0101;999.0;27.0;9.0;2.0;320.0;320.0;9.0;3.0;7212.0;9711.0
1.0;0101;1.0;2012.0;18.0;7.0;2011.0;1.0;0101;26.0;26.0;2.0;2.0;320.0;320.0;5.0;4.0;3513.0;9711.0
1.0;0101;8.0;2011.0;10.0;6.0;2011.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;3115.0;9711.0
5.0;0509;8.0;2011.0;15.0;7.0;2011.0;5.0;0501;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;8332.0;9711.0
1.0;0101;9.0;2011.0;14.0;7.0;2011.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;7125.0;9711.0
1.0;0101;3.0;2011.0;7.0;2.0;2011.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;7536.0;9711.0
1.0;0101;12.0;2011.0;12.0;10.0;2011.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;7536.0;9711.0
1.0;0115;5.0;2011.0;14.0;4.0;2011.0;1.0;0115;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;7536.0;9711.0
5.0;0501;9.0;2011.0;12.0;8.0;2011.0;5.0;0501;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;5221.0;9711.0
13.0;1312;12.0;2011.0;21.0;11.0;2011.0;13.0;1312;999.0;28.0;9.0;1.0;320.0;320.0;9.0;1.0;6111.0;9711.0
13.0;1312;7.0;2011.0;10.0;6.0;2011.0;13.0;1312;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;7112.0;9711.0
1.0;0101;6.0;2011.0;10.0;3.0;2011.0;1.0;0101;49.0;43.0;9.0;9.0;320.0;320.0;1.0;1.0;7112.0;9711.0
13.0;1312;11.0;2011.0;22.0;8.0;2011.0;13.0;1312;31.0;999.0;2.0;9.0;320.0;320.0;4.0;1.0;9712.0;9711.0
8.0;0801;7.0;2011.0;25.0;2.0;2011.0;8.0;0801;999.0;999.0;9.0;9.0;320.0;320.0;1.0;1.0;8152.0;9711.0
1.0;0101;1.0;2012.0;9.0;12.0;2011.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;2161.0;2161.0
1.0;0101;10.0;2011.0;10.0;10.0;2011.0;1.0;0101;34.0;32.0;9.0;9.0;320.0;320.0;1.0;1.0;2611.0;2161.0
1.0;0101;11.0;2011.0;13.0;10.0;2011.0;1.0;0101;33.0;33.0;2.0;2.0;320.0;320.0;5.0;5.0;2144.0;2161.0
1.0;0101;6.0;2011.0;5.0;5.0;2011.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999.0;2161.0
1.0;0101;2.0;2012.0;30.0;11.0;2011.0;1.0;0101;22.0;23.0;9.0;2.0;320.0;320.0;3.0;4.0;9712.0;4229.0
1.0;0101;9.0;2011.0;4.0;8.0;2011.0;1.0;0101;26.0;28.0;2.0;2.0;320.0;320.0;5.0;5.0;2145.0;2411.0
4.0;0401;8.0;2011.0;15.0;7.0;2011.0;4.0;0401;30.0;26.0;9.0;2.0;320.0;320.0;9.0;5.0;9712.0;2411.0
1.0;0101;1.0;2012.0;15.0;12.0;2011.0;1.0;0101;26.0;24.0;2.0;2.0;320.0;320.0;4.0;4.0;9629.0;4419.0
1.0;0117;9.0;2011.0;11.0;8.0;2011.0;1.0;0101;37.0;41.0;9.0;2.0;320.0;320.0;1.0;4.0;6111.0;3221.0
1.0;0115;6.0;2012.0;3.0;10.0;2011.0;1.0;0115;38.0;35.0;2.0;9.0;320.0;320.0;4.0;1.0;8332.0;3221.0
1.0;0101;6.0;2011.0;17.0;3.0;2011.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9712.0;3221.0
1.0;0101;9.0;2011.0;12.0;8.0;2011.0;1.0;0101;30.0;30.0;2.0;2.0;320.0;320.0;5.0;4.0;9712.0;3221.0
16.0;1610;9.0;2011.0;15.0;8.0;2011.0;16.0;1601;34.0;27.0;1.0;2.0;320.0;320.0;5.0;4.0;2342.0;3221.0
22.0;2212;8.0;2011.0;30.0;6.0;2011.0;1.0;0101;999.0;28.0;9.0;2.0;320.0;320.0;1.0;2.0;9999.0;3221.0
22.0;2201;2.0;2012.0;31.0;10.0;2011.0;22.0;2201;999.0;49.0;9.0;2.0;320.0;320.0;9.0;4.0;9999.0;3221.0
10.0;1004;10.0;2011.0;21.0;6.0;2011.0;10.0;1004;53.0;999.0;9.0;9.0;320.0;320.0;2.0;9.0;8322.0;3221.0
1.0;0101;9.0;2011.0;29.0;7.0;2011.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;3513.0;3513.0
1.0;0101;3.0;2012.0;18.0;11.0;2011.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;3513.0;3513.0
1.0;0101;4.0;2011.0;11.0;1.0;2011.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9712.0;3513.0
6.0;0601;3.0;2011.0;23.0;2.0;2011.0;6.0;0601;25.0;28.0;2.0;2.0;320.0;320.0;5.0;4.0;4311.0;3513.0
10.0;1001;7.0;2011.0;8.0;7.0;2011.0;10.0;1001;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;3314.0;3513.0
1.0;0108;11.0;2011.0;22.0;9.0;2011.0;1.0;0101;31.0;30.0;9.0;9.0;320.0;320.0;1.0;1.0;3513.0;3412.0
1.0;0101;6.0;2012.0;14.0;4.0;2011.0;1.0;0101;22.0;24.0;2.0;2.0;320.0;320.0;4.0;4.0;3522.0;3412.0
9.0;0901;9.0;2011.0;15.0;6.0;2011.0;9.0;0901;999.0;999.0;9.0;9.0;320.0;320.0;4.0;1.0;9712.0;3412.0
1.0;0101;8.0;2011.0;24.0;6.0;2011.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;2261.0;3412.0
1.0;0101;11.0;2011.0;26.0;10.0;2011.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9712.0;3412.0
22.0;2201;12.0;2011.0;15.0;11.0;2011.0;22.0;2201;26.0;22.0;9.0;2.0;320.0;320.0;9.0;4.0;9999.0;3412.0
18.0;1801;4.0;2011.0;21.0;3.0;2011.0;18.0;1801;43.0;28.0;9.0;9.0;320.0;320.0;9.0;9.0;7115.0;3412.0
15.0;1501;6.0;2012.0;19.0;12.0;2011.0;15.0;1501;40.0;39.0;2.0;9.0;320.0;320.0;5.0;1.0;9712.0;3412.0
11.0;1107;5.0;2011.0;18.0;3.0;2011.0;11.0;1101;39.0;42.0;2.0;2.0;320.0;320.0;3.0;5.0;9712.0;3412.0
2.0;0207;9.0;2011.0;19.0;8.0;2011.0;2.0;0207;23.0;23.0;2.0;2.0;320.0;320.0;5.0;4.0;4311.0;3412.0
16.0;1601;10.0;2011.0;6.0;9.0;2011.0;16.0;1601;35.0;25.0;2.0;2.0;320.0;320.0;2.0;4.0;8322.0;3412.0
16.0;1601;3.0;2011.0;7.0;3.0;2011.0;16.0;1601;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;8322.0;3412.0
1.0;0101;8.0;2011.0;22.0;6.0;2011.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;3513.0;3412.0
1.0;0101;2.0;2012.0;21.0;7.0;2011.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;3513.0;3513.0
1.0;0101;6.0;2011.0;9.0;6.0;2011.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;4419.0;3513.0
16.0;1604;12.0;2011.0;2.0;9.0;2011.0;16.0;1601;27.0;20.0;2.0;2.0;320.0;320.0;4.0;4.0;2341.0;3513.0
1.0;0101;9.0;2011.0;1.0;8.0;2011.0;1.0;0101;30.0;24.0;9.0;9.0;320.0;320.0;1.0;1.0;4311.0;3513.0
18.0;1804;11.0;2011.0;9.0;9.0;2011.0;18.0;1801;22.0;21.0;2.0;2.0;320.0;320.0;2.0;4.0;9712.0;3513.0
1.0;0101;1.0;2012.0;17.0;3.0;2011.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9712.0;3119.0
1.0;0101;7.0;2011.0;7.0;6.0;2011.0;1.0;0115;999.0;999.0;9.0;9.0;320.0;320.0;9.0;1.0;9712.0;3119.0
1.0;0101;9.0;2011.0;26.0;7.0;2011.0;1.0;0101;999.0;22.0;9.0;9.0;320.0;320.0;1.0;1.0;3513.0;3118.0
18.0;1803;6.0;2011.0;13.0;5.0;2011.0;18.0;1803;31.0;25.0;2.0;2.0;320.0;320.0;4.0;4.0;9712.0;3314.0
9.0;0901;11.0;2011.0;9.0;9.0;2011.0;9.0;0901;37.0;33.0;2.0;2.0;320.0;320.0;9.0;9.0;2212.0;3435.0
1.0;0101;10.0;2011.0;27.0;7.0;2011.0;1.0;0101;27.0;28.0;9.0;2.0;320.0;320.0;4.0;4.0;4311.0;3435.0
5.0;0501;4.0;2011.0;18.0;2.0;2011.0;5.0;0501;33.0;27.0;2.0;2.0;320.0;320.0;9.0;4.0;7231.0;3435.0
9.0;0914;12.0;2011.0;15.0;11.0;2011.0;9.0;0901;44.0;38.0;1.0;1.0;320.0;320.0;2.0;2.0;7115.0;7533.0
9.0;0914;1.0;2012.0;29.0;12.0;2011.0;9.0;0901;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;7531.0;7533.0
1.0;0101;12.0;2011.0;7.0;9.0;2011.0;1.0;0101;22.0;24.0;2.0;2.0;320.0;320.0;4.0;4.0;3314.0;4211.0
1.0;0101;12.0;2011.0;15.0;6.0;2011.0;1.0;0101;29.0;25.0;9.0;2.0;320.0;320.0;9.0;5.0;2261.0;2652.0
1.0;0108;6.0;2012.0;3.0;2.0;2011.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9998.0;2652.0
1.0;0101;11.0;2011.0;28.0;9.0;2011.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;1219.0;3434.0
1.0;0101;2.0;2011.0;14.0;1.0;2011.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;2132.0;5221.0
1.0;0101;2.0;2011.0;31.0;1.0;2011.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;5221.0;5221.0
1.0;0101;5.0;2012.0;18.0;8.0;2011.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;5221.0;5221.0
5.0;0513;4.0;2011.0;29.0;3.0;2011.0;10.0;1001;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;5221.0;5221.0
1.0;0101;1.0;2012.0;8.0;8.0;2011.0;1.0;0101;32.0;35.0;9.0;9.0;320.0;320.0;1.0;1.0;5221.0;5221.0
7.0;0701;1.0;2012.0;30.0;11.0;2011.0;7.0;0701;24.0;18.0;1.0;1.0;320.0;320.0;2.0;1.0;5221.0;5221.0
1.0;0101;8.0;2011.0;23.0;6.0;2011.0;1.0;0101;49.0;50.0;9.0;9.0;320.0;320.0;3.0;1.0;5221.0;5221.0
11.0;1106;5.0;2012.0;13.0;10.0;2011.0;11.0;1106;57.0;55.0;2.0;2.0;320.0;320.0;3.0;2.0;5221.0;5221.0
1.0;0108;3.0;2012.0;20.0;9.0;2011.0;1.0;0101;36.0;34.0;2.0;2.0;320.0;320.0;5.0;4.0;5221.0;5221.0
1.0;0101;3.0;2011.0;31.0;1.0;2011.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;6111.0;5221.0
21.0;2106;9.0;2011.0;8.0;8.0;2011.0;22.0;2201;999.0;51.0;9.0;2.0;320.0;320.0;9.0;1.0;6111.0;5221.0
8.0;0801;4.0;2012.0;17.0;10.0;2011.0;8.0;0801;999.0;999.0;9.0;9.0;320.0;320.0;1.0;1.0;6111.0;5221.0
8.0;0801;10.0;2011.0;31.0;8.0;2011.0;8.0;0801;999.0;999.0;9.0;9.0;320.0;320.0;1.0;1.0;6111.0;5221.0
