depreg;mupreg;mesreg;añoreg;diaocu;mesocu;añoocu;depocu;mupocu;edadhom;edadmuj;grethom;gretmuj;nachom;nacmuj;escohom;escomuj;ocupahom;ocupamuj
1.0;0101;8.0;2011.0;14.0;7.0;2011.0;1.0;0101;24.0;23.0;2.0;2.0;222.0;320.0;9.0;4.0;9712.0;9712.0
1.0;0101;11.0;2011.0;10.0;10.0;2011.0;1.0;0101;999.0;999.0;9.0;9.0;222.0;320.0;9.0;9.0;7126.0;9712.0
1.0;0101;3.0;2011.0;15.0;2.0;2011.0;1.0;0101;999.0;999.0;9.0;9.0;222.0;320.0;9.0;9.0;9999.0;9999.0
9.0;0905;11.0;2011.0;7.0;6.0;2011.0;9.0;0905;999.0;999.0;9.0;9.0;222.0;320.0;9.0;9.0;9999.0;9999.0
1.0;0101;9.0;2011.0;10.0;8.0;2011.0;1.0;0101;999.0;999.0;9.0;9.0;222.0;320.0;9.0;9.0;9712.0;4120.0
1.0;0101;1.0;2012.0;8.0;11.0;2011.0;1.0;0101;999.0;999.0;9.0;9.0;276.0;320.0;9.0;9.0;9999.0;9999.0
3.0;0301;12.0;2011.0;28.0;9.0;2011.0;1.0;0108;999.0;999.0;9.0;9.0;276.0;320.0;9.0;9.0;9999.0;9999.0
12.0;1215;2.0;2012.0;4.0;7.0;2011.0;12.0;1215;999.0;999.0;9.0;9.0;320.0;320.0;1.0;9.0;2341.0;9999.0
16.0;1601;5.0;2011.0;21.0;2.0;2011.0;16.0;1601;30.0;33.0;2.0;9.0;320.0;320.0;5.0;9.0;2642.0;9999.0
1.0;0101;1.0;2012.0;12.0;12.0;2011.0;1.0;0101;999.0;52.0;9.0;9.0;320.0;320.0;9.0;9.0;3119.0;9999.0
11.0;1101;8.0;2011.0;24.0;6.0;2011.0;11.0;1101;34.0;999.0;2.0;9.0;320.0;320.0;3.0;9.0;3434.0;9999.0
3.0;0301;3.0;2011.0;25.0;1.0;2011.0;3.0;0301;35.0;30.0;1.0;9.0;320.0;320.0;4.0;9.0;3513.0;9999.0
15.0;1503;1.0;2012.0;26.0;7.0;2011.0;15.0;1501;30.0;27.0;1.0;9.0;320.0;320.0;4.0;9.0;3513.0;9999.0
1.0;0114;9.0;2011.0;15.0;6.0;2011.0;1.0;0114;40.0;32.0;2.0;9.0;320.0;320.0;4.0;9.0;4211.0;9999.0
6.0;0608;4.0;2011.0;9.0;3.0;2011.0;6.0;0601;38.0;999.0;2.0;9.0;320.0;320.0;2.0;9.0;4214.0;9999.0
6.0;0608;4.0;2011.0;21.0;3.0;2011.0;6.0;0601;38.0;999.0;2.0;9.0;320.0;320.0;2.0;9.0;4214.0;9999.0
1.0;0107;9.0;2011.0;23.0;8.0;2011.0;1.0;0114;20.0;17.0;1.0;9.0;320.0;320.0;3.0;9.0;4229.0;9999.0
1.0;0101;4.0;2011.0;8.0;2.0;2011.0;1.0;0101;25.0;999.0;2.0;9.0;320.0;320.0;4.0;9.0;4311.0;9999.0
1.0;0101;3.0;2012.0;12.0;9.0;2011.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;5221.0;9999.0
1.0;0116;8.0;2011.0;8.0;7.0;2011.0;1.0;0101;999.0;45.0;9.0;9.0;320.0;320.0;9.0;9.0;5221.0;9999.0
1.0;0117;5.0;2011.0;20.0;1.0;2011.0;1.0;0101;38.0;34.0;2.0;9.0;320.0;320.0;2.0;9.0;5221.0;9999.0
15.0;1504;3.0;2011.0;8.0;2.0;2011.0;15.0;1504;49.0;43.0;2.0;9.0;320.0;320.0;4.0;9.0;5221.0;9999.0
1.0;0101;10.0;2011.0;28.0;3.0;2011.0;1.0;0108;38.0;37.0;2.0;9.0;320.0;320.0;4.0;9.0;5221.0;9999.0
22.0;2202;4.0;2011.0;28.0;2.0;2011.0;22.0;2202;22.0;22.0;2.0;9.0;320.0;320.0;9.0;9.0;5221.0;9999.0
1.0;0101;9.0;2011.0;1.0;9.0;2011.0;1.0;0101;999.0;38.0;9.0;9.0;320.0;320.0;9.0;9.0;5249.0;9999.0
5.0;0511;9.0;2011.0;2.0;9.0;2011.0;5.0;0501;29.0;29.0;2.0;9.0;320.0;320.0;2.0;9.0;5412.0;9999.0
19.0;1910;2.0;2012.0;2.0;12.0;2011.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;6111.0;9999.0
22.0;2204;11.0;2011.0;13.0;10.0;2011.0;22.0;2204;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;6111.0;9999.0
16.0;1602;8.0;2011.0;19.0;5.0;2011.0;16.0;1601;999.0;34.0;9.0;9.0;320.0;320.0;9.0;9.0;6111.0;9999.0
22.0;2204;3.0;2011.0;19.0;1.0;2011.0;22.0;2204;999.0;23.0;9.0;9.0;320.0;320.0;9.0;9.0;6111.0;9999.0
15.0;1504;3.0;2012.0;27.0;12.0;2011.0;15.0;1501;65.0;999.0;1.0;9.0;320.0;320.0;1.0;9.0;6111.0;9999.0
15.0;1503;5.0;2012.0;25.0;10.0;2011.0;15.0;1501;60.0;999.0;1.0;9.0;320.0;320.0;1.0;9.0;6111.0;9999.0
22.0;2202;6.0;2011.0;29.0;4.0;2011.0;22.0;2202;48.0;999.0;2.0;9.0;320.0;320.0;1.0;9.0;6111.0;9999.0
9.0;0905;2.0;2012.0;29.0;9.0;2011.0;9.0;0905;50.0;46.0;2.0;9.0;320.0;320.0;1.0;9.0;6111.0;9999.0
12.0;1215;7.0;2011.0;7.0;2.0;2011.0;12.0;1215;50.0;999.0;2.0;9.0;320.0;320.0;2.0;9.0;6111.0;9999.0
5.0;0509;5.0;2011.0;28.0;2.0;2011.0;5.0;0501;27.0;999.0;2.0;9.0;320.0;320.0;2.0;9.0;6111.0;9999.0
12.0;1222;11.0;2011.0;12.0;10.0;2011.0;12.0;1222;20.0;18.0;9.0;9.0;320.0;320.0;9.0;9.0;6111.0;9999.0
1.0;0115;2.0;2012.0;27.0;10.0;2011.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;1.0;6111.0;9999.0
1.0;0114;4.0;2011.0;21.0;2.0;2011.0;1.0;0114;45.0;42.0;2.0;9.0;320.0;320.0;2.0;1.0;6111.0;9999.0
12.0;1219;5.0;2011.0;27.0;4.0;2011.0;12.0;1215;46.0;39.0;2.0;9.0;320.0;320.0;2.0;1.0;6111.0;9999.0
12.0;1219;9.0;2011.0;10.0;6.0;2011.0;12.0;1215;28.0;31.0;2.0;2.0;320.0;320.0;2.0;2.0;6111.0;9999.0
5.0;0513;8.0;2011.0;18.0;5.0;2011.0;1.0;0101;999.0;999.0;2.0;2.0;320.0;320.0;2.0;9.0;6111.0;9999.0
19.0;1901;6.0;2011.0;12.0;4.0;2011.0;19.0;1901;41.0;999.0;2.0;9.0;320.0;320.0;1.0;9.0;7112.0;9999.0
1.0;0117;2.0;2012.0;25.0;5.0;2011.0;1.0;0101;51.0;50.0;2.0;9.0;320.0;320.0;2.0;9.0;7112.0;9999.0
1.0;0117;6.0;2011.0;25.0;5.0;2011.0;1.0;0101;51.0;50.0;2.0;9.0;320.0;320.0;2.0;9.0;7112.0;9999.0
1.0;0115;8.0;2011.0;4.0;5.0;2011.0;1.0;0115;58.0;48.0;2.0;9.0;320.0;320.0;9.0;9.0;7112.0;9999.0
16.0;1602;4.0;2011.0;24.0;3.0;2011.0;16.0;1601;30.0;23.0;9.0;9.0;320.0;320.0;2.0;9.0;7115.0;9999.0
6.0;0601;1.0;2012.0;8.0;12.0;2011.0;6.0;0601;29.0;999.0;2.0;9.0;320.0;320.0;3.0;9.0;7411.0;9999.0
6.0;0602;1.0;2012.0;8.0;8.0;2011.0;6.0;0601;27.0;24.0;1.0;2.0;320.0;320.0;4.0;9.0;7411.0;9999.0
6.0;0602;6.0;2012.0;8.0;8.0;2011.0;6.0;0602;27.0;24.0;1.0;2.0;320.0;320.0;4.0;9.0;7411.0;9999.0
1.0;0101;7.0;2011.0;27.0;6.0;2011.0;1.0;0101;999.0;46.0;9.0;9.0;320.0;320.0;9.0;9.0;9712.0;9999.0
18.0;1801;9.0;2011.0;19.0;7.0;2011.0;18.0;1801;999.0;42.0;9.0;9.0;320.0;320.0;9.0;9.0;9712.0;9999.0
1.0;0101;7.0;2011.0;24.0;6.0;2011.0;1.0;0101;999.0;40.0;9.0;9.0;320.0;320.0;9.0;9.0;9712.0;9999.0
18.0;1801;5.0;2011.0;28.0;4.0;2011.0;18.0;1801;999.0;38.0;9.0;9.0;320.0;320.0;9.0;9.0;9712.0;9999.0
1.0;0101;10.0;2011.0;31.0;8.0;2011.0;1.0;0101;999.0;28.0;9.0;9.0;320.0;320.0;9.0;9.0;9712.0;9999.0
16.0;1602;12.0;2011.0;25.0;10.0;2011.0;16.0;1601;999.0;20.0;9.0;9.0;320.0;320.0;9.0;9.0;9712.0;9999.0
22.0;2203;4.0;2012.0;8.0;8.0;2011.0;22.0;2201;999.0;999.0;9.0;9.0;320.0;320.0;1.0;9.0;9712.0;9999.0
18.0;1801;1.0;2012.0;28.0;11.0;2011.0;18.0;1801;35.0;26.0;9.0;9.0;320.0;320.0;1.0;9.0;9712.0;9999.0
22.0;2201;9.0;2011.0;23.0;8.0;2011.0;22.0;2201;25.0;22.0;9.0;9.0;320.0;320.0;1.0;9.0;9712.0;9999.0
22.0;2201;4.0;2011.0;7.0;2.0;2011.0;22.0;2201;38.0;39.0;2.0;9.0;320.0;320.0;1.0;1.0;9712.0;9999.0
18.0;1801;8.0;2011.0;4.0;7.0;2011.0;18.0;1801;34.0;32.0;9.0;9.0;320.0;320.0;1.0;1.0;9712.0;9999.0
1.0;0116;2.0;2012.0;5.0;12.0;2011.0;1.0;0116;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999.0;9999.0
1.0;0101;2.0;2011.0;17.0;1.0;2011.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999.0;9999.0
1.0;0101;4.0;2011.0;13.0;1.0;2011.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999.0;9999.0
1.0;0101;6.0;2011.0;28.0;3.0;2011.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999.0;9999.0
1.0;0101;6.0;2012.0;5.0;10.0;2011.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999.0;9999.0
1.0;0101;7.0;2011.0;7.0;6.0;2011.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999.0;9999.0
1.0;0101;7.0;2011.0;11.0;2.0;2011.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999.0;9999.0
1.0;0101;10.0;2011.0;3.0;10.0;2011.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999.0;9999.0
1.0;0101;11.0;2011.0;7.0;10.0;2011.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999.0;9999.0
1.0;0101;11.0;2011.0;14.0;9.0;2011.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999.0;9999.0
1.0;0101;12.0;2011.0;9.0;6.0;2011.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999.0;9999.0
5.0;0506;5.0;2011.0;6.0;3.0;2011.0;10.0;1001;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999.0;9999.0
5.0;0506;5.0;2011.0;9.0;3.0;2011.0;10.0;1001;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999.0;9999.0
5.0;0509;6.0;2012.0;14.0;11.0;2011.0;5.0;0501;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999.0;9999.0
10.0;1003;4.0;2011.0;23.0;3.0;2011.0;10.0;1001;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999.0;9999.0
11.0;1101;2.0;2011.0;14.0;1.0;2011.0;11.0;1101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999.0;9999.0
11.0;1101;2.0;2012.0;2.0;11.0;2011.0;11.0;1101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999.0;9999.0
11.0;1101;4.0;2011.0;31.0;3.0;2011.0;11.0;1101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999.0;9999.0
11.0;1101;5.0;2011.0;8.0;4.0;2011.0;11.0;1101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999.0;9999.0
11.0;1101;5.0;2011.0;14.0;4.0;2011.0;11.0;1101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999.0;9999.0
11.0;1101;6.0;2011.0;20.0;5.0;2011.0;11.0;1101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999.0;9999.0
11.0;1101;6.0;2011.0;31.0;3.0;2011.0;11.0;1101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999.0;9999.0
11.0;1101;7.0;2011.0;16.0;3.0;2011.0;11.0;1101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999.0;9999.0
11.0;1101;8.0;2011.0;4.0;8.0;2011.0;11.0;1101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999.0;9999.0
11.0;1101;9.0;2011.0;20.0;7.0;2011.0;11.0;1101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999.0;9999.0
11.0;1101;9.0;2011.0;31.0;5.0;2011.0;11.0;1101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999.0;9999.0
11.0;1101;10.0;2011.0;8.0;6.0;2011.0;11.0;1101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999.0;9999.0
11.0;1101;12.0;2011.0;2.0;9.0;2011.0;11.0;1101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999.0;9999.0
14.0;1401;6.0;2011.0;19.0;4.0;2011.0;14.0;1401;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999.0;9999.0
15.0;1503;2.0;2012.0;18.0;4.0;2011.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999.0;9999.0
15.0;1503;12.0;2011.0;31.0;10.0;2011.0;15.0;1501;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999.0;9999.0
2.0;0202;9.0;2011.0;16.0;2.0;2011.0;2.0;0201;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999.0;9999.0
5.0;0501;1.0;2012.0;26.0;9.0;2011.0;5.0;0501;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999.0;9999.0
5.0;0501;8.0;2011.0;6.0;6.0;2011.0;5.0;0501;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999.0;9999.0
5.0;0501;10.0;2011.0;21.0;7.0;2011.0;11.0;1101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999.0;9999.0
6.0;0608;2.0;2012.0;20.0;12.0;2011.0;6.0;0601;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999.0;9999.0
6.0;0608;3.0;2011.0;3.0;2.0;2011.0;6.0;0601;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999.0;9999.0
6.0;0608;9.0;2011.0;29.0;7.0;2011.0;22.0;2201;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999.0;9999.0
18.0;1804;9.0;2011.0;6.0;5.0;2011.0;18.0;1801;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999.0;9999.0
18.0;1804;9.0;2011.0;23.0;6.0;2011.0;18.0;1801;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999.0;9999.0
18.0;1804;10.0;2011.0;6.0;10.0;2011.0;18.0;1801;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999.0;9999.0
22.0;2201;4.0;2011.0;14.0;3.0;2011.0;22.0;2201;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999.0;9999.0
22.0;2201;9.0;2011.0;24.0;8.0;2011.0;22.0;2201;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999.0;9999.0
6.0;0603;1.0;2012.0;13.0;10.0;2011.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999.0;9999.0
6.0;0614;9.0;2011.0;1.0;7.0;2011.0;6.0;0601;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999.0;9999.0
18.0;1803;5.0;2011.0;11.0;2.0;2011.0;18.0;1801;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999.0;9999.0
10.0;1005;4.0;2011.0;26.0;1.0;2011.0;10.0;1001;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999.0;9999.0
5.0;0505;1.0;2012.0;15.0;11.0;2011.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999.0;9999.0
5.0;0505;8.0;2011.0;21.0;6.0;2011.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999.0;9999.0
5.0;0505;9.0;2011.0;1.0;3.0;2011.0;5.0;0501;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999.0;9999.0
20.0;2009;10.0;2011.0;29.0;9.0;2011.0;20.0;2001;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999.0;9999.0
19.0;1905;2.0;2012.0;21.0;11.0;2011.0;19.0;1901;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999.0;9999.0
16.0;1602;10.0;2011.0;23.0;5.0;2011.0;16.0;1601;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999.0;9999.0
19.0;1902;2.0;2012.0;3.0;11.0;2011.0;19.0;1901;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999.0;9999.0
19.0;1902;4.0;2011.0;24.0;2.0;2011.0;19.0;1901;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999.0;9999.0
19.0;1902;6.0;2011.0;17.0;5.0;2011.0;19.0;1901;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999.0;9999.0
19.0;1902;6.0;2011.0;18.0;4.0;2011.0;19.0;1901;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999.0;9999.0
