DEPREG;MUPREG;MESREG;AÑOREG;DIAOCU;MESOCU;AÑOOCU;DEPOCU;MUPOCU;EDADHOM;EDADMUJ;PPERHOM;PPERMUJ;NACHOM;NACMUJ;ESCHOM;ESCMUJ;CIUOHOM;CIUOMUJ
19.0;1901;9.0;2020.0;5.0;3.0;2020.0;19.0;1901;23.0;20.0;4.0;9.0;320.0;320.0;4.0;4.0;97.0;97.0
9.0;0909;12.0;2020.0;21.0;12.0;2020.0;9.0;0909;23.0;21.0;4.0;4.0;320.0;320.0;4.0;4.0;23.0;97.0
14.0;1401;12.0;2020.0;13.0;8.0;2020.0;14.0;1401;23.0;21.0;1.0;9.0;320.0;320.0;1.0;1.0;52.0;97.0
9.0;0901;1.0;2020.0;21.0;1.0;2020.0;9.0;0901;23.0;21.0;1.0;1.0;320.0;320.0;2.0;2.0;71.0;97.0
1.0;0111;1.0;2020.0;21.0;1.0;2020.0;1.0;0111;23.0;21.0;4.0;9.0;320.0;320.0;3.0;2.0;92.0;97.0
13.0;1301;7.0;2020.0;13.0;2.0;2020.0;13.0;1302;23.0;21.0;4.0;9.0;320.0;320.0;4.0;3.0;97.0;97.0
9.0;0902;2.0;2021.0;9.0;11.0;2020.0;9.0;0902;23.0;21.0;4.0;9.0;320.0;320.0;4.0;4.0;97.0;97.0
8.0;0801;11.0;2020.0;16.0;10.0;2020.0;8.0;0801;23.0;21.0;1.0;4.0;320.0;320.0;4.0;2.0;97.0;97.0
22.0;2202;2.0;2021.0;25.0;9.0;2020.0;22.0;2202;23.0;22.0;4.0;9.0;320.0;320.0;4.0;4.0;23.0;35.0
16.0;1604;1.0;2021.0;20.0;11.0;2020.0;16.0;1604;23.0;22.0;4.0;4.0;320.0;320.0;4.0;4.0;35.0;97.0
20.0;2011;10.0;2020.0;10.0;9.0;2020.0;22.0;2203;23.0;22.0;4.0;9.0;320.0;320.0;1.0;3.0;92.0;97.0
4.0;0414;10.0;2020.0;28.0;1.0;2020.0;4.0;0413;23.0;22.0;1.0;4.0;320.0;320.0;2.0;2.0;92.0;97.0
15.0;1501;12.0;2020.0;20.0;11.0;2020.0;15.0;1503;23.0;22.0;4.0;1.0;320.0;320.0;3.0;3.0;97.0;97.0
12.0;1220;1.0;2021.0;25.0;9.0;2020.0;12.0;1220;23.0;22.0;4.0;4.0;320.0;320.0;3.0;3.0;97.0;97.0
1.0;0115;11.0;2020.0;28.0;10.0;2020.0;1.0;0117;23.0;22.0;4.0;9.0;320.0;320.0;4.0;4.0;97.0;97.0
1.0;0109;2.0;2020.0;24.0;1.0;2020.0;1.0;0109;23.0;23.0;1.0;4.0;320.0;320.0;2.0;3.0;73.0;81.0
4.0;0401;11.0;2020.0;17.0;8.0;2020.0;4.0;0415;23.0;23.0;4.0;4.0;320.0;320.0;2.0;3.0;92.0;97.0
9.0;0910;12.0;2020.0;23.0;11.0;2020.0;9.0;0911;23.0;23.0;1.0;1.0;320.0;320.0;3.0;3.0;92.0;97.0
3.0;0305;11.0;2020.0;7.0;10.0;2020.0;3.0;0305;23.0;23.0;1.0;1.0;320.0;320.0;4.0;4.0;97.0;23.0
1.0;0101;12.0;2020.0;3.0;12.0;2020.0;1.0;0115;23.0;23.0;9.0;4.0;320.0;320.0;3.0;4.0;97.0;97.0
4.0;0401;12.0;2020.0;27.0;11.0;2020.0;4.0;0401;23.0;23.0;5.0;4.0;320.0;320.0;5.0;4.0;97.0;97.0
5.0;0512;3.0;2021.0;10.0;2.0;2020.0;5.0;0512;23.0;23.0;4.0;4.0;320.0;320.0;5.0;4.0;97.0;97.0
9.0;0901;3.0;2020.0;27.0;1.0;2020.0;9.0;0909;23.0;24.0;4.0;4.0;320.0;320.0;4.0;4.0;23.0;23.0
1.0;0101;10.0;2020.0;9.0;3.0;2020.0;9.0;0909;23.0;24.0;4.0;4.0;320.0;320.0;4.0;4.0;23.0;23.0
9.0;0911;5.0;2020.0;6.0;3.0;2020.0;9.0;0911;23.0;24.0;1.0;1.0;320.0;320.0;2.0;2.0;71.0;97.0
4.0;0406;11.0;2020.0;16.0;10.0;2020.0;4.0;0406;23.0;24.0;1.0;1.0;320.0;320.0;2.0;2.0;92.0;97.0
1.0;0101;4.0;2021.0;27.0;10.0;2020.0;1.0;0101;23.0;25.0;9.0;4.0;320.0;320.0;9.0;5.0;35.0;97.0
22.0;2216;3.0;2021.0;17.0;12.0;2020.0;22.0;2216;23.0;25.0;1.0;4.0;320.0;320.0;4.0;3.0;97.0;97.0
9.0;0916;9.0;2020.0;12.0;3.0;2020.0;9.0;0901;23.0;26.0;4.0;4.0;320.0;320.0;2.0;3.0;52.0;32.0
1.0;0108;4.0;2021.0;19.0;3.0;2020.0;1.0;0108;23.0;27.0;4.0;4.0;320.0;320.0;4.0;4.0;42.0;42.0
8.0;0805;11.0;2020.0;6.0;10.0;2020.0;8.0;0805;23.0;27.0;1.0;1.0;320.0;320.0;2.0;4.0;83.0;23.0
22.0;2201;1.0;2021.0;24.0;9.0;2020.0;22.0;2201;23.0;30.0;4.0;4.0;320.0;320.0;4.0;4.0;34.0;35.0
2.0;0201;10.0;2020.0;11.0;9.0;2020.0;2.0;0201;24.0;20.0;4.0;4.0;320.0;320.0;2.0;4.0;52.0;97.0
12.0;1222;3.0;2021.0;27.0;10.0;2020.0;12.0;1222;24.0;20.0;4.0;4.0;320.0;320.0;2.0;3.0;92.0;97.0
19.0;1905;1.0;2021.0;27.0;1.0;2020.0;19.0;1905;24.0;20.0;4.0;4.0;320.0;320.0;3.0;4.0;97.0;97.0
11.0;1102;10.0;2020.0;1.0;10.0;2020.0;11.0;1102;24.0;20.0;1.0;4.0;320.0;320.0;4.0;4.0;97.0;97.0
22.0;2209;1.0;2021.0;1.0;3.0;2020.0;22.0;2203;24.0;21.0;4.0;9.0;320.0;320.0;3.0;3.0;92.0;97.0
1.0;0101;1.0;2020.0;2.0;1.0;2020.0;1.0;0101;24.0;21.0;4.0;5.0;320.0;320.0;4.0;4.0;97.0;23.0
1.0;0101;1.0;2021.0;23.0;10.0;2020.0;1.0;0101;24.0;21.0;4.0;5.0;320.0;320.0;2.0;3.0;97.0;97.0
1.0;0101;12.0;2020.0;1.0;12.0;2020.0;1.0;0101;24.0;21.0;4.0;9.0;320.0;320.0;4.0;3.0;97.0;97.0
9.0;0901;1.0;2020.0;15.0;1.0;2020.0;8.0;0803;24.0;21.0;1.0;1.0;320.0;320.0;4.0;4.0;97.0;97.0
1.0;0115;12.0;2020.0;2.0;12.0;2020.0;1.0;0101;24.0;21.0;4.0;4.0;320.0;320.0;3.0;2.0;97.0;97.0
4.0;0409;3.0;2020.0;14.0;2.0;2020.0;4.0;0409;24.0;22.0;1.0;1.0;320.0;320.0;2.0;2.0;51.0;51.0
18.0;1804;9.0;2020.0;8.0;9.0;2020.0;18.0;1801;24.0;22.0;4.0;4.0;320.0;320.0;3.0;3.0;52.0;97.0
12.0;1215;5.0;2021.0;7.0;12.0;2020.0;12.0;1215;24.0;22.0;4.0;9.0;320.0;320.0;2.0;3.0;83.0;97.0
6.0;0601;12.0;2020.0;3.0;12.0;2020.0;22.0;2216;24.0;22.0;4.0;9.0;320.0;320.0;3.0;3.0;92.0;97.0
15.0;1504;9.0;2020.0;25.0;2.0;2020.0;15.0;1504;24.0;22.0;1.0;9.0;320.0;320.0;2.0;3.0;92.0;97.0
6.0;0601;9.0;2020.0;4.0;3.0;2020.0;6.0;0601;24.0;22.0;4.0;4.0;320.0;320.0;2.0;3.0;97.0;97.0
6.0;0606;11.0;2020.0;13.0;10.0;2020.0;6.0;0602;24.0;23.0;4.0;4.0;320.0;320.0;4.0;4.0;35.0;97.0
11.0;1103;4.0;2021.0;24.0;1.0;2020.0;11.0;1101;24.0;23.0;4.0;4.0;320.0;320.0;4.0;4.0;43.0;23.0
2.0;0201;7.0;2020.0;5.0;2.0;2020.0;2.0;0201;24.0;23.0;4.0;4.0;320.0;320.0;3.0;2.0;83.0;97.0
2.0;0201;2.0;2021.0;18.0;12.0;2020.0;2.0;0202;24.0;23.0;4.0;4.0;320.0;320.0;4.0;2.0;92.0;97.0
21.0;2101;12.0;2020.0;29.0;9.0;2020.0;21.0;2101;24.0;23.0;4.0;1.0;320.0;320.0;3.0;3.0;92.0;97.0
14.0;1416;2.0;2020.0;21.0;1.0;2020.0;14.0;1410;24.0;23.0;1.0;5.0;320.0;320.0;2.0;2.0;92.0;97.0
1.0;0114;10.0;2020.0;15.0;10.0;2020.0;1.0;0101;24.0;23.0;4.0;4.0;320.0;320.0;5.0;4.0;97.0;97.0
1.0;0115;2.0;2021.0;17.0;12.0;2020.0;3.0;0308;24.0;23.0;4.0;5.0;320.0;320.0;4.0;3.0;97.0;97.0
1.0;0102;1.0;2021.0;14.0;12.0;2020.0;1.0;0101;24.0;23.0;4.0;4.0;320.0;320.0;3.0;2.0;97.0;97.0
10.0;1005;1.0;2021.0;2.0;12.0;2020.0;10.0;1005;24.0;24.0;4.0;4.0;320.0;320.0;4.0;4.0;23.0;34.0
1.0;0114;3.0;2021.0;9.0;1.0;2020.0;1.0;0114;24.0;24.0;4.0;4.0;320.0;320.0;4.0;4.0;35.0;97.0
8.0;0805;1.0;2021.0;21.0;10.0;2020.0;8.0;0805;24.0;24.0;1.0;1.0;320.0;320.0;2.0;2.0;52.0;97.0
9.0;0920;10.0;2020.0;16.0;10.0;2020.0;12.0;1220;24.0;24.0;4.0;4.0;320.0;320.0;2.0;2.0;72.0;97.0
14.0;1412;3.0;2021.0;16.0;12.0;2020.0;14.0;1412;24.0;24.0;1.0;1.0;320.0;320.0;1.0;1.0;92.0;97.0
15.0;1501;1.0;2021.0;11.0;12.0;2020.0;15.0;1504;24.0;24.0;1.0;1.0;320.0;320.0;2.0;1.0;92.0;97.0
1.0;0115;10.0;2020.0;22.0;9.0;2020.0;1.0;0115;24.0;24.0;4.0;4.0;320.0;320.0;3.0;3.0;97.0;97.0
8.0;0802;2.0;2020.0;2.0;1.0;2020.0;8.0;0802;24.0;24.0;1.0;1.0;320.0;320.0;3.0;4.0;97.0;97.0
1.0;0101;1.0;2021.0;21.0;12.0;2020.0;1.0;0108;24.0;24.0;4.0;4.0;320.0;320.0;4.0;4.0;97.0;97.0
10.0;1016;7.0;2020.0;18.0;2.0;2020.0;14.0;1404;24.0;24.0;1.0;1.0;320.0;320.0;9.0;2.0;97.0;97.0
10.0;1001;1.0;2021.0;22.0;12.0;2020.0;10.0;1001;24.0;25.0;4.0;4.0;320.0;320.0;4.0;4.0;35.0;23.0
21.0;2101;2.0;2021.0;5.0;11.0;2020.0;22.0;2216;24.0;25.0;4.0;4.0;320.0;320.0;3.0;2.0;83.0;97.0
12.0;1215;5.0;2021.0;22.0;12.0;2020.0;12.0;1215;24.0;25.0;4.0;5.0;320.0;320.0;3.0;4.0;92.0;97.0
14.0;1412;1.0;2021.0;11.0;11.0;2020.0;14.0;1412;24.0;25.0;1.0;1.0;320.0;320.0;1.0;1.0;92.0;97.0
22.0;2216;10.0;2020.0;4.0;3.0;2020.0;22.0;2216;24.0;25.0;4.0;4.0;320.0;320.0;4.0;3.0;99.0;97.0
21.0;2101;12.0;2020.0;21.0;10.0;2020.0;21.0;2107;24.0;26.0;4.0;4.0;320.0;320.0;4.0;3.0;43.0;97.0
15.0;1502;4.0;2021.0;5.0;2.0;2020.0;15.0;1502;24.0;26.0;1.0;1.0;320.0;320.0;2.0;2.0;92.0;97.0
9.0;0912;1.0;2021.0;18.0;12.0;2020.0;9.0;0911;24.0;26.0;1.0;1.0;320.0;320.0;2.0;2.0;92.0;97.0
4.0;0406;4.0;2021.0;11.0;3.0;2020.0;4.0;0406;24.0;27.0;1.0;1.0;320.0;320.0;2.0;3.0;52.0;97.0
9.0;0920;1.0;2021.0;11.0;11.0;2020.0;9.0;0920;24.0;27.0;4.0;4.0;320.0;320.0;3.0;4.0;97.0;97.0
3.0;0309;12.0;2020.0;8.0;12.0;2020.0;1.0;0108;24.0;27.0;4.0;4.0;320.0;320.0;4.0;4.0;97.0;97.0
12.0;1222;9.0;2020.0;10.0;9.0;2020.0;9.0;0920;24.0;29.0;4.0;4.0;320.0;320.0;4.0;5.0;32.0;33.0
1.0;0114;10.0;2020.0;13.0;10.0;2020.0;1.0;0114;24.0;29.0;4.0;4.0;320.0;320.0;4.0;4.0;35.0;97.0
1.0;0101;11.0;2020.0;15.0;10.0;2020.0;1.0;0101;24.0;29.0;4.0;9.0;320.0;320.0;4.0;4.0;97.0;97.0
12.0;1201;9.0;2020.0;2.0;3.0;2020.0;12.0;1201;24.0;31.0;4.0;4.0;320.0;320.0;4.0;5.0;31.0;21.0
1.0;0101;1.0;2020.0;13.0;1.0;2020.0;1.0;0101;24.0;31.0;4.0;4.0;320.0;320.0;4.0;4.0;35.0;35.0
13.0;1326;5.0;2021.0;6.0;10.0;2020.0;13.0;1326;24.0;37.0;4.0;4.0;320.0;320.0;4.0;4.0;97.0;97.0
1.0;0101;9.0;2020.0;9.0;3.0;2020.0;22.0;2205;25.0;19.0;4.0;4.0;320.0;320.0;5.0;3.0;97.0;97.0
13.0;1303;4.0;2021.0;14.0;12.0;2020.0;13.0;1301;25.0;20.0;4.0;9.0;320.0;320.0;4.0;1.0;97.0;97.0
1.0;0117;3.0;2020.0;5.0;2.0;2020.0;1.0;0117;25.0;21.0;4.0;4.0;320.0;320.0;4.0;4.0;33.0;97.0
1.0;0101;6.0;2021.0;13.0;10.0;2020.0;1.0;0101;25.0;21.0;4.0;4.0;320.0;320.0;3.0;4.0;52.0;97.0
10.0;1001;2.0;2020.0;16.0;1.0;2020.0;10.0;1001;25.0;21.0;4.0;4.0;320.0;320.0;4.0;4.0;97.0;23.0
1.0;0101;10.0;2020.0;12.0;10.0;2020.0;1.0;0107;25.0;21.0;4.0;9.0;320.0;320.0;2.0;2.0;97.0;97.0
14.0;1412;2.0;2021.0;20.0;8.0;2020.0;14.0;1412;25.0;22.0;4.0;4.0;320.0;320.0;4.0;4.0;23.0;35.0
12.0;1220;1.0;2021.0;9.0;10.0;2020.0;9.0;0921;25.0;22.0;4.0;4.0;320.0;320.0;2.0;3.0;92.0;51.0
1.0;0101;12.0;2020.0;28.0;10.0;2020.0;1.0;0101;25.0;22.0;4.0;5.0;320.0;320.0;4.0;4.0;97.0;97.0
1.0;0115;2.0;2021.0;12.0;10.0;2020.0;1.0;0115;25.0;22.0;4.0;9.0;320.0;320.0;3.0;4.0;99.0;97.0
21.0;2101;6.0;2021.0;21.0;10.0;2020.0;21.0;2101;25.0;23.0;4.0;9.0;320.0;320.0;4.0;4.0;33.0;35.0
1.0;0114;2.0;2020.0;7.0;2.0;2020.0;1.0;0114;25.0;23.0;4.0;4.0;320.0;320.0;4.0;3.0;43.0;97.0
17.0;1712;3.0;2021.0;29.0;12.0;2020.0;17.0;1712;25.0;23.0;4.0;4.0;320.0;320.0;3.0;3.0;54.0;97.0
12.0;1218;2.0;2021.0;6.0;2.0;2020.0;18.0;1805;25.0;23.0;4.0;4.0;320.0;320.0;2.0;4.0;92.0;97.0
3.0;0304;2.0;2020.0;3.0;2.0;2020.0;3.0;0304;25.0;23.0;1.0;1.0;320.0;320.0;2.0;2.0;92.0;97.0
10.0;1003;10.0;2020.0;26.0;2.0;2020.0;10.0;1003;25.0;23.0;4.0;4.0;320.0;320.0;3.0;4.0;97.0;23.0
1.0;0101;3.0;2020.0;17.0;2.0;2020.0;1.0;0101;25.0;23.0;4.0;4.0;320.0;320.0;2.0;4.0;97.0;51.0
1.0;0101;11.0;2020.0;15.0;10.0;2020.0;1.0;0115;25.0;23.0;4.0;5.0;320.0;320.0;4.0;3.0;97.0;97.0
1.0;0101;3.0;2020.0;4.0;2.0;2020.0;1.0;0101;25.0;23.0;4.0;4.0;320.0;320.0;3.0;3.0;97.0;97.0
18.0;1801;10.0;2020.0;3.0;9.0;2020.0;18.0;1801;25.0;23.0;4.0;4.0;320.0;320.0;3.0;4.0;97.0;97.0
18.0;1801;2.0;2020.0;13.0;2.0;2020.0;18.0;1801;25.0;24.0;4.0;4.0;320.0;320.0;4.0;4.0;33.0;33.0
14.0;1406;1.0;2021.0;5.0;10.0;2020.0;14.0;1406;25.0;24.0;1.0;1.0;320.0;320.0;2.0;4.0;52.0;97.0
1.0;0101;1.0;2021.0;15.0;10.0;2020.0;1.0;0110;25.0;24.0;4.0;4.0;320.0;320.0;4.0;4.0;54.0;97.0
8.0;0802;1.0;2021.0;9.0;11.0;2020.0;8.0;0802;25.0;24.0;1.0;1.0;320.0;320.0;3.0;2.0;71.0;97.0
12.0;1201;3.0;2020.0;6.0;2.0;2020.0;12.0;1201;25.0;24.0;4.0;4.0;320.0;320.0;2.0;3.0;92.0;97.0
14.0;1413;11.0;2020.0;16.0;10.0;2020.0;14.0;1413;25.0;24.0;1.0;1.0;320.0;320.0;2.0;1.0;92.0;97.0
15.0;1506;3.0;2020.0;10.0;1.0;2020.0;15.0;1506;25.0;24.0;4.0;4.0;320.0;320.0;3.0;2.0;92.0;97.0
9.0;0916;10.0;2020.0;18.0;2.0;2020.0;8.0;0804;25.0;24.0;1.0;1.0;320.0;320.0;2.0;1.0;93.0;97.0
20.0;2011;7.0;2020.0;22.0;1.0;2020.0;20.0;2011;25.0;24.0;9.0;4.0;320.0;320.0;1.0;4.0;97.0;23.0
17.0;1707;11.0;2020.0;9.0;11.0;2020.0;17.0;1707;25.0;24.0;4.0;4.0;320.0;320.0;3.0;4.0;97.0;97.0
9.0;0923;11.0;2020.0;4.0;11.0;2020.0;9.0;0901;25.0;24.0;4.0;4.0;320.0;320.0;4.0;4.0;97.0;97.0
16.0;1601;4.0;2020.0;17.0;1.0;2020.0;16.0;1601;25.0;24.0;4.0;4.0;320.0;320.0;5.0;5.0;97.0;97.0
1.0;0101;3.0;2020.0;2.0;3.0;2020.0;4.0;0413;25.0;24.0;4.0;9.0;320.0;320.0;3.0;9.0;97.0;97.0
1.0;0106;1.0;2021.0;21.0;10.0;2020.0;1.0;0101;25.0;25.0;1.0;4.0;320.0;320.0;3.0;4.0;32.0;32.0
9.0;0916;6.0;2020.0;22.0;1.0;2020.0;9.0;0904;25.0;25.0;4.0;4.0;320.0;320.0;4.0;4.0;33.0;43.0
8.0;0805;1.0;2021.0;25.0;9.0;2020.0;8.0;0805;25.0;25.0;1.0;1.0;320.0;320.0;2.0;2.0;52.0;97.0
5.0;0506;12.0;2020.0;15.0;10.0;2020.0;5.0;0506;25.0;25.0;4.0;4.0;320.0;320.0;2.0;3.0;83.0;97.0
14.0;1421;1.0;2021.0;11.0;11.0;2020.0;14.0;1421;25.0;25.0;4.0;4.0;320.0;320.0;2.0;3.0;92.0;97.0
9.0;0911;2.0;2020.0;4.0;2.0;2020.0;9.0;0909;25.0;25.0;1.0;1.0;320.0;320.0;2.0;4.0;92.0;97.0
9.0;0920;5.0;2021.0;21.0;12.0;2020.0;11.0;1101;25.0;25.0;4.0;4.0;320.0;320.0;3.0;3.0;92.0;97.0
5.0;0506;10.0;2020.0;25.0;2.0;2020.0;10.0;1020;25.0;25.0;4.0;4.0;320.0;320.0;2.0;2.0;92.0;97.0
22.0;2205;2.0;2021.0;10.0;8.0;2020.0;22.0;2203;25.0;25.0;4.0;4.0;320.0;320.0;3.0;3.0;97.0;97.0
6.0;0601;1.0;2021.0;1.0;12.0;2020.0;6.0;0601;25.0;25.0;4.0;4.0;320.0;320.0;4.0;3.0;97.0;97.0
1.0;0101;1.0;2020.0;14.0;1.0;2020.0;1.0;0101;25.0;25.0;4.0;4.0;320.0;320.0;3.0;4.0;97.0;97.0
6.0;0614;10.0;2020.0;1.0;10.0;2020.0;6.0;0614;25.0;25.0;4.0;4.0;320.0;320.0;3.0;4.0;97.0;97.0
20.0;2008;11.0;2020.0;30.0;1.0;2020.0;20.0;2008;25.0;25.0;4.0;4.0;320.0;320.0;3.0;4.0;97.0;97.0
6.0;0606;1.0;2020.0;20.0;1.0;2020.0;6.0;0612;25.0;26.0;4.0;4.0;320.0;320.0;4.0;9.0;23.0;43.0
13.0;1324;11.0;2020.0;5.0;2.0;2020.0;13.0;1324;25.0;26.0;4.0;4.0;320.0;320.0;4.0;4.0;23.0;97.0
4.0;0401;5.0;2021.0;23.0;12.0;2020.0;4.0;0406;25.0;26.0;1.0;1.0;320.0;320.0;4.0;4.0;35.0;35.0
8.0;0802;12.0;2020.0;13.0;11.0;2020.0;8.0;0802;25.0;26.0;1.0;1.0;320.0;320.0;4.0;3.0;54.0;32.0
20.0;2001;12.0;2020.0;7.0;2.0;2020.0;20.0;2001;25.0;26.0;4.0;4.0;320.0;320.0;2.0;3.0;72.0;97.0
1.0;0115;5.0;2021.0;8.0;12.0;2020.0;1.0;0115;25.0;26.0;4.0;4.0;320.0;320.0;4.0;3.0;97.0;97.0
17.0;1701;9.0;2020.0;11.0;8.0;2020.0;17.0;1703;25.0;26.0;4.0;4.0;320.0;320.0;4.0;4.0;97.0;97.0
1.0;0101;12.0;2020.0;17.0;11.0;2020.0;1.0;0101;25.0;26.0;4.0;4.0;320.0;320.0;4.0;4.0;97.0;97.0
9.0;0912;12.0;2020.0;10.0;12.0;2020.0;9.0;0911;25.0;26.0;1.0;1.0;320.0;320.0;4.0;2.0;97.0;97.0
22.0;2202;10.0;2020.0;9.0;3.0;2020.0;22.0;2202;25.0;27.0;4.0;4.0;320.0;840.0;9.0;4.0;21.0;97.0
9.0;0901;3.0;2020.0;11.0;3.0;2020.0;9.0;0901;25.0;27.0;1.0;4.0;320.0;320.0;4.0;3.0;23.0;97.0
12.0;1203;4.0;2021.0;10.0;8.0;2020.0;12.0;1203;25.0;27.0;4.0;4.0;320.0;320.0;4.0;4.0;31.0;34.0
9.0;0901;2.0;2020.0;7.0;2.0;2020.0;9.0;0901;25.0;27.0;4.0;4.0;320.0;320.0;4.0;4.0;34.0;35.0
8.0;0801;6.0;2021.0;23.0;10.0;2020.0;8.0;0801;25.0;27.0;1.0;5.0;320.0;320.0;2.0;4.0;83.0;97.0
14.0;1415;8.0;2020.0;7.0;1.0;2020.0;14.0;1415;25.0;27.0;1.0;1.0;320.0;320.0;1.0;3.0;92.0;97.0
1.0;0101;6.0;2020.0;25.0;2.0;2020.0;1.0;0101;25.0;27.0;4.0;4.0;320.0;320.0;3.0;3.0;97.0;97.0
21.0;2101;12.0;2020.0;6.0;10.0;2020.0;21.0;2101;25.0;27.0;4.0;4.0;320.0;320.0;3.0;3.0;97.0;97.0
1.0;0101;11.0;2020.0;13.0;10.0;2020.0;1.0;0101;25.0;27.0;4.0;4.0;320.0;320.0;3.0;4.0;97.0;97.0
