DEPREG;MUPREG;MESREG;AÑOREG;DIAOCU;MESOCU;AÑOOCU;DEPOCU;MUPOCU;EDADHOM;EDADMUJ;PPERHOM;PPERMUJ;NACHOM;NACMUJ;ESCHOM;ESCMUJ;CIUOHOM;CIUOMUJ
9.0;0909;11.0;2019.0;7.0;5.0;2019.0;9.0;0909;30.0;27.0;1.0;1.0;320.0;320.0;5.0;5.0;22.0;22.0
22.0;2201;5.0;2019.0;21.0;1.0;2019.0;1.0;0101;33.0;32.0;4.0;4.0;320.0;320.0;5.0;5.0;22.0;22.0
1.0;0106;7.0;2019.0;21.0;3.0;2019.0;1.0;0101;43.0;35.0;4.0;4.0;320.0;320.0;5.0;5.0;22.0;22.0
1.0;0106;3.0;2019.0;28.0;1.0;2019.0;1.0;0106;57.0;52.0;4.0;4.0;320.0;320.0;6.0;5.0;22.0;22.0
1.0;0109;1.0;2020.0;25.0;11.0;2019.0;1.0;0113;35.0;33.0;4.0;4.0;320.0;484.0;6.0;5.0;22.0;22.0
1.0;0101;3.0;2019.0;20.0;3.0;2019.0;1.0;0108;52.0;40.0;4.0;4.0;320.0;320.0;6.0;9.0;22.0;22.0
13.0;1301;9.0;2019.0;6.0;6.0;2019.0;9.0;0901;40.0;36.0;4.0;4.0;320.0;320.0;6.0;5.0;22.0;22.0
1.0;0101;11.0;2019.0;7.0;6.0;2019.0;1.0;0101;999.0;51.0;9.0;4.0;320.0;320.0;9.0;5.0;22.0;22.0
1.0;0101;10.0;2019.0;23.0;5.0;2019.0;1.0;0101;42.0;36.0;9.0;9.0;320.0;320.0;9.0;9.0;22.0;22.0
16.0;1601;6.0;2019.0;20.0;2.0;2019.0;1.0;0113;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;22.0;22.0
19.0;1901;10.0;2019.0;11.0;9.0;2019.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;22.0;22.0
1.0;0101;3.0;2020.0;22.0;10.0;2019.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;22.0;22.0
1.0;0101;4.0;2020.0;8.0;11.0;2019.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;22.0;22.0
13.0;1301;7.0;2019.0;26.0;4.0;2019.0;13.0;1301;39.0;32.0;4.0;4.0;320.0;320.0;4.0;5.0;23.0;22.0
1.0;0101;9.0;2019.0;9.0;8.0;2019.0;1.0;0101;26.0;33.0;4.0;4.0;320.0;320.0;9.0;5.0;24.0;22.0
1.0;0101;1.0;2019.0;4.0;1.0;2019.0;19.0;1901;50.0;49.0;4.0;4.0;320.0;320.0;5.0;5.0;26.0;22.0
1.0;0101;9.0;2019.0;15.0;2.0;2019.0;1.0;0103;37.0;33.0;4.0;4.0;320.0;320.0;5.0;5.0;26.0;22.0
9.0;0914;10.0;2019.0;4.0;10.0;2019.0;9.0;0901;999.0;999.0;9.0;9.0;320.0;320.0;5.0;5.0;26.0;22.0
14.0;1401;2.0;2020.0;5.0;9.0;2019.0;14.0;1401;37.0;37.0;4.0;4.0;320.0;320.0;5.0;5.0;26.0;22.0
1.0;0101;11.0;2019.0;5.0;11.0;2019.0;1.0;0101;34.0;38.0;9.0;9.0;724.0;320.0;9.0;9.0;26.0;22.0
10.0;1001;11.0;2019.0;30.0;9.0;2019.0;10.0;1001;38.0;36.0;4.0;4.0;320.0;320.0;5.0;5.0;31.0;22.0
11.0;1101;3.0;2019.0;2.0;1.0;2019.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;31.0;22.0
11.0;1101;1.0;2020.0;13.0;6.0;2019.0;11.0;1101;40.0;36.0;4.0;4.0;320.0;320.0;4.0;5.0;35.0;22.0
21.0;2101;2.0;2020.0;4.0;11.0;2019.0;16.0;1601;39.0;36.0;4.0;4.0;320.0;320.0;3.0;5.0;52.0;22.0
9.0;0920;2.0;2020.0;2.0;12.0;2019.0;9.0;0920;31.0;41.0;4.0;4.0;320.0;320.0;4.0;5.0;52.0;22.0
9.0;0909;4.0;2019.0;21.0;1.0;2019.0;9.0;0909;44.0;48.0;1.0;1.0;320.0;320.0;4.0;5.0;52.0;22.0
1.0;0101;8.0;2019.0;12.0;7.0;2019.0;1.0;0102;999.0;999.0;9.0;9.0;320.0;320.0;1.0;9.0;83.0;22.0
13.0;1301;2.0;2020.0;5.0;11.0;2019.0;13.0;1312;29.0;30.0;4.0;4.0;320.0;320.0;2.0;5.0;92.0;22.0
1.0;0113;7.0;2019.0;13.0;2.0;2019.0;1.0;0101;36.0;37.0;9.0;4.0;320.0;320.0;1.0;5.0;97.0;22.0
1.0;0106;9.0;2019.0;1.0;8.0;2019.0;1.0;0101;35.0;41.0;9.0;4.0;320.0;320.0;1.0;5.0;97.0;22.0
1.0;0101;10.0;2019.0;26.0;6.0;2019.0;1.0;0108;38.0;39.0;4.0;4.0;320.0;320.0;4.0;5.0;97.0;22.0
9.0;0901;11.0;2019.0;15.0;11.0;2019.0;9.0;0901;36.0;34.0;4.0;4.0;320.0;320.0;4.0;5.0;97.0;22.0
1.0;0101;5.0;2019.0;11.0;2.0;2019.0;15.0;1504;36.0;36.0;4.0;4.0;320.0;320.0;4.0;5.0;97.0;22.0
3.0;0301;5.0;2019.0;14.0;5.0;2019.0;9.0;0901;32.0;33.0;4.0;4.0;320.0;320.0;4.0;9.0;97.0;22.0
1.0;0101;7.0;2019.0;20.0;5.0;2019.0;1.0;0101;30.0;30.0;4.0;4.0;320.0;320.0;4.0;5.0;97.0;22.0
9.0;0901;3.0;2019.0;7.0;3.0;2019.0;9.0;0901;30.0;31.0;4.0;4.0;320.0;320.0;5.0;5.0;97.0;22.0
1.0;0101;2.0;2019.0;9.0;1.0;2019.0;1.0;0101;30.0;28.0;1.0;4.0;320.0;320.0;5.0;5.0;97.0;22.0
1.0;0101;10.0;2019.0;12.0;9.0;2019.0;1.0;0101;42.0;36.0;4.0;4.0;320.0;320.0;5.0;5.0;97.0;22.0
1.0;0101;3.0;2019.0;15.0;2.0;2019.0;1.0;0101;40.0;37.0;4.0;5.0;320.0;320.0;5.0;5.0;97.0;22.0
1.0;0101;10.0;2019.0;17.0;7.0;2019.0;1.0;0101;49.0;49.0;4.0;4.0;320.0;320.0;5.0;5.0;97.0;22.0
3.0;0301;7.0;2019.0;27.0;5.0;2019.0;1.0;0101;999.0;999.0;9.0;9.0;152.0;320.0;9.0;9.0;97.0;22.0
1.0;0101;3.0;2020.0;22.0;7.0;2019.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;97.0;22.0
1.0;0101;10.0;2019.0;22.0;8.0;2019.0;1.0;0108;54.0;52.0;9.0;4.0;320.0;320.0;9.0;9.0;97.0;22.0
4.0;0401;10.0;2019.0;13.0;9.0;2019.0;4.0;0401;999.0;40.0;9.0;4.0;320.0;320.0;9.0;9.0;99.0;22.0
1.0;0101;10.0;2019.0;11.0;9.0;2019.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;1.0;23.0
1.0;0101;4.0;2019.0;29.0;3.0;2019.0;1.0;0101;47.0;45.0;4.0;9.0;320.0;320.0;9.0;4.0;11.0;23.0
1.0;0101;9.0;2019.0;8.0;8.0;2019.0;5.0;0502;35.0;31.0;4.0;4.0;320.0;320.0;5.0;5.0;12.0;23.0
1.0;0106;8.0;2019.0;19.0;6.0;2019.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;12.0;23.0
1.0;0113;5.0;2019.0;28.0;3.0;2019.0;1.0;0101;48.0;41.0;4.0;4.0;320.0;320.0;5.0;4.0;21.0;23.0
1.0;0101;6.0;2019.0;25.0;3.0;2019.0;1.0;0101;41.0;28.0;4.0;4.0;320.0;320.0;5.0;4.0;21.0;23.0
1.0;0101;3.0;2019.0;30.0;1.0;2019.0;3.0;0307;38.0;37.0;9.0;5.0;320.0;320.0;5.0;4.0;21.0;23.0
13.0;1301;1.0;2020.0;29.0;10.0;2019.0;13.0;1301;38.0;39.0;4.0;4.0;320.0;320.0;5.0;4.0;21.0;23.0
1.0;0103;2.0;2020.0;13.0;3.0;2019.0;1.0;0101;33.0;33.0;4.0;4.0;320.0;320.0;5.0;5.0;21.0;23.0
1.0;0101;8.0;2019.0;11.0;6.0;2019.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;21.0;23.0
13.0;1301;7.0;2019.0;23.0;5.0;2019.0;13.0;1323;67.0;63.0;1.0;1.0;320.0;320.0;5.0;5.0;22.0;23.0
21.0;2101;3.0;2019.0;30.0;1.0;2019.0;21.0;2101;27.0;26.0;4.0;4.0;320.0;320.0;4.0;4.0;23.0;23.0
21.0;2101;3.0;2019.0;21.0;1.0;2019.0;21.0;2101;49.0;25.0;4.0;4.0;320.0;320.0;4.0;4.0;23.0;23.0
14.0;1413;5.0;2019.0;10.0;1.0;2019.0;14.0;1413;30.0;29.0;1.0;1.0;320.0;320.0;4.0;4.0;23.0;23.0
15.0;1501;5.0;2019.0;7.0;2.0;2019.0;15.0;1501;59.0;47.0;4.0;4.0;320.0;320.0;4.0;4.0;23.0;23.0
10.0;1008;5.0;2019.0;21.0;1.0;2019.0;10.0;1008;24.0;24.0;1.0;4.0;320.0;320.0;4.0;4.0;23.0;23.0
6.0;0602;5.0;2019.0;10.0;4.0;2019.0;6.0;0602;30.0;33.0;4.0;4.0;320.0;320.0;4.0;4.0;23.0;23.0
1.0;0106;5.0;2019.0;19.0;3.0;2019.0;20.0;2011;67.0;56.0;4.0;4.0;320.0;320.0;4.0;4.0;23.0;23.0
14.0;1413;6.0;2019.0;14.0;5.0;2019.0;14.0;1413;24.0;26.0;1.0;1.0;320.0;320.0;4.0;4.0;23.0;23.0
17.0;1703;8.0;2019.0;10.0;6.0;2019.0;17.0;1701;29.0;33.0;4.0;4.0;320.0;320.0;4.0;4.0;23.0;23.0
19.0;1901;8.0;2019.0;8.0;3.0;2019.0;19.0;1901;31.0;30.0;4.0;4.0;320.0;320.0;4.0;4.0;23.0;23.0
21.0;2101;8.0;2019.0;2.0;8.0;2019.0;21.0;2101;40.0;34.0;9.0;9.0;320.0;320.0;4.0;4.0;23.0;23.0
21.0;2101;9.0;2019.0;9.0;8.0;2019.0;21.0;2107;32.0;32.0;4.0;4.0;320.0;320.0;4.0;4.0;23.0;23.0
14.0;1401;9.0;2019.0;10.0;7.0;2019.0;14.0;1401;44.0;31.0;4.0;4.0;320.0;320.0;4.0;4.0;23.0;23.0
15.0;1501;10.0;2019.0;27.0;8.0;2019.0;15.0;1501;25.0;24.0;4.0;4.0;320.0;320.0;4.0;4.0;23.0;23.0
17.0;1713;10.0;2019.0;10.0;9.0;2019.0;17.0;1706;29.0;29.0;4.0;4.0;320.0;320.0;4.0;4.0;23.0;23.0
17.0;1712;10.0;2019.0;12.0;9.0;2019.0;17.0;1709;36.0;32.0;4.0;4.0;320.0;320.0;4.0;4.0;23.0;23.0
7.0;0706;10.0;2019.0;16.0;7.0;2019.0;7.0;0706;35.0;35.0;1.0;1.0;320.0;320.0;4.0;4.0;23.0;23.0
21.0;2101;1.0;2020.0;4.0;11.0;2019.0;21.0;2104;29.0;30.0;4.0;4.0;320.0;320.0;4.0;4.0;23.0;23.0
4.0;0401;1.0;2020.0;29.0;10.0;2019.0;4.0;0411;45.0;44.0;4.0;4.0;320.0;320.0;4.0;4.0;23.0;23.0
7.0;0701;3.0;2020.0;9.0;12.0;2019.0;7.0;0701;37.0;33.0;1.0;1.0;320.0;320.0;4.0;4.0;23.0;23.0
14.0;1413;7.0;2019.0;2.0;4.0;2019.0;14.0;1405;38.0;999.0;4.0;9.0;320.0;320.0;4.0;9.0;23.0;23.0
1.0;0114;1.0;2020.0;9.0;7.0;2019.0;1.0;0101;35.0;31.0;4.0;4.0;320.0;320.0;4.0;4.0;23.0;23.0
8.0;0801;11.0;2019.0;1.0;10.0;2019.0;8.0;0801;28.0;27.0;1.0;9.0;320.0;320.0;4.0;9.0;23.0;23.0
16.0;1603;5.0;2019.0;13.0;3.0;2019.0;16.0;1602;60.0;43.0;1.0;4.0;320.0;320.0;4.0;4.0;23.0;23.0
10.0;1001;9.0;2019.0;30.0;7.0;2019.0;10.0;1001;25.0;23.0;4.0;4.0;320.0;320.0;4.0;4.0;23.0;23.0
12.0;1215;12.0;2019.0;27.0;9.0;2019.0;12.0;1215;32.0;42.0;4.0;4.0;320.0;320.0;4.0;4.0;23.0;23.0
10.0;1004;5.0;2020.0;2.0;12.0;2019.0;10.0;1010;28.0;28.0;4.0;4.0;320.0;320.0;4.0;4.0;23.0;23.0
21.0;2101;4.0;2019.0;21.0;2.0;2019.0;21.0;2101;32.0;28.0;4.0;4.0;320.0;320.0;4.0;4.0;23.0;23.0
