DEPREG;MUPREG;MESREG;AÑOREG;DIAOCU;MESOCU;AÑOOCU;DEPOCU;MUPOCU;EDADHOM;EDADMUJ;PUEHOM;PUEMUJ;NACHOM;NACMUJ;ESCHOM;ESCMUJ;CIUOHOM;CIUOMUJ
22.0;2213;12.0;2015.0;22.0;9.0;2015.0;6.0;0606;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;99.0;99.0
6.0;0604;9.0;2015.0;4.0;8.0;2015.0;6.0;0604;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;99.0;99.0
6.0;0604;7.0;2015.0;18.0;6.0;2015.0;6.0;0604;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;99.0;99.0
21.0;2101;11.0;2015.0;19.0;8.0;2015.0;6.0;0604;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;99.0;99.0
22.0;2217;2.0;2016.0;11.0;11.0;2015.0;6.0;0604;999.0;999.0;4.0;9.0;320.0;320.0;9.0;9.0;99.0;99.0
1.0;0101;12.0;2015.0;26.0;10.0;2015.0;6.0;0603;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;99.0;99.0
1.0;0115;7.0;2015.0;8.0;4.0;2015.0;6.0;0603;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;99.0;99.0
6.0;0603;10.0;2015.0;29.0;9.0;2015.0;6.0;0603;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;99.0;99.0
6.0;0603;5.0;2015.0;24.0;3.0;2015.0;6.0;0603;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;99.0;99.0
6.0;0614;6.0;2015.0;1.0;6.0;2015.0;6.0;0603;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;99.0;99.0
6.0;0610;11.0;2015.0;22.0;10.0;2015.0;6.0;0602;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;99.0;99.0
6.0;0601;1.0;2016.0;28.0;10.0;2015.0;6.0;0601;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;99.0;99.0
6.0;0601;10.0;2015.0;14.0;9.0;2015.0;6.0;0601;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;99.0;99.0
6.0;0601;9.0;2015.0;25.0;8.0;2015.0;6.0;0601;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;99.0;99.0
6.0;0601;6.0;2015.0;4.0;6.0;2015.0;6.0;0601;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;99.0;99.0
6.0;0601;9.0;2015.0;26.0;2.0;2015.0;6.0;0601;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;99.0;99.0
1.0;0101;5.0;2015.0;20.0;4.0;2015.0;5.0;0513;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;99.0;99.0
1.0;0101;11.0;2015.0;11.0;3.0;2015.0;5.0;0513;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;99.0;99.0
1.0;0101;7.0;2015.0;9.0;2.0;2015.0;5.0;0513;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;99.0;99.0
1.0;0115;11.0;2015.0;24.0;8.0;2015.0;5.0;0513;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;99.0;99.0
5.0;0502;8.0;2015.0;14.0;7.0;2015.0;5.0;0513;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;99.0;99.0
5.0;0513;12.0;2015.0;4.0;12.0;2015.0;5.0;0513;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;99.0;99.0
5.0;0513;5.0;2016.0;27.0;10.0;2015.0;5.0;0513;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;99.0;99.0
5.0;0513;1.0;2016.0;30.0;9.0;2015.0;5.0;0513;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;99.0;99.0
5.0;0513;11.0;2015.0;16.0;9.0;2015.0;5.0;0513;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;99.0;99.0
5.0;0513;9.0;2015.0;27.0;7.0;2015.0;5.0;0513;999.0;999.0;9.0;4.0;320.0;320.0;9.0;9.0;99.0;99.0
5.0;0513;5.0;2016.0;18.0;6.0;2015.0;5.0;0513;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;99.0;99.0
5.0;0513;7.0;2015.0;10.0;6.0;2015.0;5.0;0513;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;99.0;99.0
5.0;0513;7.0;2015.0;10.0;6.0;2015.0;5.0;0513;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;99.0;99.0
5.0;0513;7.0;2015.0;25.0;5.0;2015.0;5.0;0513;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;99.0;99.0
5.0;0513;5.0;2015.0;15.0;4.0;2015.0;5.0;0513;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;99.0;99.0
5.0;0513;5.0;2015.0;16.0;3.0;2015.0;5.0;0513;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;99.0;99.0
5.0;0513;4.0;2015.0;16.0;3.0;2015.0;5.0;0513;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;99.0;99.0
17.0;1701;11.0;2015.0;14.0;8.0;2015.0;5.0;0513;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;99.0;99.0
5.0;0513;6.0;2015.0;22.0;5.0;2015.0;5.0;0511;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;99.0;99.0
5.0;0510;2.0;2016.0;20.0;11.0;2015.0;5.0;0510;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;99.0;99.0
1.0;0114;3.0;2016.0;30.0;11.0;2015.0;5.0;0509;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;99.0;99.0
5.0;0509;6.0;2016.0;8.0;9.0;2015.0;5.0;0509;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;99.0;99.0
5.0;0509;3.0;2015.0;28.0;1.0;2015.0;5.0;0509;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;99.0;99.0
5.0;0512;2.0;2016.0;3.0;12.0;2015.0;5.0;0509;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;99.0;99.0
1.0;0101;5.0;2015.0;10.0;4.0;2015.0;5.0;0507;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;99.0;99.0
1.0;0101;3.0;2015.0;20.0;1.0;2015.0;5.0;0507;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;99.0;99.0
5.0;0503;3.0;2015.0;28.0;1.0;2015.0;5.0;0507;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;99.0;99.0
5.0;0507;10.0;2015.0;7.0;7.0;2015.0;5.0;0507;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;99.0;99.0
5.0;0507;9.0;2015.0;26.0;5.0;2015.0;5.0;0507;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;99.0;99.0
5.0;0507;5.0;2015.0;9.0;3.0;2015.0;5.0;0507;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;99.0;99.0
11.0;1101;7.0;2015.0;8.0;4.0;2015.0;5.0;0507;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;99.0;99.0
1.0;0101;11.0;2015.0;14.0;9.0;2015.0;5.0;0506;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;99.0;99.0
1.0;0101;3.0;2016.0;9.0;9.0;2015.0;5.0;0506;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;99.0;99.0
1.0;0101;8.0;2015.0;5.0;6.0;2015.0;5.0;0506;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;99.0;99.0
1.0;0101;11.0;2015.0;20.0;4.0;2015.0;5.0;0506;999.0;38.0;9.0;9.0;320.0;320.0;9.0;9.0;99.0;99.0
4.0;0401;8.0;2015.0;10.0;7.0;2015.0;5.0;0506;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;99.0;99.0
5.0;0503;5.0;2015.0;31.0;3.0;2015.0;5.0;0506;46.0;44.0;9.0;9.0;320.0;320.0;9.0;9.0;99.0;99.0
5.0;0506;1.0;2016.0;24.0;11.0;2015.0;5.0;0506;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;99.0;99.0
5.0;0506;2.0;2016.0;30.0;10.0;2015.0;5.0;0506;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;99.0;99.0
5.0;0506;11.0;2015.0;21.0;10.0;2015.0;5.0;0506;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;99.0;99.0
5.0;0506;10.0;2015.0;13.0;10.0;2015.0;5.0;0506;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;99.0;99.0
5.0;0506;8.0;2015.0;23.0;7.0;2015.0;5.0;0506;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;99.0;99.0
5.0;0506;1.0;2016.0;14.0;7.0;2015.0;5.0;0506;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;99.0;99.0
5.0;0506;3.0;2016.0;29.0;6.0;2015.0;5.0;0506;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;99.0;99.0
5.0;0506;11.0;2015.0;26.0;6.0;2015.0;5.0;0506;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;99.0;99.0
5.0;0506;9.0;2015.0;22.0;6.0;2015.0;5.0;0506;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;99.0;99.0
5.0;0506;8.0;2015.0;19.0;6.0;2015.0;5.0;0506;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;99.0;99.0
5.0;0506;10.0;2015.0;21.0;5.0;2015.0;5.0;0506;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;99.0;99.0
5.0;0506;6.0;2015.0;19.0;5.0;2015.0;5.0;0506;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;99.0;99.0
5.0;0506;10.0;2015.0;13.0;5.0;2015.0;5.0;0506;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;99.0;99.0
5.0;0506;8.0;2015.0;13.0;5.0;2015.0;5.0;0506;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;99.0;99.0
5.0;0506;7.0;2015.0;5.0;5.0;2015.0;5.0;0506;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;99.0;99.0
5.0;0506;5.0;2015.0;23.0;2.0;2015.0;5.0;0506;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;99.0;99.0
5.0;0506;11.0;2015.0;17.0;2.0;2015.0;5.0;0506;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;99.0;99.0
5.0;0506;4.0;2015.0;21.0;1.0;2015.0;5.0;0506;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;99.0;99.0
10.0;1020;12.0;2015.0;30.0;10.0;2015.0;5.0;0506;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;99.0;99.0
10.0;1020;11.0;2015.0;17.0;9.0;2015.0;5.0;0506;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;99.0;99.0
10.0;1020;11.0;2015.0;16.0;9.0;2015.0;5.0;0506;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;99.0;99.0
10.0;1020;11.0;2015.0;8.0;9.0;2015.0;5.0;0506;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;99.0;99.0
11.0;1101;6.0;2015.0;6.0;4.0;2015.0;5.0;0506;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;99.0;99.0
1.0;0101;8.0;2015.0;6.0;7.0;2015.0;5.0;0505;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;99.0;99.0
1.0;0101;7.0;2015.0;19.0;5.0;2015.0;5.0;0505;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;99.0;99.0
5.0;0505;9.0;2015.0;6.0;8.0;2015.0;5.0;0505;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;99.0;99.0
5.0;0505;1.0;2016.0;7.0;7.0;2015.0;5.0;0505;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;99.0;99.0
5.0;0505;2.0;2016.0;24.0;6.0;2015.0;5.0;0505;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;99.0;99.0
5.0;0505;4.0;2015.0;20.0;3.0;2015.0;5.0;0505;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;99.0;99.0
5.0;0505;4.0;2015.0;16.0;3.0;2015.0;5.0;0505;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;99.0;99.0
5.0;0505;5.0;2015.0;9.0;3.0;2015.0;5.0;0505;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;99.0;99.0
5.0;0508;3.0;2015.0;27.0;2.0;2015.0;5.0;0505;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;99.0;99.0
5.0;0504;7.0;2015.0;25.0;5.0;2015.0;5.0;0504;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;99.0;99.0
5.0;0502;6.0;2015.0;19.0;3.0;2015.0;5.0;0503;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;99.0;99.0
5.0;0512;5.0;2015.0;29.0;4.0;2015.0;5.0;0503;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;99.0;99.0
1.0;0101;2.0;2016.0;16.0;9.0;2015.0;5.0;0502;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;99.0;99.0
1.0;0109;3.0;2016.0;6.0;10.0;2015.0;5.0;0502;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;99.0;99.0
5.0;0502;5.0;2016.0;8.0;12.0;2015.0;5.0;0502;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;99.0;99.0
5.0;0502;2.0;2016.0;11.0;11.0;2015.0;5.0;0502;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;99.0;99.0
5.0;0502;2.0;2016.0;9.0;11.0;2015.0;5.0;0502;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;99.0;99.0
5.0;0502;4.0;2016.0;30.0;9.0;2015.0;5.0;0502;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;99.0;99.0
5.0;0502;11.0;2015.0;10.0;9.0;2015.0;5.0;0502;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;99.0;99.0
5.0;0502;12.0;2015.0;25.0;8.0;2015.0;5.0;0502;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;99.0;99.0
5.0;0502;12.0;2015.0;24.0;8.0;2015.0;5.0;0502;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;99.0;99.0
5.0;0502;8.0;2015.0;15.0;7.0;2015.0;5.0;0502;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;99.0;99.0
5.0;0502;9.0;2015.0;10.0;7.0;2015.0;5.0;0502;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;99.0;99.0
5.0;0502;7.0;2015.0;1.0;6.0;2015.0;5.0;0502;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;99.0;99.0
5.0;0502;5.0;2015.0;3.0;3.0;2015.0;5.0;0502;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;99.0;99.0
5.0;0502;5.0;2015.0;10.0;2.0;2015.0;5.0;0502;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;99.0;99.0
5.0;0502;1.0;2016.0;26.0;1.0;2015.0;5.0;0502;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;99.0;99.0
5.0;0504;5.0;2016.0;4.0;12.0;2015.0;5.0;0502;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;99.0;99.0
5.0;0504;2.0;2016.0;4.0;12.0;2015.0;5.0;0502;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;99.0;99.0
5.0;0504;1.0;2016.0;15.0;11.0;2015.0;5.0;0502;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;99.0;99.0
5.0;0504;5.0;2016.0;10.0;11.0;2015.0;5.0;0502;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;99.0;99.0
5.0;0504;12.0;2015.0;30.0;9.0;2015.0;5.0;0502;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;99.0;99.0
5.0;0504;10.0;2015.0;31.0;8.0;2015.0;5.0;0502;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;99.0;99.0
5.0;0504;12.0;2015.0;7.0;8.0;2015.0;5.0;0502;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;99.0;99.0
5.0;0504;8.0;2015.0;23.0;3.0;2015.0;5.0;0502;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;99.0;99.0
11.0;1101;6.0;2015.0;25.0;3.0;2015.0;5.0;0502;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;99.0;99.0
5.0;0501;1.0;2016.0;11.0;11.0;2015.0;5.0;0501;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;99.0;99.0
5.0;0501;12.0;2015.0;21.0;10.0;2015.0;5.0;0501;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;99.0;99.0
5.0;0501;10.0;2015.0;25.0;9.0;2015.0;5.0;0501;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;99.0;99.0
5.0;0501;10.0;2015.0;25.0;9.0;2015.0;5.0;0501;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;99.0;99.0
5.0;0501;11.0;2015.0;27.0;7.0;2015.0;5.0;0501;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;99.0;99.0
5.0;0501;1.0;2016.0;16.0;7.0;2015.0;5.0;0501;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;99.0;99.0
5.0;0501;6.0;2015.0;5.0;6.0;2015.0;5.0;0501;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;99.0;99.0
5.0;0501;8.0;2015.0;29.0;5.0;2015.0;5.0;0501;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;99.0;99.0
5.0;0501;7.0;2015.0;25.0;5.0;2015.0;5.0;0501;999.0;33.0;9.0;9.0;320.0;320.0;9.0;9.0;99.0;99.0
5.0;0501;8.0;2015.0;10.0;3.0;2015.0;5.0;0501;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;99.0;99.0
5.0;0503;4.0;2015.0;23.0;2.0;2015.0;5.0;0501;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;99.0;99.0
6.0;0609;11.0;2015.0;31.0;8.0;2015.0;5.0;0501;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;99.0;99.0
9.0;0913;5.0;2015.0;21.0;5.0;2015.0;5.0;0501;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;99.0;99.0
4.0;0415;11.0;2015.0;25.0;5.0;2015.0;4.0;0415;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;99.0;99.0
4.0;0415;6.0;2015.0;4.0;3.0;2015.0;4.0;0415;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;99.0;99.0
4.0;0413;1.0;2016.0;14.0;9.0;2015.0;4.0;0413;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;99.0;99.0
4.0;0413;11.0;2015.0;24.0;8.0;2015.0;4.0;0413;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;99.0;99.0
1.0;0101;11.0;2015.0;30.0;9.0;2015.0;4.0;0411;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;99.0;99.0
5.0;0510;1.0;2016.0;21.0;10.0;2015.0;4.0;0408;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;99.0;99.0
4.0;0406;10.0;2015.0;21.0;7.0;2015.0;4.0;0406;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;99.0;99.0
11.0;1101;4.0;2015.0;6.0;3.0;2015.0;4.0;0404;48.0;43.0;1.0;1.0;320.0;320.0;9.0;9.0;99.0;99.0
1.0;0101;1.0;2016.0;14.0;12.0;2015.0;4.0;0403;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;99.0;99.0
1.0;0108;2.0;2016.0;21.0;12.0;2015.0;4.0;0403;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;99.0;99.0
3.0;0302;10.0;2015.0;7.0;9.0;2015.0;4.0;0403;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;99.0;99.0
3.0;0302;4.0;2015.0;12.0;3.0;2015.0;4.0;0403;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;99.0;99.0
3.0;0304;2.0;2016.0;3.0;11.0;2015.0;4.0;0403;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;99.0;99.0
4.0;0403;11.0;2015.0;23.0;6.0;2015.0;4.0;0403;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;99.0;99.0
4.0;0403;11.0;2015.0;1.0;6.0;2015.0;4.0;0403;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;99.0;99.0
4.0;0403;5.0;2015.0;19.0;3.0;2015.0;4.0;0403;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;99.0;99.0
4.0;0403;4.0;2015.0;13.0;2.0;2015.0;4.0;0403;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;99.0;99.0
4.0;0403;8.0;2015.0;4.0;2.0;2015.0;4.0;0403;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;99.0;99.0
4.0;0414;1.0;2016.0;11.0;12.0;2015.0;4.0;0402;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;99.0;99.0
4.0;0401;1.0;2016.0;23.0;10.0;2015.0;4.0;0401;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;99.0;99.0
4.0;0401;6.0;2016.0;22.0;10.0;2015.0;4.0;0401;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;99.0;99.0
4.0;0401;11.0;2015.0;16.0;10.0;2015.0;4.0;0401;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;99.0;99.0
4.0;0401;10.0;2015.0;17.0;8.0;2015.0;4.0;0401;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;99.0;99.0
4.0;0401;12.0;2015.0;1.0;7.0;2015.0;4.0;0401;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;99.0;99.0
4.0;0401;9.0;2015.0;11.0;5.0;2015.0;4.0;0401;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;99.0;99.0
4.0;0401;6.0;2015.0;24.0;4.0;2015.0;4.0;0401;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;99.0;99.0
4.0;0401;5.0;2015.0;6.0;4.0;2015.0;4.0;0401;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;99.0;99.0
4.0;0401;6.0;2015.0;26.0;2.0;2015.0;4.0;0401;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;99.0;99.0
4.0;0401;5.0;2015.0;9.0;1.0;2015.0;4.0;0401;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;99.0;99.0
14.0;1401;9.0;2015.0;17.0;7.0;2015.0;4.0;0401;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;99.0;99.0
3.0;0313;7.0;2015.0;18.0;5.0;2015.0;3.0;0313;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;99.0;99.0
3.0;0301;5.0;2016.0;21.0;9.0;2015.0;3.0;0312;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;99.0;99.0
3.0;0312;3.0;2016.0;30.0;9.0;2015.0;3.0;0312;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;99.0;99.0
3.0;0312;11.0;2015.0;18.0;9.0;2015.0;3.0;0312;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;99.0;99.0
3.0;0308;6.0;2015.0;6.0;4.0;2015.0;3.0;0309;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;99.0;99.0
3.0;0309;8.0;2015.0;31.0;3.0;2015.0;3.0;0309;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;99.0;99.0
3.0;0309;11.0;2015.0;27.0;2.0;2015.0;3.0;0309;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;99.0;99.0
3.0;0301;10.0;2015.0;10.0;8.0;2015.0;3.0;0308;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;99.0;99.0
3.0;0308;2.0;2016.0;30.0;9.0;2015.0;3.0;0308;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;99.0;99.0
3.0;0308;10.0;2015.0;12.0;6.0;2015.0;3.0;0308;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;99.0;99.0
4.0;0415;11.0;2015.0;29.0;9.0;2015.0;3.0;0308;29.0;32.0;9.0;9.0;320.0;320.0;9.0;9.0;99.0;99.0
1.0;0101;10.0;2015.0;7.0;4.0;2015.0;3.0;0307;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;99.0;99.0
3.0;0307;2.0;2016.0;19.0;10.0;2015.0;3.0;0307;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;99.0;99.0
3.0;0303;4.0;2015.0;10.0;3.0;2015.0;3.0;0303;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;99.0;99.0
1.0;0101;1.0;2016.0;19.0;10.0;2015.0;3.0;0302;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;99.0;99.0
3.0;0301;10.0;2015.0;18.0;9.0;2015.0;3.0;0302;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;99.0;99.0
3.0;0302;2.0;2016.0;14.0;10.0;2015.0;3.0;0302;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;99.0;99.0
4.0;0414;6.0;2015.0;26.0;1.0;2015.0;3.0;0302;27.0;27.0;9.0;9.0;320.0;320.0;9.0;9.0;99.0;99.0
1.0;0101;2.0;2016.0;28.0;10.0;2015.0;3.0;0301;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;99.0;99.0
1.0;0101;11.0;2015.0;6.0;10.0;2015.0;3.0;0301;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;99.0;99.0
1.0;0101;9.0;2015.0;20.0;8.0;2015.0;3.0;0301;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;99.0;99.0
1.0;0101;10.0;2015.0;19.0;6.0;2015.0;3.0;0301;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;99.0;99.0
1.0;0101;12.0;2015.0;12.0;6.0;2015.0;3.0;0301;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;99.0;99.0
1.0;0101;7.0;2015.0;19.0;5.0;2015.0;3.0;0301;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;99.0;99.0
1.0;0101;4.0;2016.0;5.0;2.0;2015.0;3.0;0301;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;99.0;99.0
3.0;0301;12.0;2015.0;16.0;10.0;2015.0;3.0;0301;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;99.0;99.0
3.0;0301;12.0;2015.0;20.0;7.0;2015.0;3.0;0301;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;99.0;99.0
