DEPREG;MUPREG;MESREG;AÑOREG;DIAOCU;MESOCU;AÑOOCU;DEPOCU;MUPOCU;EDADHOM;EDADMUJ;PUEHOM;PUEMUJ;NACHOM;NACMUJ;ESCHOM;ESCMUJ;CIUOHOM;CIUOMUJ
19.0;1904;3.0;2015.0;29.0;1.0;2015.0;19.0;1904;999.0;999.0;9.0;9.0;320.0;320.0;1.0;9.0;99.0;99.0
19.0;1901;5.0;2015.0;6.0;5.0;2015.0;19.0;1901;999.0;999.0;9.0;9.0;320.0;320.0;1.0;9.0;99.0;99.0
18.0;1804;4.0;2016.0;11.0;11.0;2015.0;18.0;1804;999.0;999.0;9.0;9.0;320.0;320.0;1.0;9.0;99.0;99.0
18.0;1804;10.0;2015.0;8.0;9.0;2015.0;18.0;1804;999.0;999.0;9.0;9.0;320.0;320.0;1.0;9.0;99.0;99.0
5.0;0501;2.0;2016.0;8.0;5.0;2015.0;18.0;1802;999.0;999.0;9.0;9.0;320.0;320.0;1.0;9.0;99.0;99.0
1.0;0101;3.0;2016.0;5.0;6.0;2015.0;15.0;1503;999.0;999.0;9.0;9.0;320.0;320.0;1.0;9.0;99.0;99.0
1.0;0101;8.0;2015.0;27.0;2.0;2015.0;15.0;1501;52.0;999.0;9.0;9.0;320.0;320.0;1.0;9.0;99.0;99.0
17.0;1703;8.0;2015.0;10.0;7.0;2015.0;14.0;1420;999.0;999.0;1.0;9.0;320.0;320.0;1.0;9.0;99.0;99.0
14.0;1405;9.0;2015.0;18.0;5.0;2015.0;14.0;1405;999.0;999.0;9.0;9.0;320.0;320.0;1.0;9.0;99.0;99.0
14.0;1404;9.0;2015.0;7.0;8.0;2015.0;14.0;1401;999.0;999.0;9.0;9.0;320.0;320.0;1.0;9.0;99.0;99.0
11.0;1101;11.0;2015.0;15.0;10.0;2015.0;13.0;1326;36.0;999.0;9.0;9.0;320.0;320.0;1.0;9.0;99.0;99.0
12.0;1222;8.0;2015.0;2.0;2.0;2015.0;12.0;1222;999.0;999.0;9.0;9.0;320.0;320.0;1.0;9.0;99.0;99.0
12.0;1215;11.0;2015.0;11.0;8.0;2015.0;12.0;1215;999.0;999.0;4.0;4.0;320.0;320.0;1.0;9.0;99.0;99.0
11.0;1104;6.0;2016.0;12.0;10.0;2015.0;11.0;1105;999.0;999.0;9.0;9.0;320.0;320.0;1.0;9.0;99.0;99.0
11.0;1101;8.0;2015.0;1.0;6.0;2015.0;11.0;1101;999.0;999.0;9.0;9.0;320.0;320.0;1.0;9.0;99.0;99.0
1.0;0101;9.0;2015.0;3.0;8.0;2015.0;10.0;1011;999.0;999.0;9.0;9.0;320.0;320.0;1.0;9.0;99.0;99.0
9.0;0901;11.0;2015.0;8.0;5.0;2015.0;9.0;0901;999.0;999.0;4.0;4.0;320.0;320.0;1.0;9.0;99.0;99.0
8.0;0802;11.0;2015.0;20.0;8.0;2015.0;8.0;0802;999.0;999.0;9.0;9.0;320.0;320.0;1.0;9.0;99.0;99.0
8.0;0802;4.0;2016.0;21.0;7.0;2015.0;8.0;0802;999.0;999.0;9.0;9.0;320.0;320.0;1.0;9.0;99.0;99.0
6.0;0602;8.0;2015.0;26.0;6.0;2015.0;6.0;0602;999.0;999.0;9.0;9.0;320.0;320.0;1.0;9.0;99.0;99.0
5.0;0506;2.0;2016.0;11.0;12.0;2015.0;5.0;0506;999.0;999.0;9.0;9.0;320.0;320.0;1.0;9.0;99.0;99.0
5.0;0503;1.0;2016.0;10.0;9.0;2015.0;5.0;0503;999.0;999.0;9.0;9.0;320.0;320.0;1.0;9.0;99.0;99.0
5.0;0502;7.0;2015.0;5.0;5.0;2015.0;5.0;0502;999.0;999.0;9.0;9.0;320.0;320.0;1.0;9.0;99.0;99.0
5.0;0504;5.0;2015.0;23.0;3.0;2015.0;5.0;0502;999.0;999.0;9.0;9.0;320.0;320.0;1.0;9.0;99.0;99.0
5.0;0501;8.0;2015.0;15.0;6.0;2015.0;5.0;0501;999.0;999.0;9.0;9.0;320.0;320.0;1.0;9.0;99.0;99.0
4.0;0401;4.0;2015.0;25.0;3.0;2015.0;4.0;0415;999.0;999.0;9.0;9.0;320.0;320.0;1.0;9.0;99.0;99.0
4.0;0401;9.0;2015.0;13.0;3.0;2015.0;4.0;0415;42.0;999.0;9.0;9.0;320.0;320.0;1.0;9.0;99.0;99.0
4.0;0401;9.0;2015.0;11.0;8.0;2015.0;4.0;0411;999.0;999.0;9.0;9.0;320.0;320.0;1.0;9.0;99.0;99.0
1.0;0101;2.0;2016.0;14.0;12.0;2015.0;4.0;0403;999.0;999.0;9.0;9.0;320.0;320.0;1.0;9.0;99.0;99.0
4.0;0401;10.0;2015.0;25.0;9.0;2015.0;4.0;0401;999.0;999.0;9.0;9.0;320.0;320.0;1.0;9.0;99.0;99.0
4.0;0401;8.0;2015.0;26.0;6.0;2015.0;4.0;0401;999.0;999.0;9.0;9.0;320.0;320.0;1.0;9.0;99.0;99.0
4.0;0401;4.0;2015.0;2.0;3.0;2015.0;4.0;0401;999.0;999.0;9.0;9.0;320.0;320.0;1.0;9.0;99.0;99.0
3.0;0312;11.0;2015.0;19.0;10.0;2015.0;3.0;0312;999.0;999.0;9.0;9.0;320.0;320.0;1.0;9.0;99.0;99.0
1.0;0108;9.0;2015.0;23.0;4.0;2015.0;3.0;0309;999.0;999.0;9.0;9.0;320.0;320.0;1.0;9.0;99.0;99.0
1.0;0101;7.0;2015.0;20.0;5.0;2015.0;3.0;0301;999.0;999.0;9.0;9.0;320.0;320.0;1.0;9.0;99.0;99.0
3.0;0301;1.0;2016.0;5.0;10.0;2015.0;3.0;0301;999.0;999.0;9.0;9.0;320.0;320.0;1.0;9.0;99.0;99.0
3.0;0301;9.0;2015.0;18.0;5.0;2015.0;3.0;0301;999.0;999.0;9.0;9.0;320.0;320.0;1.0;9.0;99.0;99.0
3.0;0301;2.0;2015.0;19.0;1.0;2015.0;3.0;0301;44.0;999.0;4.0;4.0;320.0;320.0;1.0;9.0;99.0;99.0
3.0;0308;2.0;2015.0;27.0;1.0;2015.0;3.0;0301;999.0;999.0;9.0;9.0;320.0;320.0;1.0;9.0;99.0;99.0
2.0;0207;3.0;2015.0;26.0;2.0;2015.0;2.0;0207;999.0;999.0;9.0;9.0;320.0;320.0;1.0;9.0;99.0;99.0
2.0;0201;4.0;2015.0;7.0;4.0;2015.0;2.0;0201;999.0;999.0;9.0;9.0;320.0;320.0;1.0;9.0;99.0;99.0
1.0;0101;2.0;2016.0;14.0;12.0;2015.0;1.0;0114;999.0;999.0;9.0;9.0;320.0;320.0;1.0;9.0;99.0;99.0
1.0;0101;9.0;2015.0;20.0;5.0;2015.0;1.0;0108;999.0;999.0;9.0;9.0;320.0;320.0;1.0;9.0;99.0;99.0
1.0;0101;8.0;2015.0;19.0;6.0;2015.0;1.0;0105;45.0;999.0;9.0;9.0;320.0;320.0;1.0;9.0;99.0;99.0
1.0;0101;11.0;2015.0;12.0;10.0;2015.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;1.0;9.0;99.0;99.0
1.0;0101;1.0;2016.0;16.0;9.0;2015.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;1.0;9.0;99.0;99.0
1.0;0101;11.0;2015.0;4.0;9.0;2015.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;1.0;9.0;99.0;99.0
1.0;0101;11.0;2015.0;2.0;9.0;2015.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;1.0;9.0;99.0;99.0
1.0;0101;1.0;2016.0;16.0;7.0;2015.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;1.0;9.0;99.0;99.0
1.0;0101;7.0;2015.0;3.0;7.0;2015.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;1.0;9.0;99.0;99.0
1.0;0101;6.0;2015.0;5.0;5.0;2015.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;32.0;1.0;9.0;99.0;99.0
1.0;0101;11.0;2015.0;26.0;2.0;2015.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;1.0;9.0;99.0;99.0
4.0;0415;8.0;2015.0;20.0;4.0;2015.0;4.0;0415;999.0;999.0;9.0;9.0;720.0;320.0;1.0;9.0;99.0;99.0
1.0;0111;10.0;2015.0;11.0;9.0;2015.0;1.0;0110;999.0;999.0;9.0;9.0;1043.0;320.0;1.0;9.0;99.0;99.0
1.0;0101;8.0;2015.0;24.0;6.0;2015.0;1.0;0101;40.0;39.0;9.0;4.0;320.0;320.0;1.0;5.0;99.0;21.0
12.0;1217;9.0;2015.0;23.0;6.0;2015.0;12.0;1217;50.0;41.0;9.0;4.0;320.0;320.0;1.0;9.0;99.0;99.0
8.0;0805;3.0;2016.0;9.0;10.0;2015.0;8.0;0805;999.0;50.0;9.0;1.0;320.0;320.0;1.0;4.0;99.0;23.0
1.0;0101;5.0;2015.0;10.0;4.0;2015.0;1.0;0101;999.0;31.0;9.0;9.0;320.0;320.0;1.0;4.0;99.0;43.0
16.0;1603;7.0;2015.0;4.0;2.0;2015.0;15.0;1504;28.0;28.0;9.0;4.0;320.0;320.0;1.0;4.0;99.0;98.0
11.0;1102;6.0;2015.0;6.0;4.0;2015.0;11.0;1102;21.0;20.0;9.0;4.0;320.0;320.0;1.0;4.0;99.0;98.0
9.0;0901;9.0;2015.0;24.0;7.0;2015.0;9.0;0901;25.0;28.0;4.0;4.0;320.0;320.0;1.0;4.0;99.0;98.0
1.0;0111;11.0;2015.0;25.0;6.0;2015.0;1.0;0111;51.0;47.0;9.0;4.0;320.0;320.0;1.0;4.0;99.0;98.0
1.0;0102;8.0;2015.0;3.0;8.0;2015.0;1.0;0101;37.0;23.0;9.0;9.0;840.0;320.0;1.0;4.0;99.0;98.0
13.0;1301;4.0;2016.0;15.0;10.0;2015.0;13.0;1301;999.0;37.0;9.0;4.0;320.0;320.0;1.0;4.0;99.0;99.0
22.0;2202;9.0;2015.0;5.0;8.0;2015.0;22.0;2202;999.0;31.0;4.0;4.0;320.0;320.0;1.0;3.0;99.0;52.0
16.0;1601;6.0;2016.0;17.0;7.0;2015.0;16.0;1609;52.0;51.0;1.0;4.0;320.0;320.0;1.0;3.0;99.0;98.0
15.0;1507;6.0;2015.0;22.0;4.0;2015.0;15.0;1507;999.0;999.0;9.0;4.0;320.0;320.0;1.0;3.0;99.0;99.0
15.0;1501;5.0;2015.0;18.0;2.0;2015.0;15.0;1501;41.0;41.0;4.0;4.0;320.0;320.0;1.0;3.0;99.0;99.0
15.0;1501;4.0;2015.0;18.0;2.0;2015.0;15.0;1501;41.0;41.0;4.0;4.0;320.0;320.0;1.0;3.0;99.0;99.0
13.0;1301;8.0;2015.0;8.0;4.0;2015.0;13.0;1301;58.0;48.0;4.0;4.0;320.0;320.0;1.0;3.0;99.0;99.0
9.0;0901;3.0;2016.0;6.0;7.0;2015.0;9.0;0901;999.0;37.0;9.0;1.0;320.0;320.0;1.0;3.0;99.0;99.0
4.0;0401;4.0;2015.0;16.0;3.0;2015.0;4.0;0401;999.0;41.0;9.0;4.0;320.0;320.0;1.0;3.0;99.0;99.0
22.0;2207;5.0;2016.0;4.0;12.0;2015.0;22.0;2216;42.0;37.0;4.0;4.0;320.0;320.0;1.0;2.0;99.0;98.0
19.0;1904;3.0;2016.0;30.0;12.0;2015.0;19.0;1904;999.0;26.0;4.0;4.0;320.0;320.0;1.0;2.0;99.0;98.0
15.0;1508;7.0;2015.0;26.0;3.0;2015.0;15.0;1508;31.0;25.0;9.0;1.0;320.0;320.0;1.0;2.0;99.0;98.0
9.0;0917;11.0;2015.0;22.0;6.0;2015.0;9.0;0917;41.0;36.0;9.0;4.0;320.0;320.0;1.0;2.0;99.0;98.0
9.0;0917;10.0;2015.0;10.0;6.0;2015.0;9.0;0917;999.0;30.0;9.0;4.0;320.0;320.0;1.0;2.0;99.0;98.0
9.0;0904;10.0;2015.0;20.0;8.0;2015.0;9.0;0904;999.0;36.0;9.0;4.0;320.0;320.0;1.0;2.0;99.0;98.0
9.0;0904;3.0;2016.0;5.0;6.0;2015.0;9.0;0904;999.0;40.0;9.0;4.0;320.0;320.0;1.0;2.0;99.0;98.0
4.0;0406;5.0;2015.0;2.0;3.0;2015.0;4.0;0406;999.0;36.0;1.0;1.0;320.0;320.0;1.0;2.0;99.0;98.0
6.0;0610;3.0;2016.0;20.0;11.0;2015.0;6.0;0610;999.0;999.0;4.0;4.0;320.0;320.0;1.0;2.0;99.0;99.0
1.0;0101;5.0;2015.0;27.0;3.0;2015.0;1.0;0115;41.0;33.0;9.0;9.0;320.0;320.0;1.0;1.0;99.0;81.0
22.0;2201;7.0;2015.0;27.0;5.0;2015.0;22.0;2201;28.0;30.0;9.0;9.0;320.0;320.0;1.0;1.0;99.0;98.0
14.0;1404;6.0;2015.0;10.0;4.0;2015.0;13.0;1301;999.0;52.0;9.0;4.0;320.0;320.0;1.0;1.0;99.0;98.0
11.0;1101;8.0;2015.0;8.0;7.0;2015.0;11.0;1101;999.0;27.0;9.0;9.0;320.0;320.0;1.0;1.0;99.0;98.0
1.0;0101;3.0;2016.0;30.0;10.0;2015.0;1.0;0108;999.0;999.0;9.0;9.0;320.0;320.0;1.0;1.0;99.0;98.0
1.0;0101;12.0;2015.0;2.0;10.0;2015.0;1.0;0108;999.0;999.0;9.0;9.0;320.0;320.0;1.0;1.0;99.0;98.0
1.0;0101;6.0;2015.0;14.0;4.0;2015.0;1.0;0108;999.0;999.0;9.0;9.0;320.0;320.0;1.0;1.0;99.0;98.0
3.0;0302;1.0;2016.0;28.0;8.0;2015.0;1.0;0108;999.0;999.0;9.0;9.0;320.0;320.0;1.0;1.0;99.0;98.0
1.0;0101;8.0;2015.0;22.0;6.0;2015.0;1.0;0107;999.0;21.0;9.0;4.0;320.0;320.0;1.0;1.0;99.0;98.0
1.0;0101;6.0;2015.0;20.0;5.0;2015.0;1.0;0101;24.0;24.0;9.0;9.0;840.0;320.0;1.0;1.0;99.0;98.0
1.0;0101;3.0;2016.0;25.0;3.0;2015.0;1.0;0101;999.0;999.0;9.0;9.0;214.0;320.0;1.0;1.0;99.0;99.0
1.0;0101;7.0;2015.0;26.0;5.0;2015.0;22.0;2217;999.0;999.0;4.0;4.0;320.0;320.0;1.0;1.0;99.0;99.0
22.0;2217;1.0;2016.0;17.0;11.0;2015.0;22.0;2217;999.0;999.0;4.0;4.0;320.0;320.0;1.0;1.0;99.0;99.0
22.0;2217;7.0;2015.0;30.0;4.0;2015.0;22.0;2217;999.0;999.0;4.0;4.0;320.0;320.0;1.0;1.0;99.0;99.0
22.0;2217;5.0;2015.0;24.0;4.0;2015.0;22.0;2217;999.0;999.0;4.0;4.0;320.0;320.0;1.0;1.0;99.0;99.0
22.0;2217;8.0;2015.0;13.0;4.0;2015.0;22.0;2217;999.0;999.0;4.0;4.0;320.0;320.0;1.0;1.0;99.0;99.0
22.0;2213;11.0;2015.0;1.0;10.0;2015.0;22.0;2213;33.0;25.0;4.0;4.0;320.0;320.0;1.0;1.0;99.0;99.0
22.0;2212;7.0;2015.0;5.0;5.0;2015.0;22.0;2212;999.0;999.0;9.0;9.0;320.0;320.0;1.0;1.0;99.0;99.0
20.0;2007;4.0;2015.0;3.0;3.0;2015.0;20.0;2007;999.0;999.0;4.0;4.0;320.0;320.0;1.0;1.0;99.0;99.0
1.0;0101;7.0;2015.0;30.0;4.0;2015.0;19.0;1904;999.0;999.0;4.0;4.0;320.0;320.0;1.0;1.0;99.0;99.0
9.0;0901;12.0;2015.0;18.0;9.0;2015.0;19.0;1904;999.0;999.0;4.0;4.0;320.0;320.0;1.0;1.0;99.0;99.0
19.0;1904;11.0;2015.0;24.0;9.0;2015.0;19.0;1904;999.0;999.0;4.0;4.0;320.0;320.0;1.0;1.0;99.0;99.0
19.0;1904;2.0;2016.0;6.0;8.0;2015.0;19.0;1904;999.0;999.0;4.0;4.0;320.0;320.0;1.0;1.0;99.0;99.0
19.0;1904;9.0;2015.0;6.0;8.0;2015.0;19.0;1904;999.0;999.0;4.0;4.0;320.0;320.0;1.0;1.0;99.0;99.0
19.0;1904;9.0;2015.0;25.0;6.0;2015.0;19.0;1904;999.0;999.0;4.0;4.0;320.0;320.0;1.0;1.0;99.0;99.0
19.0;1901;8.0;2015.0;6.0;5.0;2015.0;19.0;1902;999.0;999.0;4.0;4.0;320.0;320.0;1.0;1.0;99.0;99.0
19.0;1901;2.0;2016.0;14.0;12.0;2015.0;19.0;1901;999.0;999.0;9.0;9.0;320.0;320.0;1.0;1.0;99.0;99.0
19.0;1901;11.0;2015.0;5.0;10.0;2015.0;19.0;1901;44.0;38.0;9.0;9.0;320.0;320.0;1.0;1.0;99.0;99.0
18.0;1804;8.0;2015.0;2.0;7.0;2015.0;18.0;1804;44.0;39.0;9.0;9.0;320.0;320.0;1.0;1.0;99.0;99.0
18.0;1802;7.0;2015.0;4.0;6.0;2015.0;18.0;1801;999.0;999.0;9.0;9.0;320.0;320.0;1.0;1.0;99.0;99.0
16.0;1602;1.0;2016.0;18.0;9.0;2015.0;16.0;1609;36.0;33.0;1.0;1.0;320.0;320.0;1.0;1.0;99.0;99.0
15.0;1507;7.0;2015.0;8.0;5.0;2015.0;15.0;1507;33.0;26.0;4.0;4.0;320.0;320.0;1.0;1.0;99.0;99.0
1.0;0101;7.0;2015.0;16.0;4.0;2015.0;15.0;1501;999.0;999.0;4.0;4.0;320.0;320.0;1.0;1.0;99.0;99.0
15.0;1501;10.0;2015.0;26.0;6.0;2015.0;15.0;1501;999.0;999.0;4.0;4.0;320.0;320.0;1.0;1.0;99.0;99.0
15.0;1501;9.0;2015.0;15.0;4.0;2015.0;15.0;1501;999.0;999.0;4.0;4.0;320.0;320.0;1.0;1.0;99.0;99.0
14.0;1415;4.0;2015.0;5.0;1.0;2015.0;14.0;1415;999.0;999.0;1.0;4.0;320.0;320.0;1.0;1.0;99.0;99.0
1.0;0101;9.0;2015.0;2.0;9.0;2015.0;14.0;1412;999.0;999.0;9.0;9.0;320.0;320.0;1.0;1.0;99.0;99.0
14.0;1412;8.0;2015.0;6.0;7.0;2015.0;14.0;1412;999.0;999.0;9.0;9.0;320.0;320.0;1.0;1.0;99.0;99.0
14.0;1412;10.0;2015.0;2.0;7.0;2015.0;14.0;1412;999.0;999.0;9.0;9.0;320.0;320.0;1.0;1.0;99.0;99.0
14.0;1401;2.0;2016.0;11.0;12.0;2015.0;14.0;1401;29.0;29.0;4.0;4.0;320.0;320.0;1.0;1.0;99.0;99.0
14.0;1401;2.0;2016.0;6.0;10.0;2015.0;14.0;1401;999.0;999.0;9.0;9.0;320.0;320.0;1.0;1.0;99.0;99.0
14.0;1401;10.0;2015.0;11.0;9.0;2015.0;14.0;1401;999.0;999.0;9.0;9.0;320.0;320.0;1.0;1.0;99.0;99.0
14.0;1401;1.0;2016.0;29.0;5.0;2015.0;14.0;1401;999.0;999.0;9.0;9.0;320.0;320.0;1.0;1.0;99.0;99.0
14.0;1416;3.0;2015.0;12.0;2.0;2015.0;14.0;1401;26.0;29.0;1.0;1.0;320.0;320.0;1.0;1.0;99.0;99.0
13.0;1327;6.0;2016.0;2.0;10.0;2015.0;13.0;1327;999.0;999.0;1.0;1.0;320.0;320.0;1.0;1.0;99.0;99.0
13.0;1324;12.0;2015.0;19.0;10.0;2015.0;13.0;1324;999.0;999.0;9.0;9.0;320.0;320.0;1.0;1.0;99.0;99.0
13.0;1302;8.0;2015.0;17.0;6.0;2015.0;13.0;1302;999.0;999.0;9.0;9.0;320.0;320.0;1.0;1.0;99.0;99.0
13.0;1301;6.0;2016.0;3.0;12.0;2015.0;13.0;1301;999.0;999.0;9.0;9.0;320.0;320.0;1.0;1.0;99.0;99.0
13.0;1301;3.0;2016.0;1.0;9.0;2015.0;13.0;1301;49.0;56.0;9.0;4.0;320.0;320.0;1.0;1.0;99.0;99.0
13.0;1301;6.0;2016.0;5.0;8.0;2015.0;13.0;1301;999.0;999.0;9.0;9.0;320.0;320.0;1.0;1.0;99.0;99.0
13.0;1301;3.0;2015.0;4.0;3.0;2015.0;13.0;1301;999.0;999.0;9.0;9.0;320.0;320.0;1.0;1.0;99.0;99.0
13.0;1301;6.0;2015.0;3.0;3.0;2015.0;13.0;1301;999.0;999.0;9.0;9.0;320.0;320.0;1.0;1.0;99.0;99.0
13.0;1303;7.0;2015.0;28.0;4.0;2015.0;13.0;1301;999.0;999.0;9.0;9.0;320.0;320.0;1.0;1.0;99.0;99.0
12.0;1222;11.0;2015.0;12.0;10.0;2015.0;12.0;1222;999.0;999.0;9.0;9.0;320.0;320.0;1.0;1.0;99.0;99.0
1.0;0101;1.0;2016.0;16.0;11.0;2015.0;12.0;1219;999.0;999.0;4.0;4.0;320.0;320.0;1.0;1.0;99.0;99.0
12.0;1219;9.0;2015.0;9.0;9.0;2015.0;12.0;1219;999.0;999.0;4.0;4.0;320.0;320.0;1.0;1.0;99.0;99.0
12.0;1218;10.0;2015.0;19.0;8.0;2015.0;12.0;1218;999.0;999.0;9.0;9.0;320.0;320.0;1.0;1.0;99.0;99.0
12.0;1220;1.0;2016.0;14.0;12.0;2015.0;12.0;1217;39.0;36.0;9.0;9.0;320.0;320.0;1.0;1.0;99.0;99.0
12.0;1216;12.0;2015.0;31.0;8.0;2015.0;12.0;1216;999.0;999.0;9.0;9.0;320.0;320.0;1.0;1.0;99.0;99.0
12.0;1216;3.0;2015.0;2.0;2.0;2015.0;12.0;1216;29.0;999.0;9.0;9.0;320.0;320.0;1.0;1.0;99.0;99.0
12.0;1211;6.0;2015.0;17.0;4.0;2015.0;12.0;1215;999.0;999.0;4.0;9.0;320.0;320.0;1.0;1.0;99.0;99.0
12.0;1215;8.0;2015.0;30.0;6.0;2015.0;12.0;1215;999.0;999.0;9.0;9.0;320.0;320.0;1.0;1.0;99.0;99.0
12.0;1215;11.0;2015.0;24.0;6.0;2015.0;12.0;1215;999.0;999.0;4.0;4.0;320.0;320.0;1.0;1.0;99.0;99.0
12.0;1215;4.0;2015.0;13.0;3.0;2015.0;12.0;1215;999.0;999.0;4.0;4.0;320.0;320.0;1.0;1.0;99.0;99.0
1.0;0101;4.0;2015.0;2.0;3.0;2015.0;12.0;1210;43.0;41.0;4.0;4.0;320.0;320.0;1.0;1.0;99.0;99.0
1.0;0101;10.0;2015.0;4.0;9.0;2015.0;12.0;1203;999.0;999.0;9.0;9.0;320.0;320.0;1.0;1.0;99.0;99.0
12.0;1203;10.0;2015.0;15.0;7.0;2015.0;12.0;1203;999.0;999.0;9.0;9.0;320.0;320.0;1.0;1.0;99.0;99.0
12.0;1203;11.0;2015.0;5.0;6.0;2015.0;12.0;1203;999.0;999.0;9.0;9.0;320.0;320.0;1.0;1.0;99.0;99.0
12.0;1201;4.0;2015.0;5.0;3.0;2015.0;12.0;1201;999.0;999.0;4.0;4.0;320.0;320.0;1.0;1.0;99.0;99.0
9.0;0920;12.0;2015.0;23.0;10.0;2015.0;9.0;0920;999.0;999.0;9.0;9.0;320.0;320.0;1.0;1.0;99.0;99.0
9.0;0920;10.0;2015.0;13.0;7.0;2015.0;9.0;0920;999.0;999.0;9.0;9.0;320.0;320.0;1.0;1.0;99.0;99.0
9.0;0920;7.0;2015.0;12.0;6.0;2015.0;9.0;0920;999.0;999.0;9.0;9.0;320.0;320.0;1.0;1.0;99.0;99.0
1.0;0101;3.0;2016.0;24.0;3.0;2015.0;9.0;0919;999.0;999.0;9.0;9.0;320.0;320.0;1.0;1.0;99.0;99.0
11.0;1105;7.0;2015.0;12.0;5.0;2015.0;9.0;0919;999.0;999.0;9.0;9.0;320.0;320.0;1.0;1.0;99.0;99.0
9.0;0904;10.0;2015.0;14.0;9.0;2015.0;9.0;0904;999.0;999.0;9.0;9.0;320.0;320.0;1.0;1.0;99.0;99.0
9.0;0904;1.0;2016.0;19.0;8.0;2015.0;9.0;0904;999.0;999.0;9.0;9.0;320.0;320.0;1.0;1.0;99.0;99.0
9.0;0904;9.0;2015.0;5.0;5.0;2015.0;9.0;0904;999.0;999.0;9.0;9.0;320.0;320.0;1.0;1.0;99.0;99.0
9.0;0901;8.0;2015.0;15.0;4.0;2015.0;9.0;0902;42.0;43.0;9.0;1.0;320.0;320.0;1.0;1.0;99.0;99.0
9.0;0901;2.0;2016.0;24.0;9.0;2015.0;9.0;0901;999.0;999.0;9.0;9.0;320.0;222.0;1.0;1.0;99.0;99.0
9.0;0901;10.0;2015.0;24.0;6.0;2015.0;9.0;0901;50.0;49.0;9.0;9.0;320.0;320.0;1.0;1.0;99.0;99.0
8.0;0806;5.0;2015.0;8.0;4.0;2015.0;8.0;0806;999.0;999.0;1.0;1.0;320.0;320.0;1.0;1.0;99.0;99.0
8.0;0806;6.0;2015.0;20.0;3.0;2015.0;8.0;0806;999.0;999.0;1.0;1.0;320.0;320.0;1.0;1.0;99.0;99.0
8.0;0806;1.0;2015.0;5.0;1.0;2015.0;8.0;0806;999.0;999.0;1.0;1.0;320.0;320.0;1.0;1.0;99.0;99.0
8.0;0803;8.0;2015.0;13.0;7.0;2015.0;8.0;0803;999.0;999.0;9.0;9.0;320.0;320.0;1.0;1.0;99.0;99.0
7.0;0705;3.0;2015.0;20.0;2.0;2015.0;7.0;0705;999.0;999.0;1.0;1.0;320.0;320.0;1.0;1.0;99.0;99.0
