DEPREG;MUPREG;MESREG;AÑOREG;DIAOCU;MESOCU;AÑOOCU;DEPOCU;MUPOCU;EDADHOM;EDADMUJ;PPERHOM;PPERMUJ;NACHOM;NACMUJ;ESCHOM;ESCMUJ;CIUOHOM;CIUOMUJ
1.0;0101;2.0;2017.0;16.0;6.0;2016.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;4.0;4.0;21.0;12.0
1.0;0101;2.0;2017.0;22.0;9.0;2016.0;1.0;0101;58.0;52.0;4.0;4.0;320.0;320.0;5.0;3.0;24.0;12.0
1.0;0101;5.0;2016.0;22.0;3.0;2016.0;1.0;0101;34.0;35.0;4.0;4.0;320.0;320.0;3.0;4.0;26.0;12.0
22.0;2201;11.0;2016.0;13.0;9.0;2016.0;22.0;2201;32.0;35.0;4.0;4.0;320.0;320.0;3.0;4.0;33.0;12.0
1.0;0115;8.0;2016.0;20.0;7.0;2016.0;1.0;0101;34.0;33.0;4.0;4.0;320.0;320.0;3.0;3.0;33.0;12.0
1.0;0101;7.0;2016.0;30.0;5.0;2016.0;1.0;0101;53.0;44.0;4.0;4.0;320.0;320.0;3.0;4.0;34.0;12.0
9.0;0901;7.0;2016.0;27.0;4.0;2016.0;9.0;0901;52.0;59.0;4.0;4.0;320.0;320.0;3.0;3.0;43.0;12.0
1.0;0101;6.0;2016.0;14.0;1.0;2016.0;1.0;0108;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;98.0;12.0
1.0;0101;2.0;2017.0;3.0;11.0;2016.0;1.0;0101;999.0;41.0;9.0;4.0;320.0;320.0;9.0;3.0;98.0;12.0
1.0;0115;5.0;2016.0;5.0;2.0;2016.0;13.0;1301;999.0;42.0;9.0;4.0;320.0;320.0;9.0;3.0;99.0;12.0
1.0;0101;5.0;2016.0;14.0;4.0;2016.0;9.0;0901;999.0;999.0;9.0;9.0;320.0;320.0;9.0;3.0;1.0;23.0
1.0;0101;9.0;2016.0;28.0;7.0;2016.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;3.0;23.0
14.0;1420;1.0;2017.0;24.0;6.0;2016.0;1.0;0110;31.0;28.0;4.0;4.0;320.0;320.0;3.0;3.0;3.0;23.0
1.0;0101;9.0;2016.0;12.0;9.0;2016.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;4.0;1.0;26.0
1.0;0101;6.0;2016.0;8.0;2.0;2016.0;1.0;0108;37.0;39.0;4.0;4.0;320.0;320.0;4.0;4.0;11.0;22.0
1.0;0101;2.0;2017.0;5.0;9.0;2016.0;1.0;0101;34.0;34.0;9.0;4.0;320.0;320.0;4.0;4.0;11.0;22.0
1.0;0101;5.0;2017.0;28.0;1.0;2016.0;1.0;0108;48.0;44.0;9.0;4.0;320.0;320.0;3.0;4.0;11.0;25.0
1.0;0101;5.0;2016.0;15.0;3.0;2016.0;1.0;0101;42.0;32.0;4.0;4.0;320.0;320.0;4.0;4.0;21.0;21.0
9.0;0901;12.0;2016.0;29.0;9.0;2016.0;9.0;0901;59.0;49.0;4.0;4.0;320.0;320.0;4.0;4.0;22.0;21.0
16.0;1601;6.0;2016.0;9.0;3.0;2016.0;16.0;1601;48.0;42.0;4.0;4.0;320.0;320.0;4.0;4.0;22.0;21.0
1.0;0101;12.0;2016.0;4.0;10.0;2016.0;1.0;0102;46.0;45.0;4.0;4.0;320.0;320.0;3.0;4.0;23.0;21.0
1.0;0101;10.0;2016.0;8.0;8.0;2016.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;4.0;4.0;21.0;21.0
1.0;0101;3.0;2017.0;24.0;11.0;2016.0;1.0;0101;28.0;32.0;4.0;4.0;320.0;320.0;4.0;4.0;21.0;21.0
1.0;0101;12.0;2016.0;26.0;10.0;2016.0;1.0;0101;37.0;35.0;4.0;4.0;320.0;320.0;4.0;4.0;26.0;21.0
1.0;0101;3.0;2017.0;10.0;6.0;2016.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;4.0;4.0;21.0;21.0
1.0;0101;9.0;2016.0;12.0;8.0;2016.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;4.0;4.0;21.0;21.0
1.0;0101;12.0;2016.0;16.0;11.0;2016.0;1.0;0101;30.0;30.0;4.0;9.0;320.0;320.0;4.0;4.0;21.0;21.0
1.0;0101;2.0;2017.0;20.0;12.0;2016.0;7.0;0710;31.0;31.0;1.0;4.0;320.0;320.0;4.0;4.0;23.0;21.0
1.0;0101;2.0;2017.0;29.0;11.0;2016.0;1.0;0101;44.0;42.0;4.0;4.0;320.0;320.0;4.0;4.0;24.0;21.0
1.0;0101;4.0;2016.0;22.0;2.0;2016.0;1.0;0101;34.0;32.0;4.0;4.0;320.0;320.0;4.0;4.0;26.0;21.0
1.0;0101;12.0;2016.0;29.0;9.0;2016.0;1.0;0102;46.0;52.0;4.0;4.0;320.0;320.0;4.0;4.0;21.0;21.0
1.0;0101;3.0;2017.0;3.0;10.0;2016.0;1.0;0101;58.0;45.0;4.0;4.0;320.0;320.0;4.0;3.0;21.0;21.0
1.0;0101;10.0;2016.0;19.0;9.0;2016.0;1.0;0101;999.0;999.0;4.0;4.0;320.0;320.0;9.0;9.0;21.0;21.0
1.0;0101;9.0;2016.0;12.0;7.0;2016.0;1.0;0103;44.0;34.0;4.0;4.0;320.0;320.0;4.0;4.0;24.0;21.0
1.0;0101;3.0;2016.0;27.0;1.0;2016.0;3.0;0308;39.0;29.0;4.0;4.0;320.0;320.0;3.0;3.0;26.0;21.0
9.0;0920;11.0;2016.0;13.0;10.0;2016.0;9.0;0920;45.0;47.0;4.0;4.0;320.0;320.0;4.0;4.0;21.0;22.0
1.0;0101;12.0;2016.0;22.0;11.0;2016.0;1.0;0114;34.0;34.0;1.0;4.0;320.0;320.0;4.0;4.0;22.0;22.0
1.0;0101;9.0;2016.0;17.0;6.0;2016.0;1.0;0113;29.0;33.0;4.0;4.0;320.0;320.0;4.0;4.0;22.0;22.0
1.0;0101;9.0;2016.0;15.0;6.0;2016.0;1.0;0101;31.0;33.0;4.0;4.0;320.0;320.0;4.0;4.0;22.0;22.0
1.0;0101;7.0;2016.0;13.0;4.0;2016.0;3.0;0309;47.0;51.0;9.0;9.0;320.0;320.0;4.0;4.0;22.0;22.0
1.0;0116;6.0;2016.0;9.0;5.0;2016.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;4.0;4.0;22.0;22.0
5.0;0512;5.0;2016.0;19.0;2.0;2016.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;4.0;4.0;22.0;22.0
1.0;0101;2.0;2017.0;20.0;7.0;2016.0;1.0;0101;35.0;34.0;4.0;4.0;320.0;320.0;4.0;4.0;22.0;22.0
13.0;1301;10.0;2016.0;25.0;8.0;2016.0;13.0;1301;47.0;36.0;4.0;4.0;320.0;320.0;4.0;4.0;22.0;22.0
13.0;1301;2.0;2016.0;18.0;1.0;2016.0;1.0;0101;35.0;35.0;4.0;4.0;320.0;320.0;4.0;4.0;22.0;22.0
20.0;2001;11.0;2016.0;7.0;6.0;2016.0;20.0;2001;31.0;29.0;4.0;4.0;320.0;320.0;3.0;3.0;23.0;22.0
1.0;0101;3.0;2016.0;3.0;2.0;2016.0;1.0;0101;31.0;30.0;4.0;4.0;320.0;320.0;4.0;4.0;22.0;22.0
20.0;2011;3.0;2017.0;17.0;10.0;2016.0;22.0;2202;40.0;40.0;4.0;4.0;320.0;320.0;4.0;4.0;21.0;22.0
1.0;0101;8.0;2016.0;16.0;6.0;2016.0;1.0;0108;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;22.0;22.0
9.0;0901;4.0;2016.0;10.0;2.0;2016.0;9.0;0901;31.0;31.0;1.0;4.0;320.0;320.0;4.0;4.0;22.0;22.0
3.0;0308;1.0;2017.0;8.0;12.0;2016.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;23.0;22.0
1.0;0101;11.0;2016.0;3.0;10.0;2016.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;4.0;4.0;21.0;22.0
18.0;1801;7.0;2016.0;13.0;4.0;2016.0;18.0;1801;45.0;46.0;4.0;4.0;320.0;320.0;3.0;4.0;23.0;23.0
18.0;1804;10.0;2016.0;23.0;8.0;2016.0;18.0;1804;33.0;27.0;4.0;4.0;320.0;320.0;3.0;3.0;23.0;23.0
6.0;0601;7.0;2016.0;7.0;7.0;2016.0;6.0;0602;49.0;40.0;4.0;4.0;320.0;320.0;4.0;3.0;21.0;23.0
4.0;0401;7.0;2016.0;23.0;5.0;2016.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;21.0;23.0
1.0;0101;10.0;2016.0;20.0;7.0;2016.0;2.0;0202;35.0;28.0;4.0;4.0;320.0;320.0;4.0;3.0;21.0;23.0
1.0;0109;4.0;2016.0;22.0;1.0;2016.0;1.0;0101;50.0;52.0;9.0;9.0;320.0;320.0;9.0;9.0;21.0;23.0
1.0;0101;12.0;2016.0;24.0;10.0;2016.0;1.0;0115;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;22.0;23.0
17.0;1701;8.0;2016.0;5.0;7.0;2016.0;17.0;1710;31.0;27.0;4.0;4.0;320.0;320.0;4.0;4.0;22.0;23.0
6.0;0601;12.0;2016.0;5.0;8.0;2016.0;6.0;0610;33.0;34.0;4.0;4.0;320.0;320.0;3.0;3.0;23.0;23.0
16.0;1601;12.0;2016.0;19.0;10.0;2016.0;16.0;1601;999.0;999.0;1.0;4.0;320.0;320.0;3.0;3.0;23.0;23.0
10.0;1001;11.0;2016.0;29.0;9.0;2016.0;10.0;1008;51.0;999.0;4.0;9.0;320.0;320.0;9.0;9.0;23.0;23.0
1.0;0101;10.0;2016.0;22.0;7.0;2016.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;23.0;23.0
12.0;1201;9.0;2016.0;12.0;1.0;2016.0;12.0;1201;999.0;999.0;9.0;9.0;320.0;320.0;3.0;3.0;23.0;23.0
21.0;2101;9.0;2016.0;18.0;8.0;2016.0;21.0;2101;44.0;43.0;9.0;4.0;320.0;320.0;9.0;4.0;23.0;23.0
1.0;0115;9.0;2016.0;13.0;6.0;2016.0;1.0;0115;29.0;28.0;4.0;4.0;320.0;320.0;9.0;9.0;23.0;23.0
13.0;1301;9.0;2016.0;22.0;7.0;2016.0;13.0;1302;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;23.0;23.0
6.0;0608;8.0;2016.0;19.0;7.0;2016.0;6.0;0608;31.0;32.0;4.0;4.0;320.0;320.0;3.0;3.0;23.0;23.0
9.0;0909;8.0;2016.0;16.0;6.0;2016.0;9.0;0909;30.0;25.0;1.0;1.0;320.0;320.0;3.0;3.0;23.0;23.0
14.0;1416;8.0;2016.0;21.0;6.0;2016.0;14.0;1416;31.0;29.0;1.0;1.0;320.0;320.0;3.0;3.0;23.0;23.0
9.0;0901;8.0;2016.0;30.0;6.0;2016.0;10.0;1008;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;23.0;23.0
18.0;1805;8.0;2016.0;22.0;7.0;2016.0;18.0;1805;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;23.0;23.0
20.0;2011;8.0;2016.0;9.0;5.0;2016.0;20.0;2011;38.0;999.0;9.0;9.0;320.0;320.0;3.0;9.0;23.0;23.0
9.0;0901;7.0;2016.0;29.0;6.0;2016.0;12.0;1201;999.0;35.0;4.0;4.0;320.0;320.0;3.0;3.0;23.0;23.0
4.0;0405;7.0;2016.0;12.0;5.0;2016.0;4.0;0406;21.0;23.0;1.0;1.0;320.0;320.0;9.0;9.0;23.0;23.0
14.0;1413;7.0;2016.0;3.0;6.0;2016.0;14.0;1413;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;23.0;23.0
13.0;1306;7.0;2016.0;18.0;4.0;2016.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;23.0;23.0
9.0;0901;6.0;2016.0;17.0;2.0;2016.0;9.0;0901;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;23.0;23.0
13.0;1301;5.0;2016.0;17.0;3.0;2016.0;13.0;1326;31.0;30.0;4.0;4.0;320.0;320.0;3.0;3.0;23.0;23.0
10.0;1003;5.0;2016.0;14.0;3.0;2016.0;10.0;1003;39.0;33.0;4.0;4.0;320.0;320.0;3.0;3.0;23.0;23.0
12.0;1225;3.0;2017.0;14.0;10.0;2016.0;12.0;1225;41.0;37.0;4.0;4.0;320.0;320.0;3.0;3.0;23.0;23.0
17.0;1707;3.0;2017.0;16.0;3.0;2016.0;17.0;1702;32.0;34.0;4.0;4.0;320.0;320.0;3.0;9.0;23.0;23.0
19.0;1904;2.0;2017.0;9.0;12.0;2016.0;19.0;1904;27.0;27.0;4.0;4.0;320.0;320.0;3.0;3.0;23.0;23.0
15.0;1503;2.0;2017.0;2.0;11.0;2016.0;15.0;1505;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;23.0;23.0
22.0;2201;2.0;2017.0;19.0;9.0;2016.0;22.0;2201;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;23.0;23.0
1.0;0101;1.0;2017.0;3.0;6.0;2016.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;23.0;23.0
4.0;0401;9.0;2016.0;21.0;7.0;2016.0;4.0;0409;30.0;24.0;1.0;1.0;320.0;320.0;4.0;3.0;23.0;23.0
16.0;1601;10.0;2016.0;22.0;3.0;2016.0;16.0;1601;999.0;999.0;1.0;9.0;320.0;320.0;9.0;9.0;23.0;23.0
5.0;0501;8.0;2016.0;5.0;7.0;2016.0;5.0;0501;999.0;999.0;9.0;9.0;320.0;320.0;4.0;9.0;24.0;23.0
3.0;0316;6.0;2016.0;24.0;5.0;2016.0;1.0;0101;26.0;26.0;4.0;4.0;320.0;320.0;9.0;3.0;26.0;23.0
1.0;0101;8.0;2016.0;1.0;4.0;2016.0;1.0;0101;31.0;31.0;4.0;4.0;320.0;320.0;4.0;4.0;26.0;23.0
11.0;1101;6.0;2016.0;9.0;5.0;2016.0;17.0;1712;65.0;999.0;4.0;9.0;320.0;320.0;4.0;9.0;26.0;23.0
9.0;0901;1.0;2017.0;19.0;4.0;2016.0;9.0;0901;42.0;39.0;4.0;4.0;320.0;320.0;4.0;3.0;26.0;23.0
12.0;1211;11.0;2016.0;6.0;7.0;2016.0;12.0;1211;26.0;27.0;4.0;4.0;320.0;320.0;2.0;3.0;26.0;23.0
1.0;0101;11.0;2016.0;19.0;9.0;2016.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;21.0;23.0
1.0;0101;9.0;2016.0;17.0;3.0;2016.0;1.0;0101;32.0;37.0;4.0;4.0;320.0;320.0;4.0;3.0;22.0;23.0
16.0;1601;12.0;2016.0;17.0;8.0;2016.0;16.0;1601;42.0;46.0;9.0;4.0;320.0;320.0;9.0;3.0;23.0;23.0
22.0;2205;11.0;2016.0;6.0;4.0;2016.0;22.0;2205;999.0;38.0;9.0;9.0;320.0;320.0;9.0;9.0;23.0;23.0
1.0;0103;5.0;2016.0;11.0;4.0;2016.0;1.0;0103;26.0;27.0;4.0;4.0;320.0;320.0;3.0;3.0;23.0;23.0
13.0;1312;2.0;2017.0;20.0;9.0;2016.0;13.0;1312;46.0;999.0;4.0;9.0;320.0;320.0;3.0;9.0;23.0;23.0
14.0;1401;7.0;2016.0;11.0;3.0;2016.0;14.0;1401;34.0;31.0;4.0;4.0;320.0;320.0;3.0;3.0;23.0;23.0
5.0;0510;2.0;2016.0;13.0;1.0;2016.0;1.0;0101;31.0;35.0;4.0;9.0;320.0;320.0;3.0;4.0;23.0;23.0
1.0;0101;9.0;2016.0;15.0;4.0;2016.0;1.0;0101;36.0;29.0;4.0;4.0;320.0;320.0;4.0;3.0;26.0;23.0
19.0;1901;12.0;2016.0;28.0;10.0;2016.0;19.0;1901;27.0;23.0;4.0;4.0;320.0;320.0;3.0;3.0;23.0;23.0
7.0;0701;9.0;2016.0;12.0;7.0;2016.0;7.0;0701;31.0;33.0;1.0;1.0;320.0;320.0;3.0;3.0;23.0;23.0
21.0;2101;8.0;2016.0;9.0;2.0;2016.0;21.0;2101;21.0;21.0;4.0;4.0;320.0;320.0;9.0;3.0;23.0;23.0
9.0;0923;7.0;2016.0;22.0;6.0;2016.0;9.0;0923;31.0;31.0;4.0;1.0;320.0;320.0;4.0;4.0;23.0;23.0
15.0;1504;6.0;2016.0;18.0;2.0;2016.0;15.0;1504;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;23.0;23.0
12.0;1202;5.0;2017.0;27.0;12.0;2016.0;12.0;1202;999.0;999.0;9.0;1.0;320.0;320.0;9.0;3.0;23.0;23.0
5.0;0503;5.0;2016.0;11.0;3.0;2016.0;5.0;0503;999.0;999.0;4.0;4.0;320.0;320.0;3.0;3.0;23.0;23.0
1.0;0101;8.0;2016.0;16.0;5.0;2016.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;23.0;23.0
1.0;0101;5.0;2016.0;11.0;2.0;2016.0;1.0;0101;56.0;56.0;4.0;4.0;320.0;320.0;9.0;4.0;24.0;23.0
1.0;0101;8.0;2016.0;15.0;4.0;2016.0;1.0;0101;27.0;28.0;4.0;4.0;320.0;320.0;3.0;3.0;24.0;23.0
18.0;1802;2.0;2017.0;18.0;11.0;2016.0;1.0;0101;33.0;33.0;4.0;4.0;320.0;320.0;4.0;4.0;24.0;23.0
1.0;0101;8.0;2016.0;22.0;6.0;2016.0;1.0;0108;32.0;28.0;4.0;4.0;320.0;320.0;9.0;3.0;21.0;24.0
9.0;0901;2.0;2017.0;2.0;11.0;2016.0;9.0;0901;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;21.0;24.0
1.0;0101;9.0;2016.0;14.0;6.0;2016.0;1.0;0108;999.0;999.0;9.0;9.0;320.0;320.0;4.0;4.0;21.0;24.0
3.0;0301;5.0;2016.0;21.0;3.0;2016.0;3.0;0301;39.0;44.0;4.0;4.0;320.0;340.0;3.0;9.0;23.0;24.0
1.0;0101;11.0;2016.0;10.0;10.0;2016.0;1.0;0101;35.0;33.0;4.0;4.0;320.0;320.0;3.0;4.0;24.0;24.0
1.0;0101;1.0;2017.0;7.0;10.0;2016.0;1.0;0101;42.0;38.0;4.0;4.0;320.0;320.0;4.0;4.0;24.0;24.0
1.0;0101;10.0;2016.0;2.0;9.0;2016.0;1.0;0101;29.0;29.0;4.0;9.0;320.0;320.0;4.0;9.0;21.0;24.0
1.0;0101;3.0;2016.0;21.0;1.0;2016.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;22.0;24.0
7.0;0710;11.0;2016.0;19.0;7.0;2016.0;7.0;0710;33.0;31.0;4.0;4.0;320.0;320.0;4.0;4.0;24.0;24.0
1.0;0101;11.0;2016.0;13.0;10.0;2016.0;1.0;0101;39.0;36.0;4.0;4.0;320.0;320.0;3.0;3.0;24.0;24.0
1.0;0101;2.0;2017.0;2.0;11.0;2016.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;25.0;25.0
1.0;0101;3.0;2017.0;4.0;11.0;2016.0;1.0;0101;29.0;26.0;4.0;4.0;320.0;320.0;3.0;3.0;25.0;25.0
1.0;0101;11.0;2016.0;25.0;4.0;2016.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;4.0;4.0;26.0;26.0
1.0;0101;10.0;2016.0;5.0;7.0;2016.0;1.0;0101;30.0;30.0;4.0;4.0;320.0;320.0;4.0;4.0;26.0;26.0
1.0;0101;9.0;2016.0;7.0;3.0;2016.0;1.0;0101;30.0;35.0;4.0;9.0;320.0;320.0;4.0;4.0;26.0;26.0
11.0;1101;6.0;2016.0;7.0;4.0;2016.0;11.0;1104;999.0;999.0;9.0;9.0;320.0;320.0;4.0;4.0;26.0;26.0
1.0;0101;2.0;2016.0;5.0;1.0;2016.0;1.0;0105;36.0;35.0;4.0;4.0;320.0;320.0;5.0;4.0;26.0;26.0
1.0;0102;1.0;2017.0;14.0;9.0;2016.0;1.0;0102;36.0;37.0;4.0;4.0;320.0;320.0;4.0;4.0;26.0;26.0
1.0;0101;3.0;2017.0;13.0;12.0;2016.0;19.0;1904;40.0;31.0;4.0;4.0;320.0;320.0;4.0;4.0;26.0;26.0
22.0;2217;1.0;2017.0;20.0;9.0;2016.0;22.0;2201;25.0;27.0;4.0;4.0;320.0;320.0;9.0;4.0;26.0;26.0
1.0;0101;8.0;2016.0;14.0;4.0;2016.0;1.0;0101;46.0;999.0;4.0;9.0;320.0;320.0;4.0;9.0;26.0;26.0
1.0;0101;12.0;2016.0;29.0;8.0;2016.0;1.0;0101;33.0;29.0;4.0;9.0;320.0;320.0;4.0;4.0;21.0;26.0
1.0;0101;8.0;2016.0;21.0;6.0;2016.0;1.0;0101;31.0;31.0;4.0;4.0;320.0;320.0;4.0;4.0;21.0;26.0
1.0;0101;11.0;2016.0;28.0;10.0;2016.0;1.0;0102;35.0;34.0;4.0;4.0;320.0;320.0;4.0;4.0;21.0;26.0
21.0;2101;7.0;2016.0;14.0;6.0;2016.0;21.0;2101;46.0;44.0;9.0;9.0;320.0;320.0;3.0;4.0;23.0;26.0
9.0;0901;12.0;2016.0;14.0;10.0;2016.0;9.0;0901;50.0;50.0;4.0;4.0;320.0;320.0;4.0;4.0;26.0;26.0
1.0;0101;5.0;2017.0;1.0;6.0;2016.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;26.0;26.0
